gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737700184	184	17	151	ProSiteProfiles	PS50995	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2737700184	184	39	139	SMART	SM00347	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2737700184	184	35	149	SUPERFAMILY	SSF46785			
2737700185	172	8	160	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2737700185	172	44	123	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2737700186	234	13	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737700186	234	37	199	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737700186	234	139	153	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737700186	234	13	221	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737700187	596	351	594	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737700187	596	375	570	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737700187	596	494	508	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737700187	596	350	589	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737700189	388	32	375	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2737700190	471	151	182	ProSitePatterns	PS00571	IPR020556	Amidase, conserved site	
2737700190	471	2	460	SUPERFAMILY	SSF75304	IPR023631	Amidase signature domain	
2737700191	272	197	262	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2737700191	272	201	258	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2737700191	272	195	258	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2737700192	54	8	48	SUPERFAMILY	SSF88723			
2737700194	368	139	146	ProSitePatterns	PS00687	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2737700194	368	167	178	ProSitePatterns	PS00070	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2737700194	368	1	364	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2737700195	115	15	100	SUPERFAMILY	SSF46785			
2737700196	212	6	206	SMART	SM00882	IPR004165	Coenzyme A transferase family I	GO:0008152|GO:0008410
2737700196	212	3	211	SUPERFAMILY	SSF100950			
2737700197	235	5	217	SMART	SM00882	IPR004165	Coenzyme A transferase family I	GO:0008152|GO:0008410
2737700197	235	2	228	SUPERFAMILY	SSF100950			
2737700198	191	1	187	SUPERFAMILY	SSF69118			
2737700199	208	11	71	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2737700199	208	2	84	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737700200	139	12	138	SUPERFAMILY	SSF54637			
2737700201	260	154	182	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2737700201	260	5	258	SUPERFAMILY	SSF51735			
2737700202	561	13	219	SUPERFAMILY	SSF51905			
2737700202	561	220	315	SUPERFAMILY	SSF54373			
2737700202	561	316	459	SUPERFAMILY	SSF51905			
2737700202	561	461	559	SUPERFAMILY	SSF54862			
2737700203	120	3	118	SUPERFAMILY	SSF51230	IPR011053	Single hybrid motif	
2737700206	396	2	396	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2737700207	213	39	186	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2737700207	213	187	207	SMART	SM00525	IPR003651	Endonuclease III-like, iron-sulphur cluster loop motif	GO:0051539
2737700207	213	103	132	ProSitePatterns	PS01155	IPR004036	Endonuclease III-like, conserved site-2	
2737700207	213	1	209	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2737700209	255	7	240	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737700209	255	31	217	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737700209	255	142	156	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737700209	255	7	226	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737700210	339	5	329	SUPERFAMILY	SSF81345			
2737700211	287	36	287	ProSiteProfiles	PS50983	IPR002491	ABC transporter periplasmic binding domain	GO:0005488
2737700211	287	14	279	SUPERFAMILY	SSF53807			
2737700212	270	11	266	ProSiteProfiles	PS50983	IPR002491	ABC transporter periplasmic binding domain	GO:0005488
2737700212	270	9	262	SUPERFAMILY	SSF53807			
2737700213	631	34	626	SUPERFAMILY	SSF56935			
2737700215	98	3	73	SUPERFAMILY	SSF102829	IPR007838	Cell division protein ZapA-like	
2737700217	337	199	321	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2737700217	337	4	187	SUPERFAMILY	SSF51735			
2737700218	90	7	90	SUPERFAMILY	SSF56925	IPR011250	Outer membrane protein/outer membrane enzyme PagP , beta-barrel	GO:0009279|GO:0016021
2737700219	111	2	93	SUPERFAMILY	SSF159894			
2737700220	255	15	226	SUPERFAMILY	SSF53639	IPR001303	Class II aldolase/adducin N-terminal	
2737700220	255	20	200	SMART	SM01007	IPR001303	Class II aldolase/adducin N-terminal	
2737700221	439	4	64	SUPERFAMILY	SSF46785			
2737700222	357	168	347	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2737700222	357	11	166	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2737700223	718	17	241	SUPERFAMILY	SSF52518			
2737700223	718	405	642	SUPERFAMILY	SSF52518			
2737700229	161	31	138	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2737700230	637	297	393	SUPERFAMILY	SSF63829			
2737700230	637	425	593	SUPERFAMILY	SSF63829			
2737700232	204	8	204	SUPERFAMILY	SSF52374			
2737700233	48	3	47	SUPERFAMILY	SSF56918	IPR000066	Antenna complex, alpha/beta subunit	GO:0016021|GO:0019684|GO:0030077|GO:0045156
2737700233	48	14	45	ProSitePatterns	PS00969	IPR023623	Antenna complex, beta subunit, conserved site	
2737700234	63	1	52	SUPERFAMILY	SSF56918	IPR000066	Antenna complex, alpha/beta subunit	GO:0016021|GO:0019684|GO:0030077|GO:0045156
2737700235	454	35	451	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2737700236	349	1	213	SUPERFAMILY	SSF51905			
2737700236	349	318	346	SUPERFAMILY	SSF51905			
2737700237	316	8	65	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2737700237	316	7	104	SUPERFAMILY	SSF46785			
2737700237	316	95	285	SUPERFAMILY	SSF53850			
2737700238	233	1	231	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2737700239	176	5	21	ProSitePatterns	PS00201	IPR001226	Flavodoxin, conserved site	GO:0009055|GO:0010181
2737700239	176	3	168	ProSiteProfiles	PS50902	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181|GO:0016491
2737700239	176	2	175	SUPERFAMILY	SSF52218			
2737700242	488	176	459	SUPERFAMILY	SSF52743	IPR000209	Peptidase S8/S53 domain	GO:0004252|GO:0006508
2737700242	488	403	413	ProSitePatterns	PS00138	IPR023828	Peptidase S8, subtilisin, Ser-active site	
2737700244	580	37	194	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737700244	580	244	366	SUPERFAMILY	SSF48019	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	GO:0003677|GO:0006260
2737700244	580	32	222	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737700245	110	11	104	SUPERFAMILY	SSF82607	IPR004401	Nucleoid-associated protein YbaB	
2737700246	198	80	165	SMART	SM00493	IPR006171	Toprim domain	
2737700246	198	80	175	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2737700246	198	4	197	SUPERFAMILY	SSF111304	IPR023627	Recombination protein RecR	
2737700247	357	56	295	SUPERFAMILY	SSF53850			
2737700248	479	123	151	ProSitePatterns	PS00922	IPR000189	Prokaryotic transglycosylase, active site	GO:0000270|GO:0008933|GO:0016020
2737700248	479	407	451	SMART	SM00257	IPR018392	LysM domain	GO:0016998
2737700248	479	102	262	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2737700248	479	407	451	SUPERFAMILY	SSF54106			
2737700249	271	81	226	SUPERFAMILY	SSF53335			
2737700250	148	1	143	ProSiteProfiles	PS50879	IPR002156	Ribonuclease H domain	GO:0003676|GO:0004523
2737700250	148	1	144	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2737700251	451	88	290	SUPERFAMILY	SSF111369			
2737700252	1034	358	487	ProSiteProfiles	PS50156	IPR000731	Sterol-sensing domain	GO:0016021
2737700252	1034	182	264	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2737700252	1034	709	792	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2737700252	1034	40	134	SUPERFAMILY	SSF82693			
2737700252	1034	135	181	SUPERFAMILY	SSF82693			
2737700252	1034	267	323	SUPERFAMILY	SSF82693			
2737700252	1034	296	490	SUPERFAMILY	SSF82866			
2737700252	1034	563	658	SUPERFAMILY	SSF82693			
2737700252	1034	797	1017	SUPERFAMILY	SSF82866			
2737700253	211	14	178	SUPERFAMILY	SSF53448			
2737700254	385	44	55	ProSitePatterns	PS01305	IPR000385	MoaA/nifB/pqqE, iron-sulphur binding, conserved site	GO:0003824|GO:0046872|GO:0051539
2737700254	385	38	259	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2737700254	385	31	344	SUPERFAMILY	SSF102114			
2737700256	130	1	116	SUPERFAMILY	SSF88723			
2737700257	86	4	49	SMART	SM00966	IPR007159	AbrB-like domain	
2737700257	86	1	46	SUPERFAMILY	SSF89447			
2737700258	110	41	109	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2737700262	178	3	175	SUPERFAMILY	SSF50324	IPR008162	Inorganic pyrophosphatase	GO:0000287|GO:0004427|GO:0005737|GO:0006796
2737700262	178	66	72	ProSitePatterns	PS00387	IPR008162	Inorganic pyrophosphatase	GO:0000287|GO:0004427|GO:0005737|GO:0006796
2737700263	389	193	366	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2737700264	554	3	245	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2737700264	554	3	276	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2737700264	554	264	538	SUPERFAMILY	SSF52402			
2737700265	112	1	112	ProSiteProfiles	PS51343	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2737700265	112	4	105	SMART	SM00938	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2737700265	112	46	51	ProSitePatterns	PS00496	IPR002332	Nitrogen regulatory protein P-II, urydylation site	GO:0006808|GO:0030234
2737700265	112	1	112	SUPERFAMILY	SSF54913	IPR011322	Nitrogen regulatory PII-like, alpha/beta	
2737700265	112	83	96	ProSitePatterns	PS00638	IPR017918	Nitrogen regulatory protein PII, conserved site	GO:0006808|GO:0030234
2737700266	194	4	180	SUPERFAMILY	SSF102405			
2737700268	212	1	15	ProSiteProfiles	PS51257			
2737700270	188	118	181	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2737700270	188	18	87	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2737700271	593	20	192	SUPERFAMILY	SSF52518			
2737700271	593	208	382	SUPERFAMILY	SSF52467			
2737700271	593	393	588	SUPERFAMILY	SSF52518			
2737700272	163	4	78	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2737700272	163	1	76	SUPERFAMILY	SSF55021			
2737700272	163	79	162	SUPERFAMILY	SSF55021			
2737700273	338	183	333	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2737700273	338	1	182	SUPERFAMILY	SSF51735			
2737700275	267	65	87	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2737700276	512	5	268	ProSiteProfiles	PS50991	IPR000891	Pyruvate carboxyltransferase	GO:0003824
2737700276	512	12	28	ProSitePatterns	PS00815	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
2737700276	512	199	212	ProSitePatterns	PS00816	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
