gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737700186	234	34.47	13	217	2	207	1.5e-40	160	KO:K11963	urea transport system ATP-binding protein		Yes
2737700186	234	48.21	13	232	6	229	1.3e-60	218	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2737700187	596	52.38	9	596	29	602	0.0e+00	633	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2737700188	284	47.5	1	280	1	280	1.9e-89	306	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2737700188	284	54.93	1	284	1	284	3.8e-106	353	KO:K11960	urea transport system permease protein		Yes
2737700190	471	53.22	1	466	1	465	0.0e+00	525	KO:K18541	mandelamide amidase [EC:3.5.1.86]	EC:3.5.1.86	Yes
2737700194	368	84.51	1	368	125	492	0.0e+00	729	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.16	Yes
2737700194	368	84.51	1	368	125	492	0.0e+00	729	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.20	Yes
2737700194	368	84.51	1	368	125	492	0.0e+00	729	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.79	Yes
2737700196	212	85.85	1	212	1	212	0.0e+00	424	KO:K01029	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	EC:2.8.3.5	Yes
2737700197	235	86.75	1	234	1	234	0.0e+00	467	KO:K01028	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	EC:2.8.3.5	Yes
2737700200	139	75.37	1	134	1	134	7.6e-80	264	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2737700201	260	80.77	1	260	1	260	0.0e+00	474	KO:K00540			Yes
2737700202	561	75.94	1	561	1	561	0.0e+00	1030	KO:K00311	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	EC:1.5.5.1	Yes
2737700203	120	64.96	3	119	4	120	3.0e-51	181	KO:K02437	glycine cleavage system H protein		Yes
2737700207	213	81.13	2	213	1	212	8.1e-128	408	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2737700209	255	55.81	1	254	1	258	1.6e-95	320	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
2737700210	339	67.91	37	326	55	348	1.9e-123	408	KO:K02015	iron complex transport system permease protein		Yes
2737700211	287	50.35	4	285	17	294	7.3e-95	322	KO:K02016	iron complex transport system substrate-binding protein		Yes
2737700212	270	74.81	1	270	1	270	0.0e+00	477	KO:K02016	iron complex transport system substrate-binding protein		Yes
2737700213	631	32.18	26	620	52	627	2.5e-85	313	KO:K16092	vitamin B12 transporter		Yes
2737700215	98	58.18	1	98	1	110	1.5e-31	123	KO:K09888	cell division protein ZapA		Yes
2737700217	337	60.06	3	324	1	323	0.0e+00	451	KO:K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	EC:1.1.1.169	Yes
2737700219	111	45.79	1	107	11	117	6.0e-29	117	KO:K07343	DNA transformation protein and related proteins		Yes
2737700222	357	73.8	1	355	1	354	0.0e+00	601	KO:K01008	selenide, water dikinase [EC:2.7.9.3]	EC:2.7.9.3	Yes
2737700223	718	78.41	1	718	1	717	0.0e+00	1300	KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2737700224	523	59.02	3	522	5	533	0.0e+00	653	KO:K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2737700230	637	61.61	1	636	1	642	0.0e+00	924	KO:K07093	uncharacterized protein		Yes
2737700233	48	65.91	4	47	6	49	1.0e-16	75.7	KO:K08939	light-harvesting protein B-800-850 beta chain		Yes
2737700234	63	52.83	1	53	1	53	4.1e-14	69.9	KO:K08930	light-harvesting protein B-800-850 alpha chain		Yes
2737700235	454	65.07	1	451	1	458	0.0e+00	674	KO:K08226	MFS transporter, BCD family, chlorophyll transporter		Yes
2737700236	349	63.29	5	346	41	380	0.0e+00	477	KO:K06955	uncharacterized protein		Yes
2737700238	233	74.14	1	232	1	232	5.9e-127	407	KO:K06911	uncharacterized protein		Yes
2737700244	580	63.65	1	578	29	632	0.0e+00	776	KO:K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	EC:2.7.7.7	Yes
2737700245	110	82.73	1	110	1	110	8.9e-63	212	KO:K09747	uncharacterized protein		Yes
2737700246	198	69.9	1	196	1	196	3.9e-99	325	KO:K06187	recombination protein RecR		Yes
2737700247	357	33.43	25	356	20	351	7.6e-64	236	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737700248	479	66.75	60	479	44	467	0.0e+00	660	KO:K08307	membrane-bound lytic murein transglycosylase D		Yes
2737700250	148	72.86	3	142	13	152	2.6e-78	260	KO:K03469	ribonuclease HI [EC:3.1.26.4]	EC:3.1.26.4	Yes
2737700252	1034	66.31	1	1030	1	1042	0.0e+00	1540	KO:K18138	multidrug efflux pump		Yes
2737700253	211	50.99	12	210	5	205	1.4e-59	213	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2737700254	385	76.03	1	385	1	378	0.0e+00	642	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
