gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737700184	184	31.15	29	149	3	124	1.0e-12	66.5	COG1846	DNA-binding transcriptional regulator, MarR family	126
2737700186	234	33.49	13	222	4	221	3.0e-40	158	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	237
2737700187	596	35.77	351	594	5	250	2.0e-53	204	COG0411	ABC-type branched-chain amino acid transport system, ATPase component	250
2737700188	284	35.64	1	281	2	290	5.0e-32	131	COG0559	Branched-chain amino acid ABC-type transport system, permease component	297
2737700189	388	31.73	27	370	5	356	5.0e-42	165	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2737700190	471	37.11	1	466	2	473	8.0e-86	311	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	475
2737700194	368	49.59	1	363	107	467	2.0e-117	415	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2737700196	212	59.24	3	212	6	212	1.0e-73	269	COG2057	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	225
2737700197	235	58.64	1	220	1	219	1.0e-82	299	COG1788	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	220
2737700198	191	24.34	28	177	25	176	1.0e-15	76.8	COG2128	Alkylhydroperoxidase family enzyme, contains CxxC motif	177
2737700199	208	20.19	1	206	1	201	4.0e-09	55	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737700200	139	24.6	17	139	10	132	3.0e-19	87.6	COG0824	Acyl-CoA thioesterase FadM	137
2737700201	260	38.93	5	258	1	250	4.0e-43	168	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737700202	561	32.1	16	474	2	396	3.0e-69	256	COG0644	Dehydrogenase (flavoprotein)	396
2737700203	120	52.54	3	118	10	127	5.0e-32	129	COG0509	Glycine cleavage system H protein (lipoate-binding)	131
2737700206	396	41.76	23	396	87	453	1.0e-94	340	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2737700207	213	52.4	2	209	1	208	8.0e-78	283	COG0177	Endonuclease III	211
2737700209	255	38.58	6	254	2	255	1.0e-59	223	COG1120	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	258
2737700210	339	41.54	12	331	17	329	6.0e-47	181	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2737700211	287	28.42	14	287	32	318	1.0e-30	126	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2737700212	270	25.47	9	264	52	314	1.0e-27	116	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2737700213	631	27.6	31	629	25	607	7.0e-79	288	COG4206	Outer membrane cobalamin receptor protein	608
2737700215	98	29.79	1	93	1	94	2.0e-10	57.6	COG3027	Cell division protein ZapA, inhibits GTPase activity of FtsZ	105
2737700217	337	28.04	4	322	2	301	8.0e-57	214	COG1893	Ketopantoate reductase	307
2737700219	111	38.32	2	104	15	121	2.0e-18	84.6	COG3070	Transcriptional regulator of competence genes, TfoX/Sxy family	121
2737700220	255	27.62	16	223	6	212	3.0e-27	115	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2737700222	357	47.77	10	346	6	338	5.0e-94	338	COG0709	Selenophosphate synthase	346
2737700223	718	31.98	12	697	6	632	0.0e+00	486	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	640
2737700224	523	19.63	5	208	4	195	1.0e-12	68.1	COG1014	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	203
2737700225	346	20.54	9	337	1	331	2.0e-30	126	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2737700226	171	24.84	6	158	6	156	5.0e-09	54.2	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2737700227	438	37.07	64	437	7	378	4.0e-72	265	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2737700230	637	46.92	26	636	22	615	0.0e+00	550	COG3211	Secreted phosphatase, PhoX family	616
2737700235	454	17.04	26	446	5	432	8.0e-05	42.1	COG2211	Na+/melibiose symporter or related transporter	467
2737700236	349	36.02	1	342	1	324	3.0e-55	209	COG3380	Predicted NAD/FAD-dependent oxidoreductase	331
2737700237	316	24	8	304	1	289	2.0e-24	107	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737700238	233	35.8	1	231	1	242	7.0e-43	167	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily	276
