gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737700194	368	1	359	0.0e+00	555.4	TIGR01780	succinate-semialdehyde dehydrogenase
2737700196	212	3	212	1.9e-96	307.4	TIGR02428	3-oxoacid CoA-transferase, B subunit
2737700197	235	1	219	9.9e-79	249.8	TIGR02429	3-oxoacid CoA-transferase, A subunit
2737700198	191	2	179	3.5e-69	219.2	TIGR01926	uncharacterized peroxidase-related enzyme
2737700198	191	60	109	6.0e-12	32.1	TIGR00778	alkylhydroperoxidase AhpD family core domain
2737700203	120	1	119	1.9e-42	130.5	TIGR00527	glycine cleavage system H protein
2737700205	77	5	71	5.6e-13	35	TIGR02574	putative addiction module component, TIGR02574 family
2737700207	213	4	195	1.5e-81	258.7	TIGR01083	endonuclease III
2737700213	631	6	630	1.9e-97	313.1	TIGR01779	TonB-dependent vitamin B12 receptor
2737700214	196	131	191	4.1e-11	29.3	TIGR02449	TIGR02449 family protein
2737700217	337	126	323	2.2e-34	105.1	TIGR00745	2-dehydropantoate 2-reductase
2737700222	357	11	336	0.0e+00	428.7	TIGR00476	selenium donor protein
2737700227	438	26	434	2.9e-104	335	TIGR00786	TRAP transporter, DctM subunit
2737700232	204	8	204	1.4e-85	273	TIGR03838	glutamyl-queuosine tRNA(Asp) synthetase
2737700237	316	7	104	3.4e-09	22.9	TIGR00637	ModE molybdate transport repressor domain
2737700244	580	3	359	1.9e-126	408	TIGR02397	DNA polymerase III, subunit gamma and tau
2737700245	110	1	105	1.3e-35	107.9	TIGR00103	DNA-binding protein, YbaB/EbfC family
2737700246	198	1	196	6.3e-67	210.9	TIGR00615	recombination protein RecR
2737700251	451	73	320	2.6e-51	160.4	TIGR01730	RND family efflux transporter, MFP subunit
2737700252	1034	3	1025	0.0e+00	798.9	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2737700253	211	14	207	4.1e-67	211.9	TIGR02665	molybdenum cofactor guanylyltransferase, proteobacterial
2737700254	385	29	385	7.8e-109	349.6	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2737700257	86	3	45	3.1e-14	38.7	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
2737700261	731	4	693	0.0e+00	883.3	TIGR01104	vacuolar-type H(+)-translocating pyrophosphatase
2737700264	554	267	540	5.9e-64	201.7	TIGR00552	NAD+ synthetase
2737700266	194	5	181	2.2e-60	190.5	TIGR00730	TIGR00730 family protein
2737700266	194	9	156	1.2e-15	44.4	TIGR00725	TIGR00725 family protein
2737700270	188	5	181	2.1e-23	68.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2737700271	593	24	590	0.0e+00	834	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2737700272	163	1	158	3.2e-66	208.3	TIGR00119	acetolactate synthase, small subunit
2737700273	338	14	328	0.0e+00	439	TIGR00465	ketol-acid reductoisomerase
2737700274	215	7	215	1.9e-68	216	TIGR00164	phosphatidylserine decarboxylase precursor-related protein
2737700275	267	29	192	1.4e-39	121.8	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2737700276	512	4	499	0.0e+00	697.3	TIGR00973	2-isopropylmalate synthase, bacterial type
2737700280	249	40	235	2.3e-54	169.9	TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase
