gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737823971	341	56.76	1	339	2	341	1.0e-117	416	COG2379	Glycerate-2-kinase	422
2737823972	151	20	4	135	12	148	1.0e-05	42.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2737823973	416	35.75	36	416	1	344	4.0e-71	262	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
2737823975	183	52.49	1	180	5	185	1.0e-46	179	COG4341	Predicted HD phosphohydrolase	186
2737823976	280	31.17	61	137	31	106	3.0e-04	39.3	COG2076	Multidrug transporter EmrE and related cation transporters	106
2737823977	618	29.11	6	388	1	384	7.0e-58	219	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2737823979	323	37.74	1	318	1	315	1.0e-62	233	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737823980	396	31.93	1	375	1	366	2.0e-36	146	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2737823981	138	26.13	17	118	27	137	2.0e-04	38.7	COG4103	Uncharacterized conserved protein, tellurite resistance protein B (TerB) family	148
2737823982	269	40.89	7	269	4	268	3.0e-66	245	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2737823983	422	38.16	47	422	12	381	3.0e-81	295	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2737823984	518	39.76	7	508	3	448	9.0e-110	391	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
2737823985	392	39.89	23	392	1	316	4.0e-54	205	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2737823987	385	25.47	30	384	43	408	5.0e-22	99.1	COG2271	Sugar phosphate permease	448
2737823989	257	36.19	3	255	2	251	4.0e-37	148	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737823990	325	36.71	7	321	5	316	1.0e-58	220	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737823991	424	22.83	18	277	20	292	2.0e-20	93.7	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	367
2737823992	359	37.3	38	355	1	316	6.0e-62	231	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737823996	537	37.04	72	525	25	436	2.0e-101	363	COG0513	Superfamily II DNA and RNA helicase	513
2737823997	201	58.47	13	195	1	183	7.0e-77	280	COG1949	Oligoribonuclease (3'-5' exoribonuclease)	184
2737823999	294	38.44	3	294	13	296	8.0e-78	283	COG1162	Putative ribosome biogenesis GTPase RsgA	301
2737824000	326	28.01	3	326	10	319	5.0e-33	135	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2737824002	125	68.1	1	116	3	115	1.0e-38	151	COG0335	Ribosomal protein L19	115
2737824003	262	44.4	1	250	1	238	2.0e-83	302	COG0336	tRNA G37 N-methylase TrmD	240
2737824004	187	37.29	11	187	4	172	3.0e-39	154	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2737824005	83	55.7	1	79	1	78	2.0e-22	97.2	COG0228	Ribosomal protein S16	87
2737824006	178	41.07	4	170	3	169	8.0e-42	163	COG1247	L-amino acid N-acyltransferase YncA	169
2737824008	157	42.5	5	157	1	160	1.0e-37	148	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	160
2737824009	418	29.3	1	361	58	397	5.0e-50	192	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2737824011	363	44.32	42	310	3	262	4.0e-60	225	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2737824014	581	37.54	26	577	3	529	3.0e-122	432	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2737824015	346	27.69	19	331	12	333	9.0e-38	151	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	336
2737824018	327	36.34	12	326	4	321	6.0e-77	281	COG0142	Geranylgeranyl pyrophosphate synthase	322
2737824019	103	53.4	1	103	1	103	1.0e-31	127	COG0261	Ribosomal protein L21	103
2737824020	85	72.94	1	85	1	84	1.0e-28	117	COG0211	Ribosomal protein L27	87
