gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757601861	117	75.22	1	113	1	113	6.9e-60	205	KO:K03772	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	EC:5.2.1.8	Yes
2757601862	224	68.78	37	224	1	189	2.4e-80	274	KO:K03687	molecular chaperone GrpE		Yes
2757601863	643	87.15	1	642	1	646	0.0e+00	1260	KO:K04043	molecular chaperone DnaK		Yes
2757601864	379	80.47	3	379	2	380	0.0e+00	753	KO:K03686	molecular chaperone DnaJ		Yes
2757601869	609	71.2	63	609	1	550	0.0e+00	833	KO:K11927	ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	EC:3.6.4.13	Yes
2757601871	127	49.61	1	127	1	122	1.3e-34	134	KO:K02387	flagellar basal-body rod protein FlgB		Yes
2757601872	142	51.08	1	139	1	139	1.8e-44	164	KO:K02388	flagellar basal-body rod protein FlgC		Yes
2757601873	232	32.55	20	231	16	225	1.1e-30	130	KO:K02389	flagellar basal-body rod modification protein FlgD		Yes
2757601879	813	51.23	15	811	24	818	0.0e+00	838	KO:K02238	competence protein ComEC		Yes
2757601884	330	47.6	1	323	21	352	7.1e-93	319	KO:K06926	uncharacterized protein		Yes
2757601887	859	71.65	1	857	1	855	0.0e+00	1400	KO:K03802	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	EC:6.3.2.29	Yes
2757601887	859	71.65	1	857	1	855	0.0e+00	1400	KO:K03802	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	EC:6.3.2.30	Yes
2757601890	412	53.03	1	411	1	405	0.0e+00	466	KO:K07133	uncharacterized protein		Yes
2757601891	398	87.82	5	398	6	399	0.0e+00	815	KO:K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	EC:1.3.8.6	Yes
2757601892	367	80.49	4	367	6	368	0.0e+00	691	KO:K00566	tRNA-specific 2-thiouridylase [EC:2.8.1.-]	EC:2.8.1.-	Yes
2757601893	864	35.49	1	861	1	869	0.0e+00	581	KO:K03407	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	EC:2.7.13.3	Yes
2757601896	251	65.29	7	247	3	238	1.8e-112	368	KO:K06183	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	EC:5.4.99.19	Yes
2757601897	355	73.11	1	355	1	357	0.0e+00	612	KO:K07402	xanthine dehydrogenase accessory factor		Yes
2757601899	95	50	8	95	2	89	1.1e-28	115	KO:K07076	uncharacterized protein		Yes
2757601901	294	67.35	1	291	6	296	0.0e+00	460	KO:K03717	LysR family transcriptional regulator, transcriptional activator of nhaA		Yes
2757601902	332	83.23	14	329	16	331	0.0e+00	615	KO:K05794	tellurite resistance protein TerC		Yes
2757601903	174	62.58	16	170	22	176	3.5e-67	232	KO:K09928	uncharacterized protein		Yes
2757601907	214	39.3	1	200	1	200	1.8e-47	179	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
2757601909	284	44.53	10	281	12	285	4.2e-82	284	KO:K02002	glycine betaine/proline transport system substrate-binding protein		Yes
2757601917	407	76.01	12	407	7	402	0.0e+00	712	KO:K07749	formyl-CoA transferase [EC:2.8.3.16]	EC:2.8.3.16	Yes
2757601918	324	71.88	5	324	8	326	0.0e+00	521	KO:K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	EC:4.1.3.4	Yes
2757601921	517	49.77	31	468	12	445	0.0e+00	504	KO:K07045	uncharacterized protein		Yes
2757601924	348	69.6	4	348	16	367	0.0e+00	564	KO:K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG		Yes
2757601926	600	72.91	1	591	1	598	0.0e+00	1020	KO:K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	EC:1.8.1.2	Yes
2757601927	266	68.58	6	266	4	263	1.0e-121	396	KO:K07090	uncharacterized protein		Yes
2757601928	398	39.85	8	388	1	376	2.0e-68	252	KO:K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	EC:1.5.-	Yes
2757601928	398	39.85	8	388	1	376	2.0e-68	252	KO:K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	EC:2.1.1.61	Yes
2757601930	182	62.8	7	169	4	167	1.3e-70	243	KO:K03611	disulfide bond formation protein DsbB		Yes
2757601931	451	84.15	1	448	1	448	0.0e+00	871	KO:K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	EC:2.3.1.1	Yes
2757601932	147	33.83	4	135	5	131	4.6e-11	66.8	KO:K07064	uncharacterized protein		Yes
2757601934	952	68.74	18	952	28	957	0.0e+00	1460	KO:K03578	ATP-dependent helicase HrpA [EC:3.6.4.13]	EC:3.6.4.13	Yes
