gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757601863	643	3	605	0.0e+00	941.6	TIGR02350	chaperone protein DnaK
2757601864	379	6	356	0.0e+00	444.6	TIGR02349	chaperone protein DnaJ
2757601867	156	6	121	1.7e-20	59.6	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
2757601871	127	4	125	1.3e-32	98.9	TIGR01396	flagellar basal-body rod protein FlgB
2757601872	142	5	141	1.0e-51	160.9	TIGR01395	flagellar basal-body rod protein FlgC
2757601874	1439	1	325	1.6e-47	148.8	TIGR03506	flagellar hook-basal body protein
2757601879	813	132	788	9.1e-109	351.3	TIGR00361	DNA internalization-related competence protein ComEC/Rec2
2757601879	813	272	470	7.8e-25	75.2	TIGR00360	ComEC/Rec2-related protein
2757601887	859	2	857	0.0e+00	1178.2	TIGR02068	cyanophycin synthetase
2757601892	367	5	366	0.0e+00	426	TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2757601896	251	75	241	1.4e-41	128	TIGR00093	pseudouridine synthase
2757601898	137	7	134	5.9e-26	77.1	TIGR01987	nucleotidyltransferase substrate binding protein, HI0074 family
2757601902	332	18	328	5.0e-125	402.9	TIGR03718	integral membrane protein, TerC family
2757601913	102	4	84	1.1e-36	110.8	TIGR02607	addiction module antidote protein, HigA family
2757601928	398	6	394	6.5e-62	195.8	TIGR03197	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain
2757601931	451	9	448	0.0e+00	589.3	TIGR01890	amino-acid N-acetyltransferase
2757601932	147	1	146	1.3e-26	79.7	TIGR00028	toxin-antitoxin system PIN domain toxin
2757601934	952	117	949	0.0e+00	1161.2	TIGR01967	RNA helicase HrpA
2757601941	182	3	182	2.5e-53	167	TIGR03302	outer membrane assembly lipoprotein YfiO
2757601942	337	35	330	2.0e-77	246.4	TIGR00005	pseudouridine synthase, RluA family
2757601943	227	5	185	1.5e-37	115.1	TIGR00281	segregation and condensation protein B
2757601944	346	107	268	5.2e-53	165.2	TIGR00093	pseudouridine synthase
2757601946	369	1	359	3.4e-125	403.6	TIGR00048	23S rRNA (adenine(2503)-C(2))-methyltransferase
2757601947	417	12	406	5.1e-117	377	TIGR00612	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2757601948	431	6	415	0.0e+00	479.2	TIGR00442	histidyl-tRNA synthetase
2757601950	379	8	377	4.7e-84	268.2	TIGR03300	outer membrane assembly lipoprotein YfgL
2757601951	446	2	160	1.2e-24	74.5	TIGR00231	small GTP-binding protein domain
2757601951	446	3	436	0.0e+00	554.6	TIGR03594	ribosome-associated GTPase EngA
2757601952	81	6	65	4.8e-32	95.9	TIGR02383	RNA chaperone Hfq
2757601953	377	1	360	0.0e+00	459	TIGR03156	GTP-binding protein HflX
2757601954	468	143	418	1.1e-92	296.1	TIGR01933	HflK protein
2757601955	298	149	288	3.6e-46	143.4	TIGR01932	HflC protein
2757601957	384	11	318	4.1e-81	258.5	TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
2757601958	457	10	456	0.0e+00	519.4	TIGR00184	adenylosuccinate synthase
2757601963	277	1	273	0.0e+00	434.1	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
2757601964	449	1	448	0.0e+00	622.5	TIGR01081	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
2757601974	1124	259	1079	0.0e+00	605.4	TIGR01450	exodeoxyribonuclease V, gamma subunit
2757601975	1204	4	1199	0.0e+00	868.4	TIGR00609	exodeoxyribonuclease V, beta subunit
2757601976	580	14	580	0.0e+00	463.3	TIGR01447	exodeoxyribonuclease V, alpha subunit
2757601978	111	2	111	4.9e-40	122.8	TIGR01244	TIGR01244 family protein
2757601980	234	21	233	7.6e-73	230.9	TIGR00608	DNA repair protein radc
2757601982	314	8	288	3.0e-107	344	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2757601983	438	1	430	0.0e+00	541.5	TIGR00414	seryl-tRNA synthetase
2757601992	478	334	477	3.3e-60	189.8	TIGR02199	rfaE bifunctional protein, domain II
2757601992	478	346	413	1.9e-18	54.2	TIGR00125	cytidyltransferase-like domain
2757601992	478	9	318	3.8e-125	404.7	TIGR02198	rfaE bifunctional protein, domain I
2757601993	193	31	184	1.6e-63	199.5	TIGR00441	phosphoheptose isomerase
2757601998	994	22	650	0.0e+00	853.2	TIGR00630	excinuclease ABC, A subunit
2757602000	282	3	264	1.6e-73	233.1	TIGR02127	orotidine 5'-phosphate decarboxylase, subfamily 2
2757602001	302	104	293	5.1e-46	142.6	TIGR00758	uracil-DNA glycosylase, family 4
2757602002	167	31	163	1.0e-31	96	TIGR01575	ribosomal-protein-alanine acetyltransferase
2757602003	234	3	216	8.2e-56	175.3	TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ
2757602005	472	57	449	1.3e-55	174.7	TIGR00666	D-alanyl-D-alanine carboxypeptidase, serine-type, PBP4 family
2757602007	330	7	209	3.8e-50	155.9	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2757602008	398	11	385	2.4e-107	345.3	TIGR01161	phosphoribosylaminoimidazole carboxylase, PurK protein
2757602009	164	6	160	1.6e-64	202.2	TIGR01162	phosphoribosylaminoimidazole carboxylase, PurE protein
2757602010	318	4	106	1.5e-33	101.2	TIGR01068	thioredoxin
2757602012	299	4	299	4.1e-79	251.9	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
2757602013	354	1	329	5.0e-102	328.1	TIGR00167	ketose-bisphosphate aldolase
2757602013	354	3	349	0.0e+00	576.9	TIGR01521	fructose-bisphosphate aldolase, class II, Calvin cycle subtype
2757602014	477	4	476	0.0e+00	512.7	TIGR01064	pyruvate kinase
2757602022	319	1	314	2.2e-82	262.6	TIGR00460	methionyl-tRNA formyltransferase
2757602023	169	3	162	3.0e-59	185.3	TIGR00079	peptide deformylase
2757602024	387	88	310	6.2e-79	250.3	TIGR00732	DNA protecting protein DprA
2757602026	319	38	283	2.5e-76	243.7	TIGR00966	protein-export membrane protein SecF
2757602026	319	69	280	4.1e-52	164.1	TIGR00916	protein-export membrane protein, SecD/SecF family
2757602027	631	128	596	0.0e+00	471.2	TIGR01129	protein-export membrane protein SecD
2757602027	631	355	589	6.1e-75	238.8	TIGR00916	protein-export membrane protein, SecD/SecF family
2757602028	110	22	105	3.4e-30	90.2	TIGR00739	preprotein translocase, YajC subunit
2757602033	983	2	693	0.0e+00	542.2	TIGR01056	DNA topoisomerase III, bacteria and conjugative plasmid
2757602035	270	26	264	6.2e-45	139.6	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
2757602043	353	12	333	0.0e+00	568.6	TIGR02012	protein RecA
2757602045	308	1	307	1.6e-117	378.2	TIGR01851	N-acetyl-gamma-glutamyl-phosphate reductase, uncommon form
2757602046	386	1	386	0.0e+00	518.7	TIGR01016	succinyl-CoA synthetase, beta subunit
2757602047	297	3	297	3.3e-128	413	TIGR01019	succinyl-CoA synthetase, alpha subunit
2757602048	170	6	29	2.9e-14	38.7	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2757602049	144	1	138	5.1e-60	187.7	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2757602052	473	12	473	5.0e-118	380.5	TIGR00928	adenylosuccinate lyase
2757602062	341	5	340	0.0e+00	514.4	TIGR02030	magnesium chelatase ATPase subunit I
2757602063	1287	34	834	0.0e+00	901.7	TIGR02025	magnesium chelatase, H subunit
2757602066	632	5	614	0.0e+00	865.6	TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
2757602068	347	31	285	4.5e-47	146.6	TIGR00786	TRAP transporter, DctM subunit
2757602070	422	1	417	9.6e-130	420.5	TIGR00657	aspartate kinase
2757602070	422	1	418	3.6e-127	411.6	TIGR00656	aspartate kinase, monofunctional class
2757602071	340	41	225	6.8e-46	142.6	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
2757602072	325	2	322	0.0e+00	496.1	TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
2757602074	461	3	461	0.0e+00	546.8	TIGR00435	cysteinyl-tRNA synthetase
2757602078	265	23	246	8.1e-57	178.2	TIGR01854	UDP-2,3-diacylglucosamine diphosphatase
2757602080	292	7	292	0.0e+00	496.3	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2757602081	182	4	181	1.9e-76	241.8	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2757602083	298	32	272	5.8e-75	237.8	TIGR00761	acetylglutamate kinase
2757602088	124	8	123	3.2e-15	43.5	TIGR00526	FolB domain
2757602088	124	9	119	1.7e-15	44.7	TIGR00525	dihydroneopterin aldolase
2757602092	419	84	414	7.9e-74	234.4	TIGR01730	RND family efflux transporter, MFP subunit
2757602093	1031	3	1030	0.0e+00	590.7	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2757602101	264	6	264	6.7e-98	313.2	TIGR02280	phenylacetate degradation probable enoyl-CoA hydratase paaB
2757602102	146	24	138	1.3e-24	73.7	TIGR00369	uncharacterized domain 1
2757602102	146	26	139	2.7e-46	143.6	TIGR02286	phenylacetic acid degradation protein PaaD
2757602103	432	11	430	0.0e+00	698	TIGR02155	phenylacetate-CoA ligase
2757602106	372	119	372	4.7e-64	202.6	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2757602107	363	1	363	0.0e+00	508.6	TIGR00092	GTP-binding protein YchF
2757602109	343	3	324	7.8e-121	389.1	TIGR00737	putative TIM-barrel protein, nifR3 family
2757602111	524	1	524	0.0e+00	691.8	TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2757602121	308	15	308	1.7e-76	243.7	TIGR00066	gamma-glutamyltranspeptidase
2757602123	388	6	386	0.0e+00	574.4	TIGR01745	aspartate-semialdehyde dehydrogenase, gamma-proteobacterial
2757602124	557	225	295	9.1e-19	53.3	TIGR03505	FimV N-terminal domain
2757602125	269	1	243	9.4e-63	197.9	TIGR00071	tRNA pseudouridine(38-40) synthase
2757602127	125	1	125	7.2e-51	158	TIGR00855	ribosomal protein L7/L12
2757602129	230	2	228	5.1e-105	335.9	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2757602130	144	3	142	6.2e-67	210	TIGR01632	50S ribosomal protein uL11, bacterial form
2757602131	194	22	194	7.2e-71	224.6	TIGR00922	transcription termination/antitermination factor NusG
2757602132	127	67	124	1.5e-17	49.6	TIGR00964	preprotein translocase, SecE subunit, bacterial
2757602135	204	8	204	1.4e-85	273	TIGR03838	glutamyl-queuosine tRNA(Asp) synthetase
2757602140	316	7	104	3.4e-09	22.9	TIGR00637	ModE molybdate transport repressor domain
2757602147	580	3	359	1.9e-126	408	TIGR02397	DNA polymerase III, subunit gamma and tau
2757602148	110	1	105	1.3e-35	107.9	TIGR00103	DNA-binding protein, YbaB/EbfC family
2757602149	198	1	196	6.3e-67	210.9	TIGR00615	recombination protein RecR
2757602154	451	73	320	2.6e-51	160.4	TIGR01730	RND family efflux transporter, MFP subunit
2757602155	1034	3	1025	0.0e+00	798.9	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2757602156	211	14	207	4.1e-67	211.9	TIGR02665	molybdenum cofactor guanylyltransferase, proteobacterial
2757602157	385	29	385	7.8e-109	349.6	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2757602160	86	3	45	3.1e-14	38.7	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
2757602164	731	4	693	0.0e+00	883.3	TIGR01104	vacuolar-type H(+)-translocating pyrophosphatase
2757602167	554	267	540	5.9e-64	201.7	TIGR00552	NAD+ synthetase
2757602169	194	5	181	2.2e-60	190.5	TIGR00730	TIGR00730 family protein
2757602169	194	9	156	1.2e-15	44.4	TIGR00725	TIGR00725 family protein
2757602173	188	5	181	2.1e-23	68.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2757602174	593	24	590	0.0e+00	834	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2757602175	163	1	158	3.2e-66	208.3	TIGR00119	acetolactate synthase, small subunit
2757602176	338	14	328	0.0e+00	439	TIGR00465	ketol-acid reductoisomerase
2757602177	215	7	215	1.9e-68	216	TIGR00164	phosphatidylserine decarboxylase precursor-related protein
2757602178	267	29	192	1.4e-39	121.8	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2757602179	512	4	499	0.0e+00	697.3	TIGR00973	2-isopropylmalate synthase, bacterial type
2757602183	249	40	235	2.3e-54	169.9	TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase
2757602189	437	2	434	3.7e-105	337.9	TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase
2757602190	139	1	127	1.1e-37	114.9	TIGR00068	lactoylglutathione lyase
2757602191	636	20	616	0.0e+00	530.5	TIGR00194	excinuclease ABC, C subunit
2757602192	238	14	236	3.9e-67	213	TIGR00338	phosphoserine phosphatase SerB
2757602192	238	27	203	2.4e-36	112.4	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2757602193	1166	151	1091	0.0e+00	1042.1	TIGR00580	transcription-repair coupling factor (mfd)
2757602194	235	1	220	9.8e-67	210.6	TIGR00453	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2757602195	163	7	161	4.0e-69	217.7	TIGR00151	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
2757602197	260	8	260	2.0e-110	354	TIGR01963	3-hydroxybutyrate dehydrogenase
2757602198	735	31	734	0.0e+00	538.9	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2757602200	179	23	129	4.9e-45	138.6	TIGR01848	polyhydroxyalkanoate synthesis repressor PhaR
2757602201	453	6	450	0.0e+00	518.5	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2757602201	453	6	450	3.1e-99	319.6	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2757602205	250	2	225	3.5e-96	306.8	TIGR01011	ribosomal protein S2, bacterial type
2757602206	297	1	292	3.7e-90	288	TIGR00116	translation elongation factor Ts
2757602207	241	8	239	1.3e-102	328.3	TIGR02075	uridylate kinase
2757602208	186	11	186	1.3e-75	238.9	TIGR00496	ribosome recycling factor
2757602210	398	1	395	0.0e+00	475.9	TIGR00243	1-deoxy-D-xylulose 5-phosphate reductoisomerase
2757602211	767	32	767	0.0e+00	801.9	TIGR03303	outer membrane protein assembly complex, YaeT protein
2757602213	329	8	317	4.7e-95	304.2	TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
2757602214	145	1	141	3.3e-62	194.6	TIGR01750	beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ
2757602215	264	4	262	2.4e-98	314.4	TIGR01852	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
2757602216	382	1	381	5.2e-99	317.6	TIGR00215	lipid-A-disaccharide synthase
2757602219	368	1	364	0.0e+00	464.8	TIGR01368	carbamoyl-phosphate synthase, small subunit
2757602220	1084	2	1064	0.0e+00	1533.7	TIGR01369	carbamoyl-phosphate synthase, large subunit
2757602221	158	5	156	1.4e-57	180.1	TIGR01462	transcription elongation factor GreA
2757602223	220	21	216	1.3e-63	200	TIGR00438	cell division protein FtsJ
2757602224	637	107	601	0.0e+00	783.7	TIGR01241	ATP-dependent metalloprotease FtsH
2757602225	294	31	286	5.7e-92	294	TIGR01496	dihydropteroate synthase
2757602226	445	6	443	0.0e+00	555	TIGR01455	phosphoglucosamine mutase
2757602227	685	8	680	0.0e+00	868.7	TIGR03705	polyphosphate kinase 1
2757602228	154	1	129	2.1e-20	59.2	TIGR00249	phosphohistidine phosphatase SixA
2757602234	722	34	556	0.0e+00	883.2	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
2757602234	722	594	722	2.8e-62	195.7	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
2757602242	174	1	129	1.3e-19	56.6	TIGR00738	Rrf2 family protein
2757602245	360	4	359	0.0e+00	491	TIGR01364	phosphoserine aminotransferase
2757602246	726	1	726	0.0e+00	1129.9	TIGR00759	pyruvate dehydrogenase E1 component, homodimeric type
2757602248	199	8	194	4.0e-69	218.2	TIGR01416	ubiquinol-cytochrome c reductase, iron-sulfur subunit
2757602249	347	9	344	4.2e-115	370.5	TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase
2757602250	251	2	251	6.0e-62	195.6	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2757602251	383	15	377	2.3e-100	323	TIGR02038	periplasmic serine pepetdase DegS
