,0,1,2
contig_18610_21,6.89885596965e-13,0.700081366805,1.18256121408
contig_18610_20,2.22044604925e-16,0.536151644832,0.956608202165
contig_18615_17,2.22044604925e-16,2.22044604925e-16,0.627100161231
contig_18615_16,2.22044604925e-16,2.22044604925e-16,0.662530293583
contig_18615_15,2.22044604925e-16,1.73490216995,0.674399438489
contig_18615_14,2.22044604925e-16,0.310453887449,0.785105940782
contig_18615_13,2.22044604925e-16,2.22044604925e-16,0.747482683791
contig_18615_12,2.22044604925e-16,6.04745613467e-16,1.00479664305
contig_18615_11,0.127666742997,2.22044604925e-16,0.899371021606
contig_18615_10,2.22044604925e-16,2.22044604925e-16,0.764217199826
contig_18615_18,2.22044604925e-16,2.22044604925e-16,0.465401899233
contig_18620_13,2.22044604925e-16,1.77932426805,0.471693289401
contig_18620_12,2.22044604925e-16,6.27964456222e-08,0.899232465502
contig_18620_11,2.22044604925e-16,2.22044604925e-16,0.80402883275
contig_18620_10,2.22044604925e-16,0.000278995801086,0.850047839635
contig_18620_17,2.22044604925e-16,2.48035371512e-16,0.732579350061
contig_18620_16,2.22044604925e-16,2.22044604925e-16,0.706106133708
contig_18620_15,2.22044604925e-16,2.22044604925e-16,0.686701633938
contig_18620_14,2.22044604925e-16,2.22044604925e-16,0.662176799891
contig_18620_19,2.22044604925e-16,2.25771321535,0.654512874238
contig_18620_18,2.22044604925e-16,2.22044604925e-16,0.774956549758
contig_18606_20,2.35916501245e-16,0.413523322548,1.07645380807
contig_18606_21,2.22044604925e-16,2.22044604925e-16,0.70630906723
contig_18577_67,2.22044604925e-16,7.01422485342e-10,0.77911963364
contig_18577_66,2.22044604925e-16,2.22044604925e-16,0.809494087146
contig_18577_65,2.22044604925e-16,2.22044604925e-16,0.832809505558
contig_18577_64,2.22044604925e-16,2.22044604925e-16,0.792431489196
contig_18577_63,2.22044604925e-16,2.7619378977e-14,0.757112063144
contig_18577_62,2.22044604925e-16,2.22044604925e-16,0.859541852417
contig_18577_61,2.22044604925e-16,0.0571145329102,0.70917197339
contig_18577_60,2.22044604925e-16,2.22044604925e-16,0.789924132879
contig_18577_69,2.22044604925e-16,2.22044604925e-16,0.889016361451
contig_18577_68,2.22044604925e-16,2.22044604925e-16,0.729825871315
contig_18609_4,2.22044604925e-16,7.34116702334e-12,0.87736621872
contig_18609_5,2.22044604925e-16,1.48258592418e-11,1.00814986445
contig_18580_65,2.22044604925e-16,2.22044604925e-16,0.840011995301
contig_18580_64,2.22044604925e-16,0.00231640924239,1.02208035433
contig_18605_20,0.178789971758,1.1530584062,0.211899870927
contig_18640_5,2.22044604925e-16,2.91230250452e-10,0.782423533523
contig_18640_4,2.22044604925e-16,2.22044604925e-16,0.803824055087
contig_18594_22,2.22044604925e-16,2.22044604925e-16,0.931244555039
contig_18594_23,2.72192518235,3.26849901527e-07,1.38207315644
contig_18640_11,2.22044604925e-16,2.22044604925e-16,0.875309384231
contig_18640_10,2.22044604925e-16,1.06769380082,0.696967859488
contig_18640_13,2.22044604925e-16,2.22044604925e-16,0.799387852211
contig_18640_12,2.22044604925e-16,0.150780113381,0.823609259913
contig_18640_14,2.22044604925e-16,0.120512136627,0.920758102794
contig_18578_66,2.22044604925e-16,2.22044604925e-16,0.492696112707
contig_18578_64,2.22044604925e-16,2.22044604925e-16,0.743687069712
contig_18578_65,2.22044604925e-16,2.22044604925e-16,0.694002985029
contig_18578_62,0.597518126332,2.22044604925e-16,0.85914366985
