gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757585788	211	32	160	1	119	7.3e-19	68.3	pfam09335	SNARE_assoc	120
2757585789	298	8	141	5	136	2.0e-11	44.1	pfam00892	EamA	137
2757585790	161	3	110	1	107	4.0e-42	142	pfam00255	GSHPx	108
2757585791	157	53	138	2	84	2.4e-09	37.1	pfam02754	CCG	85
2757585792	397	1	392	70	462	0.0e+00	441.7	pfam00171	Aldedh	462
2757585793	380	40	168	13	117	5.8e-09	36.2	pfam13353	Fer4_12	139
2757585793	380	44	215	1	165	6.1e-29	101.4	pfam04055	Radical_SAM	167
2757585793	380	220	356	2	127	2.4e-31	108.2	pfam06463	Mob_synth_C	128
2757585794	176	11	176	1	153	3.9e-32	111.7	pfam12804	NTP_transf_3	160
2757585795	54	1	52	78	121	1.6e-09	37.5	pfam00842	Ala_racemase_C	123
2757585796	306	10	147	4	136	8.2e-15	55.1	pfam00892	EamA	137
2757585796	306	158	296	3	134	9.2e-15	54.9	pfam00892	EamA	137
2757585797	253	6	245	3	234	5.8e-43	147.1	pfam01925	TauE	236
2757585798	339	1	96	204	295	1.8e-17	63.5	pfam00732	GMC_oxred_N	296
2757585798	339	187	325	1	144	2.5e-38	131.7	pfam05199	GMC_oxred_C	144
2757585800	306	98	271	3	177	1.6e-42	144.7	pfam02826	2-Hacid_dh_C	178
2757585801	369	14	126	1	107	6.3e-38	129.1	pfam02785	Biotin_carb_C	108
2757585801	369	300	367	3	73	1.3e-19	69.7	pfam00364	Biotin_lipoyl	73
2757585803	366	20	163	2	136	7.4e-33	113.8	pfam00005	ABC_tran	137
2757585803	366	282	358	1	76	3.2e-06	27.1	pfam08402	TOBE_2	76
2757585805	246	16	157	3	143	1.8e-33	115.1	pfam00994	MoCF_biosynth	144
2757585805	246	170	242	1	72	1.2e-20	73.4	pfam03454	MoeA_C	72
2757585806	1030	3	1005	2	1020	0.0e+00	996.3	pfam00873	ACR_tran	1021
2757585807	271	1	94	122	214	3.1e-21	75.4	pfam16576	HlyD_D23	214
2757585809	194	9	141	2	138	9.0e-28	96.9	pfam13580	SIS_2	138
2757585810	208	51	118	2	69	1.6e-13	50.6	pfam04972	BON	69
2757585810	208	127	192	2	63	1.1e-12	48	pfam04972	BON	69
2757585811	301	16	177	1	154	5.5e-47	159.7	pfam03446	NAD_binding_2	158
2757585811	301	180	300	1	121	2.8e-35	121.1	pfam14833	NAD_binding_11	122
2757585812	227	6	227	2	217	6.6e-34	117.3	pfam01168	Ala_racemase_N	219
2757585813	90	1	83	165	217	1.7e-09	37.5	pfam01557	FAA_hydrolase	218
2757585814	32	2	32	1	30	2.0e-07	30.6	pfam01220	DHquinase_II	138
2757585815	343	30	313	1	281	1.6e-90	303.2	pfam03480	DctP	286
2757585816	425	7	416	1	416	2.4e-119	398.7	pfam06808	DctM	416
2757585817	179	24	154	1	131	1.4e-30	105.8	pfam04290	DctQ	132
2757585818	227	31	77	1	47	1.7e-12	46.8	pfam00440	TetR_N	47
2757585819	198	13	173	2	158	1.5e-34	119.4	pfam03446	NAD_binding_2	158
2757585821	230	80	226	1	125	5.7e-33	114	pfam13478	XdhC_C	125
2757585822	403	3	311	2	294	6.0e-125	416.4	pfam06181	Urate_ox_N	297
2757585823	194	1	170	206	343	1.5e-26	93.5	pfam01979	Amidohydro_1	344
2757585825	174	32	157	2	132	3.6e-28	98.3	pfam01029	NusB	134
2757585826	168	16	149	2	139	7.5e-46	155.3	pfam00885	DMRL_synthase	141
2757585827	375	16	207	1	192	3.0e-78	261.6	pfam00926	DHBP_synthase	192
2757585827	375	216	373	5	163	4.3e-36	123.8	pfam00925	GTP_cyclohydro2	163
2757585828	216	3	91	1	86	1.2e-14	53.9	pfam00677	Lum_binding	87
2757585828	216	104	192	1	87	3.3e-24	84.5	pfam00677	Lum_binding	87
2757585829	192	26	86	1	60	1.5e-29	101.7	pfam07879	PHB_acc_N	61
2757585829	192	90	129	1	39	8.5e-14	51.2	pfam05233	PHB_acc	40
2757585829	192	135	174	1	40	5.9e-07	29.3	pfam05233	PHB_acc	40
2757585830	293	14	112	1	83	1.9e-18	66.2	pfam00919	UPF0004	98
2757585830	293	157	293	3	121	9.4e-17	61.8	pfam04055	Radical_SAM	167
