gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757585790	161	73.58	2	160	3	161	4.8e-88	289	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
2757585792	397	84.63	1	397	90	486	0.0e+00	788	KO:K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	EC:1.2.1.3	Yes
2757585793	380	74.87	4	380	8	388	0.0e+00	633	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2757585794	176	77.71	6	176	4	175	3.2e-94	308	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2757585797	253	71.03	1	252	1	252	0.0e+00	420	KO:K07090	uncharacterized protein		Yes
2757585800	306	73.86	1	306	1	306	0.0e+00	532	KO:K12972	glyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81]	EC:1.1.1.79	Yes
2757585800	306	73.86	1	306	1	306	0.0e+00	532	KO:K12972	glyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81]	EC:1.1.1.81	Yes
2757585803	366	51.79	1	362	1	358	3.5e-120	401	KO:K10112	multiple sugar transport system ATP-binding protein		Yes
2757585806	1030	77.17	1	1026	1	1047	0.0e+00	1810	KO:K18138	multidrug efflux pump		Yes
2757585809	194	63.82	1	194	1	199	1.3e-81	274	KO:K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	EC:5.3.1.28	Yes
2757585811	301	81.21	7	301	7	304	0.0e+00	552	KO:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	EC:1.1.1.31	Yes
2757585811	301	81.91	1	301	1	304	0.0e+00	568	KO:K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	EC:1.1.1.60	Yes
2757585812	227	72.2	5	227	4	226	3.1e-109	356	KO:K06997	PLP dependent protein		Yes
2757585821	230	67.97	1	230	37	267	1.2e-109	358	KO:K07402	xanthine dehydrogenase accessory factor		Yes
2757585825	174	75	14	173	22	181	7.3e-86	284	KO:K03625	N utilization substance protein B		Yes
2757585826	168	76.62	1	152	1	154	1.6e-75	254	KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	Yes
2757585827	375	88.53	1	375	1	373	0.0e+00	760	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
2757585827	375	88.53	1	375	1	373	0.0e+00	760	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
2757585828	216	78.8	1	215	17	233	5.3e-117	377	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
2757585833	112	80.19	1	106	1	105	9.9e-56	193	KO:K01429	urease subunit beta [EC:3.5.1.5]	EC:3.5.1.5	Yes
2757585835	100	98	1	100	1	100	1.4e-64	216	KO:K01430	urease subunit gamma [EC:3.5.1.5]	EC:3.5.1.5	Yes
2757585836	426	90.8	2	425	1	421	0.0e+00	879	KO:K11959	urea transport system substrate-binding protein		Yes
2757585837	516	68.39	14	516	14	516	0.0e+00	764	KO:K11960	urea transport system permease protein		Yes
2757585838	364	86.54	1	364	1	364	0.0e+00	708	KO:K00013	histidinol dehydrogenase [EC:1.1.1.23]	EC:1.1.1.23	Yes
2757585839	213	86.38	1	213	5	217	2.8e-129	412	KO:K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	EC:2.4.2.17	Yes
2757585840	421	84.16	1	421	1	423	0.0e+00	801	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2757585842	182	78.57	1	182	70	251	1.4e-104	338	KO:K01992	ABC-2 type transport system permease protein		Yes
2757585844	256	76.38	1	252	1	254	0.0e+00	454	KO:K03787	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2757585845	324	84.26	1	324	1	324	0.0e+00	643	KO:K00344	NADPH2:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	Yes
2757585852	347	94.52	1	347	1	347	0.0e+00	740	KO:K03569	rod shape-determining protein MreB and related proteins		Yes
2757585853	73	82.19	1	73	27	99	6.6e-38	138	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2757585853	73	82.19	1	73	27	99	6.6e-38	138	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2757585855	339	89.64	1	338	82	419	0.0e+00	681	KO:K00928	aspartate kinase [EC:2.7.2.4]	EC:2.7.2.4	Yes
2757585859	446	72.58	65	445	22	403	0.0e+00	631	KO:K00285	D-amino-acid dehydrogenase [EC:1.4.99.-]	EC:1.4.99.-	Yes
2757585862	263	67.92	1	262	1	265	0.0e+00	424	KO:K01142	exodeoxyribonuclease III [EC:3.1.11.2]	EC:3.1.11.2	Yes
2757585863	164	68.35	1	158	1	158	6.3e-79	264	KO:K00287	dihydrofolate reductase [EC:1.5.1.3]	EC:1.5.1.3	Yes
2757585864	299	88.64	27	299	5	277	0.0e+00	595	KO:K00560	thymidylate synthase [EC:2.1.1.45]	EC:2.1.1.45	Yes
2757585871	300	70.23	1	299	9	299	0.0e+00	468	KO:K01778	diaminopimelate epimerase [EC:5.1.1.7]	EC:5.1.1.7	Yes
2757585876	136	41.13	13	134	15	136	2.4e-23	103	KO:K03560	biopolymer transport protein TolR		Yes
2757585876	136	46.32	1	136	1	136	2.1e-39	149	KO:K03559	biopolymer transport protein ExbD		Yes
2757585877	216	49.52	2	207	7	214	8.5e-63	223	KO:K03561	biopolymer transport protein ExbB		Yes
2757585878	252	34.68	28	249	41	253	6.3e-29	126	KO:K03832	periplasmic protein TonB		Yes
2757585882	280	69.18	2	280	106	384	0.0e+00	443	KO:K04046	hypothetical chaperone protein		Yes
2757585885	328	91.77	1	328	1	328	0.0e+00	683	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	Yes
2757585886	261	82.52	16	261	11	256	0.0e+00	470	KO:K03710	GntR family transcriptional regulator		Yes
2757585887	143	77.78	1	143	1	144	3.3e-80	265	KO:K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit		Yes
2757585888	122	78.33	3	122	2	121	1.6e-73	244	KO:K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit		Yes
2757585889	601	91.86	1	601	1	602	0.0e+00	1290	KO:K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.1	Yes
2757585889	601	91.86	1	601	1	602	0.0e+00	1290	KO:K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.4	Yes
