gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757595900	883	81.01	3	883	6	895	0.0e+00	1650	KO:K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	EC:2.1.1.13	Yes
2757595902	159	88.03	18	159	1	142	7.2e-94	306	KO:K03925	MraZ protein		Yes
2757595903	311	72.55	2	304	1	306	0.0e+00	495	KO:K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	EC:2.1.1.199	Yes
2757595904	106	63.11	1	102	1	103	2.2e-36	137	KO:K03586	cell division protein FtsL		Yes
2757595905	578	68.06	3	578	2	577	0.0e+00	941	KO:K03587	cell division protein FtsI (penicillin-binding protein 3)		Yes
2757595906	516	56.73	1	515	1	493	0.0e+00	583	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	Yes
2757595907	478	65.62	20	464	19	458	0.0e+00	644	KO:K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	EC:6.3.2.10	Yes
2757595909	162	89.09	1	162	60	224	2.3e-102	330	KO:K02906	large subunit ribosomal protein L3		Yes
2757595910	206	91.75	1	206	1	206	0.0e+00	429	KO:K02926	large subunit ribosomal protein L4		Yes
2757595911	104	92.31	1	104	1	104	7.5e-63	212	KO:K02892	large subunit ribosomal protein L23		Yes
2757595912	274	94.89	1	274	1	274	0.0e+00	617	KO:K02886	large subunit ribosomal protein L2		Yes
2757595913	92	97.83	1	92	1	92	8.6e-64	213	KO:K02965	small subunit ribosomal protein S19		Yes
2757595914	109	99.07	2	109	3	110	7.7e-72	238	KO:K02890	large subunit ribosomal protein L22		Yes
2757595915	295	87.84	1	295	1	293	0.0e+00	577	KO:K02982	small subunit ribosomal protein S3		Yes
2757595916	183	69.68	2	183	13	200	1.4e-92	304	KO:K03187	urease accessory protein		Yes
2757595917	242	63.14	7	242	1	232	8.5e-98	325	KO:K03188	urease accessory protein		Yes
2757595918	219	83.94	1	217	1	218	0.0e+00	423	KO:K03189	urease accessory protein		Yes
2757595919	451	77.03	13	443	15	445	0.0e+00	777	KO:K07240	chromate transporter		Yes
2757595923	565	68.38	1	563	1	563	0.0e+00	923	KO:K01474	N-methylhydantoinase B [EC:3.5.2.14]	EC:3.5.2.14	Yes
2757595924	684	62.01	1	684	1	679	0.0e+00	979	KO:K01473	N-methylhydantoinase A [EC:3.5.2.14]	EC:3.5.2.14	Yes
2757595925	361	41.59	2	340	55	393	4.4e-87	305	KO:K02529	LacI family transcriptional regulator		Yes
2757595926	314	77.24	1	312	1	312	0.0e+00	578	KO:K03381	catechol 1,2-dioxygenase [EC:1.13.11.1]	EC:1.13.11.1	Yes
2757595929	300	58.08	1	290	1	287	3.5e-111	369	KO:K00356	NADH dehydrogenase [EC:1.6.99.3]	EC:1.6.99.3	Yes
2757595930	185	72.84	23	184	35	196	1.7e-85	284	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
2757595934	272	66.16	3	265	7	268	1.7e-117	384	KO:K01470	creatinine amidohydrolase [EC:3.5.2.10]	EC:3.5.2.10	Yes
2757595935	734	50.28	24	732	8	717	0.0e+00	780	KO:K04084	thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	EC:1.8.1.8	Yes
2757595936	142	61.83	6	136	13	143	2.5e-50	181	KO:K06929	uncharacterized protein		Yes
2757595938	302	55.11	6	279	10	276	3.4e-104	349	KO:K07140	uncharacterized protein		Yes
2757595941	650	73.8	35	650	9	652	0.0e+00	1040	KO:K03703	excinuclease ABC subunit C		Yes
2757595943	184	92.39	1	184	1	184	1.3e-126	401	KO:K02356	elongation factor P		Yes
2757595944	284	66.06	8	284	11	287	1.6e-128	417	KO:K06966	uncharacterized protein		Yes
2757595946	332	70.55	1	326	1	326	0.0e+00	541	KO:K00090	gluconate 2-dehydrogenase [EC:1.1.1.215]	EC:1.1.1.215	Yes
2757595947	394	80.96	1	390	1	394	0.0e+00	758	KO:K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	EC:6.3.4.21	Yes
2757595949	149	76.03	3	148	11	156	1.2e-81	270	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2757595952	327	68.59	48	324	14	290	3.9e-126	414	KO:K07001	NTE family protein		Yes
2757595956	563	77.62	1	563	1	557	0.0e+00	992	KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	Yes
2757595958	307	84.36	1	307	1	307	0.0e+00	599	KO:K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	EC:3.5.1.108	Yes
2757595959	404	81.57	1	404	1	407	0.0e+00	732	KO:K03531	cell division protein FtsZ		Yes
2757595960	409	91.69	1	409	1	409	0.0e+00	834	KO:K03590	cell division protein FtsA		Yes
2757595961	269	55.77	10	269	4	263	3.2e-99	332	KO:K03589	cell division protein FtsQ		Yes
2757595962	329	75.81	17	326	12	321	0.0e+00	525	KO:K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	EC:6.3.2.4	Yes
2757595963	468	78.11	1	466	1	465	0.0e+00	816	KO:K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	EC:6.3.2.8	Yes
2757595964	347	72.05	1	347	12	357	0.0e+00	564	KO:K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	EC:2.4.1.227	Yes
2757595965	422	77.32	12	421	10	419	0.0e+00	760	KO:K03588	cell division protein FtsW		Yes
