gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757595900	883	24	285	ProSiteProfiles	PS50972	IPR000489	Pterin-binding	GO:0042558
2757595900	883	320	418	ProSiteProfiles	PS51337	IPR003759	Cobalamin (vitamin B12)-binding module, cap domain	GO:0008705|GO:0009086|GO:0031419|GO:0046872
2757595900	883	327	414	SMART	SM01018	IPR003759	Cobalamin (vitamin B12)-binding module, cap domain	GO:0008705|GO:0009086|GO:0031419|GO:0046872
2757595900	883	328	413	SUPERFAMILY	SSF47644	IPR003759	Cobalamin (vitamin B12)-binding module, cap domain	GO:0008705|GO:0009086|GO:0031419|GO:0046872
2757595900	883	580	883	ProSiteProfiles	PS50974	IPR004223	Vitamin B12-dependent methionine synthase, activation domain	GO:0005622|GO:0008705|GO:0009086
2757595900	883	585	882	SUPERFAMILY	SSF56507	IPR004223	Vitamin B12-dependent methionine synthase, activation domain	GO:0005622|GO:0008705|GO:0009086
2757595900	883	425	561	SUPERFAMILY	SSF52242	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757595900	883	427	566	ProSiteProfiles	PS51332	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757595900	883	24	298	SUPERFAMILY	SSF51717	IPR011005	Dihydropteroate synthase-like	GO:0044237
2757595901	2049	1907	2039	SUPERFAMILY	SSF51120	IPR011049	Serralysin-like metalloprotease, C-terminal	
2757595901	2049	1500	1549	SMART	SM00191	IPR013519	Integrin alpha beta-propellor	
2757595901	2049	1686	1744	SMART	SM00191	IPR013519	Integrin alpha beta-propellor	
2757595901	2049	1822	1879	SMART	SM00191	IPR013519	Integrin alpha beta-propellor	
2757595901	2049	1891	1949	SMART	SM00191	IPR013519	Integrin alpha beta-propellor	
2757595901	2049	1979	1997	ProSitePatterns	PS00330	IPR018511	Hemolysin-type calcium-binding conserved site	
2757595901	2049	1392	1452	SUPERFAMILY	SSF69318			
2757595901	2049	1502	1643	SUPERFAMILY	SSF69318			
2757595901	2049	1614	1958	SUPERFAMILY	SSF69318			
2757595902	159	17	146	SUPERFAMILY	SSF89447			
2757595903	311	110	210	SUPERFAMILY	SSF81799	IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain	GO:0008168
2757595903	311	8	109	SUPERFAMILY	SSF53335			
2757595903	311	210	302	SUPERFAMILY	SSF53335			
2757595905	578	62	228	SUPERFAMILY	SSF56519	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
2757595905	578	181	563	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2757595906	516	356	512	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
2757595906	516	103	353	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
2757595906	516	14	101	SUPERFAMILY	SSF63418			
2757595907	478	339	462	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
2757595907	478	114	327	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
2757595907	478	15	111	SUPERFAMILY	SSF63418			
2757595908	129	71	83	ProSitePatterns	PS01347	IPR018480	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site	
2757595909	162	4	158	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2757595909	162	50	73	ProSitePatterns	PS00474	IPR019926	Ribosomal protein L3, conserved site	
2757595910	206	1	205	SUPERFAMILY	SSF52166	IPR023574	Ribosomal protein L4 domain	GO:0003735|GO:0005840|GO:0006412
2757595911	104	8	96	SUPERFAMILY	SSF54189	IPR012678	Ribosomal protein L23/L15e core domain	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2757595912	274	127	272	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2757595912	274	3	124	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2757595912	274	218	229	ProSitePatterns	PS00467	IPR022671	Ribosomal protein L2, conserved site	GO:0003735|GO:0005840|GO:0006412
2757595913	92	53	77	ProSitePatterns	PS00323	IPR020934	Ribosomal protein S19 conserved site	GO:0003723
2757595913	92	3	84	SUPERFAMILY	SSF54570	IPR023575	Ribosomal protein S19, superfamily	GO:0003735|GO:0005840|GO:0006412
2757595914	109	1	108	SUPERFAMILY	SSF54843	IPR001063	Ribosomal protein L22/L17	GO:0003735|GO:0005840|GO:0006412
2757595914	109	83	107	ProSitePatterns	PS00464	IPR018260	Ribosomal protein L22/L17, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2757595915	295	108	206	SUPERFAMILY	SSF54821	IPR001351	Ribosomal protein S3, C-terminal	GO:0003735|GO:0005840|GO:0006412
2757595915	295	39	107	ProSiteProfiles	PS50823	IPR004044	K Homology domain, type 2	GO:0003723
2757595915	295	60	125	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
2757595915	295	61	98	ProSiteProfiles	PS50084	IPR004088	K Homology domain, type 1	GO:0003723
2757595915	295	2	106	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
2757595915	295	163	197	ProSitePatterns	PS00548	IPR018280	Ribosomal protein S3, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2757595916	183	4	60	SMART	SM00988	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757595916	183	9	65	SUPERFAMILY	SSF69287	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757595916	183	78	137	SUPERFAMILY	SSF69737	IPR007864	UreE urease accessory, C-terminal	GO:0006461|GO:0016151|GO:0019627
2757595918	219	15	211	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757595920	299	60	270	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2757595920	299	57	282	SUPERFAMILY	SSF56281			
2757595921	339	132	299	SUPERFAMILY	SSF53850			
2757595922	379	6	376	SUPERFAMILY	SSF89796	IPR023606	CoA-transferase family III domain	
2757595924	684	1	76	SUPERFAMILY	SSF53067			
2757595924	684	262	313	SUPERFAMILY	SSF53067			
2757595925	361	11	81	SMART	SM00354	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2757595925	361	12	66	ProSiteProfiles	PS50932	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2757595925	361	14	32	ProSitePatterns	PS00356	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2757595925	361	11	69	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2757595925	361	72	344	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2757595926	314	3	294	SUPERFAMILY	SSF49482	IPR015889	Intradiol ring-cleavage dioxygenase, core	GO:0005506|GO:0016702|GO:0055114
2757595928	329	12	89	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2757595928	329	194	295	SUPERFAMILY	SSF52242	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757595928	329	14	77	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2757595929	300	2	259	SUPERFAMILY	SSF51735			
2757595930	185	19	185	ProSiteProfiles	PS51355	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2757595930	185	31	181	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757595931	327	116	291	SUPERFAMILY	SSF53850			
2757595932	314	1	308	SUPERFAMILY	SSF51905			
2757595933	222	3	165	SMART	SM00855	IPR013078	Histidine phosphatase superfamily, clade-1	
2757595933	222	1	219	SUPERFAMILY	SSF53254			
2757595934	272	6	258	SUPERFAMILY	SSF102215	IPR024087	Creatininase-like domain	
2757595935	734	605	734	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2757595935	734	631	729	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757595935	734	1	26	ProSiteProfiles	PS51257			
2757595936	142	7	101	SMART	SM00881	IPR003781	CoA-binding	GO:0048037
2757595936	142	3	130	SUPERFAMILY	SSF51735			
2757595937	35	25	34	ProSitePatterns	PS00906	IPR000257	Uroporphyrinogen decarboxylase (URO-D)	GO:0004853|GO:0006779
2757595937	35	5	35	SUPERFAMILY	SSF51726			
2757595938	302	128	300	ProSiteProfiles	PS51340	IPR005302	Molybdenum cofactor sulfurase, C-terminal	GO:0003824|GO:0030151|GO:0030170
2757595938	302	4	54	SUPERFAMILY	SSF50800	IPR011037	Pyruvate kinase-like, insert domain	
2757595938	302	166	252	SUPERFAMILY	SSF50800	IPR011037	Pyruvate kinase-like, insert domain	
2757595938	302	8	129	SUPERFAMILY	SSF141673			
2757595939	376	276	289	ProSitePatterns	PS01304	IPR018168	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site	GO:0016709|GO:0055114
2757595939	376	5	147	SUPERFAMILY	SSF51905			
2757595939	376	244	368	SUPERFAMILY	SSF51905			
2757595940	221	9	214	SUPERFAMILY	SSF89733	IPR003767	Malate/L-lactate dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2757595941	650	44	122	ProSiteProfiles	PS50164	IPR000305	GIY-YIG nuclease superfamily	
2757595941	650	45	126	SMART	SM00465	IPR000305	GIY-YIG nuclease superfamily	
2757595941	650	45	128	SUPERFAMILY	SSF82771	IPR000305	GIY-YIG nuclease superfamily	
2757595941	650	295	523	ProSiteProfiles	PS50165	IPR001162	UvrC family homology region	
2757595941	650	231	283	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2757595941	650	244	279	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2757595941	650	555	650	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
