gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737829471	340	5	340	3.8e-122	393.4	TIGR01036	dihydroorotate dehydrogenase, subfamily 2
2737829473	235	31	233	4.5e-57	178.7	TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase
2737829476	226	5	180	2.9e-31	94.6	TIGR00281	segregation and condensation protein B
2737829477	109	1	104	1.8e-34	104.7	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2737829478	342	1	330	6.5e-117	376.3	TIGR01464	uroporphyrinogen decarboxylase
2737829479	685	159	683	0.0e+00	507.4	TIGR00595	primosomal protein N'
2737829496	186	2	185	7.3e-67	210.7	TIGR00038	translation elongation factor P
2737829498	395	6	388	0.0e+00	459.1	TIGR00707	transaminase, acetylornithine/succinylornithine family
2737829499	307	6	302	7.2e-109	349.6	TIGR00658	ornithine carbamoyltransferase
2737829501	213	40	210	4.0e-21	61.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2737829522	168	32	156	3.6e-16	45.5	TIGR00369	uncharacterized domain 1
2737829523	392	6	390	1.6e-127	411.6	TIGR01930	acetyl-CoA acetyltransferases
2737829529	215	8	193	2.7e-67	212.3	TIGR00070	ATP phosphoribosyltransferase
2737829530	416	1	414	0.0e+00	596.6	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2737829533	89	3	86	1.4e-11	30.5	TIGR00377	anti-anti-sigma factor
2737829536	162	6	151	5.7e-60	187.5	TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD
2737829537	263	6	263	3.2e-79	252.2	TIGR00056	ABC transport permease subunit
2737829540	827	146	766	0.0e+00	704.7	TIGR02506	ribonucleoside-diphosphate reductase, alpha subunit
2737829544	317	12	305	1.0e-68	217.9	TIGR00406	ribosomal protein L11 methyltransferase
2737829545	450	1	448	0.0e+00	752.2	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2737829546	171	1	171	2.1e-53	167.1	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2737829547	154	11	152	1.5e-65	205.2	TIGR01088	3-dehydroquinate dehydratase, type II
2737829550	457	2	455	0.0e+00	562.9	TIGR01081	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
2737829554	79	1	77	1.8e-39	119.7	TIGR00517	acyl carrier protein
2737829555	411	4	409	0.0e+00	624	TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II
2737829557	502	56	498	0.0e+00	502.3	TIGR02037	periplasmic serine protease, Do/DeqQ family
2737829558	597	2	178	2.6e-23	69.7	TIGR00231	small GTP-binding protein domain
2737829558	597	2	595	0.0e+00	988.9	TIGR01393	elongation factor 4
2737829559	262	41	253	3.5e-54	169.1	TIGR02227	signal peptidase I, bacterial type
2737829569	455	3	449	0.0e+00	613.1	TIGR00416	DNA repair protein RadA
