gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737829471	340	45	48	340	3	290	1.0e-80	293	COG0167	Dihydroorotate dehydrogenase	310
2737829472	244	43.39	5	242	3	244	3.0e-72	265	COG2935	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	253
2737829473	235	51.85	11	226	2	213	4.0e-70	257	COG2360	Leu/Phe-tRNA-protein transferase	221
2737829474	188	29.5	29	161	1	139	9.0e-23	100	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2737829476	226	42.62	1	182	4	184	4.0e-41	161	COG1386	Chromosome segregation and condensation protein ScpB	184
2737829477	109	47.17	1	106	30	135	3.0e-25	106	COG0355	FoF1-type ATP synthase, epsilon subunit	135
2737829478	342	50	1	335	27	352	1.0e-103	369	COG0407	Uroporphyrinogen-III decarboxylase	352
2737829479	685	36.32	2	685	1	730	0.0e+00	572	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	730
2737829480	650	38.5	4	650	1	609	9.0e-130	457	COG0210	Superfamily I DNA or RNA helicase	655
2737829482	177	33.53	5	172	5	160	6.0e-22	97	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2737829483	247	25.13	16	213	10	199	1.0e-07	50.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737829484	729	35.07	7	711	2	672	0.0e+00	465	COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	674
2737829485	620	30.76	41	619	2	544	1.0e-89	324	COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	563
2737829486	659	20.79	1	654	79	694	2.0e-15	77.7	COG4771	Outer membrane receptor for ferrienterochelin and colicins	699
2737829488	264	28.73	1	261	1	250	7.0e-37	147	COG0121	Predicted glutamine amidotransferase	252
2737829492	309	42.38	9	308	1	289	8.0e-65	240	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2737829493	541	53.43	1	531	2	537	0.0e+00	638	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	539
2737829494	513	28.99	70	375	36	334	2.0e-34	141	COG0642	Signal transduction histidine kinase	336
2737829495	339	28.15	4	327	45	368	3.0e-28	119	COG4394	Uncharacterized protein	370
2737829496	186	43.31	1	126	3	129	2.0e-32	132	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2737829498	395	45.15	7	395	17	404	0.0e+00	460	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	404
2737829499	307	50	4	301	5	309	8.0e-106	376	COG0078	Ornithine carbamoyltransferase	310
2737829500	337	38.04	1	319	1	316	3.0e-75	275	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2737829501	213	28.42	24	213	2	177	1.0e-18	86.7	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2737829504	150	28.35	16	142	1	124	3.0e-10	57.6	COG1846	DNA-binding transcriptional regulator, MarR family	126
2737829506	362	33.73	34	361	1	297	3.0e-60	225	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
2737829507	401	28.65	19	375	1	360	1.0e-43	171	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2737829508	629	40.13	1	304	3	292	1.0e-41	165	COG0559	Branched-chain amino acid ABC-type transport system, permease component	297
2737829509	269	42.4	18	262	2	250	3.0e-70	258	COG0411	ABC-type branched-chain amino acid transport system, ATPase component	250
2737829511	442	34.49	155	441	23	289	1.0e-44	174	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2737829512	329	34.74	6	329	2	316	7.0e-49	187	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2737829513	749	23.54	241	677	147	540	1.0e-33	138	COG0747	ABC-type transport system, periplasmic component	556
2737829514	600	50.61	15	589	6	531	0.0e+00	624	COG4172	ABC-type microcin C transport system, duplicated ATPase component YejF	534
2737829515	305	46.61	83	303	67	286	1.0e-55	210	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2737829516	554	24.8	15	252	4	234	5.0e-17	82.8	COG2120	N-acetylglucosaminyl deacetylase, LmbE family	237
2737829517	265	32.05	7	265	19	263	2.0e-29	122	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
2737829518	433	47.52	10	251	3	240	3.0e-75	275	COG1134	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	249
2737829520	282	33.62	1	231	1	228	4.0e-38	151	COG0300	Short-chain dehydrogenase	265
2737829521	332	55.15	5	331	9	338	1.0e-117	416	COG2130	NADPH-dependent curcumin reductase CurA	340
2737829522	168	29.85	30	161	17	141	8.0e-17	80.1	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2737829523	392	37.72	1	386	1	385	4.0e-78	285	COG0183	Acetyl-CoA acetyltransferase	392
2737829524	537	37.92	7	500	26	513	2.0e-105	376	COG0513	Superfamily II DNA and RNA helicase	513
2737829525	358	24.84	43	355	23	293	2.0e-15	77	COG3386	Sugar lactone lactonase YvrE	307
2737829526	262	41.8	17	257	1	238	9.0e-70	257	COG1054	Predicted sulfurtransferase	308
2737829529	215	50.48	8	213	3	210	2.0e-59	222	COG0040	ATP phosphoribosyltransferase	290
2737829530	416	61.81	1	416	1	419	0.0e+00	600	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
2737829531	82	44.3	2	79	1	79	2.0e-21	94.2	COG5007	Acid stress-induced BolA-like protein IbaG/YrbA, predicted regulator of iron metabolism	80
2737829532	304	40.55	13	293	3	293	3.0e-67	249	COG1131	ABC-type multidrug transport system, ATPase component	293
2737829534	253	34.85	51	245	5	202	3.0e-42	165	COG2854	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic MlaC component	202
2737829535	293	41.26	91	293	33	234	9.0e-52	197	COG2853	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, lipoprotein component MlaA	250
2737829537	263	47.64	9	262	12	264	3.0e-53	201	COG0767	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE	267
2737829538	267	53.7	1	256	4	260	2.0e-92	332	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2737829540	827	35.86	38	777	1	649	0.0e+00	590	COG0209	Ribonucleotide reductase alpha subunit	696
2737829541	381	38.69	45	379	10	339	4.0e-98	351	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	348
2737829543	345	27.27	29	336	2	311	4.0e-36	145	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2737829544	317	39.48	12	313	4	300	1.0e-65	243	COG2264	Ribosomal protein L11 methylase PrmA	300
2737829545	450	63.47	1	447	1	448	0.0e+00	610	COG0439	Biotin carboxylase	449
2737829546	171	39.16	6	171	1	139	4.0e-26	110	COG0511	Biotin carboxyl carrier protein	140
2737829547	154	59.72	11	154	2	144	9.0e-56	209	COG0757	3-dehydroquinate dehydratase	146
2737829548	187	33.33	55	170	17	127	9.0e-14	69.9	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2737829550	457	36.4	2	456	9	459	4.0e-105	375	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2737829553	212	44.33	14	209	51	250	9.0e-40	156	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737829554	79	60.26	1	78	3	80	2.0e-13	67.3	COG0236	Acyl carrier protein	80
2737829555	411	55.21	3	411	2	411	0.0e+00	469	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2737829557	502	43.5	24	395	1	344	1.0e-68	254	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	347
2737829558	597	67.84	1	596	6	602	0.0e+00	1030	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	603
2737829559	262	28.38	48	148	19	166	3.0e-11	62.7	COG0681	Signal peptidase I	166
2737829562	710	27.59	17	708	42	764	1.0e-86	314	COG0243	Anaerobic selenocysteine-containing dehydrogenase	765
2737829564	988	28.06	1	983	58	1008	0.0e+00	683	COG0841	Multidrug efflux pump subunit AcrB	1009
2737829565	246	24.88	10	215	3	214	3.0e-15	75.6	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2737829568	361	35.51	38	358	1	316	1.0e-61	230	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737829569	455	56.48	4	452	2	453	0.0e+00	592	COG1066	Predicted ATP-dependent serine protease	456
2737829571	289	41.05	1	283	7	288	7.0e-46	177	COG1562	Phytoene/squalene synthetase	288
2737829572	303	28.41	17	276	19	266	4.0e-18	85.8	COG1562	Phytoene/squalene synthetase	288
2737829574	435	38.83	2	435	3	441	6.0e-87	314	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2737829575	230	70.71	33	230	3	200	1.0e-84	305	COG0740	ATP-dependent protease ClpP, protease subunit	200
