gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737829471	340	61.05	5	340	6	349	0.0e+00	447	KO:K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	EC:1.3.5.2	Yes
2737829472	244	69.29	1	241	1	240	2.1e-124	401	KO:K00685	arginine-tRNA-protein transferase [EC:2.3.2.8]	EC:2.3.2.8	Yes
2737829473	235	55.95	3	228	2	227	1.8e-84	287	KO:K00684	leucyl/phenylalanyl-tRNA--protein transferase [EC:2.3.2.6]	EC:2.3.2.6	Yes
2737829476	226	54.34	1	219	1	215	7.7e-76	261	KO:K06024	segregation and condensation protein B		Yes
2737829477	109	76.15	1	109	31	139	1.5e-57	198	KO:K02114	F-type H+-transporting ATPase subunit epsilon		Yes
2737829478	342	69.05	1	336	29	358	0.0e+00	505	KO:K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	EC:4.1.1.37	Yes
2737829479	685	46.19	5	685	16	693	0.0e+00	627	KO:K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
2737829480	650	49.75	6	604	5	584	0.0e+00	641	KO:K03656	ATP-dependent DNA helicase Rep [EC:3.6.4.12]	EC:3.6.4.12	Yes
2737829484	729	41.36	6	711	1	700	0.0e+00	560	KO:K01473	N-methylhydantoinase A [EC:3.5.2.14]	EC:3.5.2.14	Yes
2737829485	620	37.86	35	618	36	622	0.0e+00	480	KO:K01474	N-methylhydantoinase B [EC:3.5.2.14]	EC:3.5.2.14	Yes
2737829486	659	35.56	5	628	134	752	2.9e-102	366	KO:K02014	iron complex outermembrane recepter protein		Yes
2737829488	264	48.62	1	247	1	253	7.8e-83	285	KO:K07008	gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]	EC:3.5.1.118	Yes
2737829492	309	63.88	10	308	14	312	0.0e+00	441	KO:K02034	peptide/nickel transport system permease protein		Yes
2737829493	541	64.85	4	534	10	540	0.0e+00	753	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2737829496	186	75.14	1	185	1	184	6.3e-101	329	KO:K02356	elongation factor P		Yes
2737829498	395	66.24	5	392	3	390	0.0e+00	614	KO:K00818	acetylornithine aminotransferase [EC:2.6.1.11]	EC:2.6.1.11	Yes
2737829501	213	34.32	43	207	11	179	1.7e-22	104	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2737829503	739	41.54	4	736	5	703	0.0e+00	607	KO:K03418	N,N-dimethylformamidase [EC:3.5.1.56]	EC:3.5.1.56	Yes
2737829506	362	53.12	34	361	8	328	5.5e-115	385	KO:K02346	DNA polymerase IV [EC:2.7.7.7]	EC:2.7.7.7	Yes
2737829507	401	72.9	31	399	27	395	0.0e+00	634	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2737829508	629	52.43	3	620	5	617	0.0e+00	721	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2737829509	269	49.38	20	262	3	245	3.7e-72	254	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2737829511	442	53.12	2	439	5	469	0.0e+00	508	KO:K02034	peptide/nickel transport system permease protein		Yes
2737829512	329	68.01	8	329	4	325	0.0e+00	517	KO:K02033	peptide/nickel transport system permease protein		Yes
2737829514	600	60.55	10	592	4	562	0.0e+00	748	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2737829515	305	61.35	25	303	99	379	4.7e-118	389	KO:K02034	peptide/nickel transport system permease protein		Yes
2737829517	265	38.61	10	265	17	265	1.9e-55	205	KO:K09690	lipopolysaccharide transport system permease protein		Yes
2737829518	433	43.86	44	426	29	395	5.3e-103	356	KO:K09691	lipopolysaccharide transport system ATP-binding protein		Yes
2737829521	332	64.94	5	332	7	334	0.0e+00	517	KO:K07119	uncharacterized protein		Yes
2737829523	392	77.04	1	392	1	391	0.0e+00	699	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2737829525	358	50.14	7	355	6	303	4.8e-105	357	KO:K01053	gluconolactonase [EC:3.1.1.17]	EC:3.1.1.17	Yes
2737829526	262	63.29	21	257	3	239	1.5e-106	352	KO:K07146	UPF0176 protein		Yes
2737829529	215	76.19	4	213	13	222	3.5e-109	355	KO:K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	EC:2.4.2.17	Yes
2737829530	416	66.11	1	416	1	416	0.0e+00	637	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2737829532	304	60.4	14	292	3	300	1.3e-122	402	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2737829534	253	50.5	52	251	6	203	4.2e-67	239	KO:K07323	phospholipid transport system substrate-binding protein		Yes
2737829536	162	68.24	11	158	7	154	5.8e-65	224	KO:K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein		Yes
2737829537	263	68.9	9	262	5	258	4.2e-118	385	KO:K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein		Yes
2737829538	267	62.7	3	254	6	257	9.1e-108	356	KO:K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein		Yes
2737829540	827	79.34	2	824	155	971	0.0e+00	1490	KO:K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	EC:1.17.4.1	Yes
2737829541	381	80.21	1	381	1	389	0.0e+00	724	KO:K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	EC:1.17.4.1	Yes
2737829543	345	48.88	30	342	4	312	1.4e-108	365	KO:K00856	adenosine kinase [EC:2.7.1.20]	EC:2.7.1.20	Yes
2737829544	317	51.96	14	312	3	303	1.7e-88	306	KO:K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
2737829545	450	83.71	1	448	1	448	0.0e+00	890	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.3.4.14	Yes
2737829545	450	83.71	1	448	1	448	0.0e+00	890	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.4.1.2	Yes
2737829546	171	58.48	1	171	1	156	4.2e-55	197	KO:K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein		Yes
2737829547	154	65.81	2	154	7	161	3.5e-68	233	KO:K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	EC:4.2.1.10	Yes
2737829550	457	60.09	1	454	1	446	0.0e+00	589	KO:K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]	EC:6.3.2.-	Yes
2737829551	691	40.94	17	666	2	623	0.0e+00	521	KO:K01147	exoribonuclease II [EC:3.1.13.1]	EC:3.1.13.1	Yes
2737829553	212	71.43	24	211	61	249	1.0e-90	302	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2737829554	79	87.34	1	79	1	79	1.3e-43	155	KO:K02078	acyl carrier protein		Yes
2737829555	411	72.99	1	411	1	410	0.0e+00	702	KO:K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	EC:2.3.1.179	Yes
2737829557	502	58.59	22	500	9	488	0.0e+00	648	KO:K04771	serine protease Do [EC:3.4.21.107]	EC:3.4.21.107	Yes
2737829558	597	81.74	1	597	1	597	0.0e+00	1120	KO:K03596	GTP-binding protein LepA		Yes
2737829559	262	58.4	1	262	1	262	1.8e-118	386	KO:K03100	signal peptidase I [EC:3.4.21.89]	EC:3.4.21.89	Yes
2737829564	988	53.56	2	985	63	1013	0.0e+00	1130	KO:K18303	multidrug efflux pump		Yes
2737829569	455	68.72	4	452	2	454	0.0e+00	695	KO:K04485	DNA repair protein RadA/Sms		Yes
2737829571	289	51.61	1	279	1	275	7.9e-89	304	KO:K02291	phytoene synthase [EC:2.5.1.32]	EC:2.5.1.32	Yes
2737829574	435	52.4	3	431	4	433	0.0e+00	491	KO:K03545	trigger factor		Yes
2737829575	230	81.86	21	224	13	216	7.0e-120	387	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2737829580	305	52.03	1	296	1	296	1.8e-103	347	KO:K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator		Yes
2737829581	234	55.17	1	232	4	235	6.7e-84	285	KO:K05773	tungstate transport system permease protein		Yes
2737829582	213	34.5	17	209	3	202	9.6e-28	120	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2737829582	213	42.62	41	209	50	232	9.5e-36	144	KO:K06857	tungstate transport system ATP-binding protein [EC:3.6.3.55]	EC:3.6.3.55	Yes
2737829583	370	42.78	1	370	1	346	1.7e-90	315	KO:K01775	alanine racemase [EC:5.1.1.1]	EC:5.1.1.1	Yes
2737829588	191	65.81	34	188	17	171	4.3e-67	233	KO:K06142	outer membrane protein		Yes
2737829589	356	45.24	13	347	2	336	6.1e-85	298	KO:K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	EC:2.3.1.191	Yes
2737829590	160	70.34	15	159	1	145	2.4e-71	242	KO:K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	EC:4.2.1.59	Yes
2737829594	441	80.56	1	431	1	431	0.0e+00	813	KO:K01637	isocitrate lyase [EC:4.1.3.1]	EC:4.1.3.1	Yes
2737829596	146	63.57	1	140	1	140	1.2e-61	213	KO:K03711	Fur family transcriptional regulator, ferric uptake regulator		Yes
2737829600	402	50.83	4	358	26	387	4.9e-119	400	KO:K02283	pilus assembly protein CpaF		Yes
2737829603	443	65.6	1	435	9	427	0.0e+00	619	KO:K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	EC:6.3.4.13	Yes
2737829604	302	68.87	1	302	1	302	0.0e+00	512	KO:K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]	EC:1.3.3.3	Yes
2737829605	258	37.24	14	206	32	218	2.0e-26	118	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	Yes
2737829606	126	73.6	1	125	1	125	1.9e-63	216	KO:K09710	ribosome-associated protein		Yes
2737829607	157	48.41	1	157	1	156	2.6e-50	182	KO:K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	EC:2.1.1.177	Yes
2737829608	214	58.95	22	211	6	194	6.3e-64	226	KO:K06287	septum formation protein		Yes
2737829611	480	33.33	18	469	8	459	1.5e-68	256	KO:K07649	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	EC:2.7.13.3	Yes
2737829616	440	64.46	1	403	1	407	0.0e+00	568	KO:K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	EC:1.2.1.70	Yes
2737829617	508	70.97	1	503	1	502	0.0e+00	827	KO:K01754	threonine dehydratase [EC:4.3.1.19]	EC:4.3.1.19	Yes
2737829619	510	45.93	32	510	1	466	3.3e-118	406	KO:K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	EC:6.3.2.9	Yes
2737829620	389	75.58	1	389	1	389	0.0e+00	691	KO:K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	EC:2.7.8.13	Yes
2737829621	469	50.32	1	465	6	465	0.0e+00	474	KO:K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	EC:6.3.2.10	Yes
2737829622	421	41.95	6	412	136	508	3.8e-81	291	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	Yes
2737829624	219	53.76	50	218	17	186	7.4e-49	183	KO:K03687	molecular chaperone GrpE		Yes
2737829625	379	56.35	14	374	2	363	0.0e+00	468	KO:K01772	ferrochelatase [EC:4.99.1.1]	EC:4.99.1.1	Yes
2737829626	339	66.67	1	335	2	340	0.0e+00	512	KO:K03705	heat-inducible transcriptional repressor		Yes
2737829627	297	50.34	4	297	6	299	1.5e-101	341	KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	Yes
2737829628	486	43.33	1	486	1	485	1.4e-128	435	KO:K03631	DNA repair protein RecN (Recombination protein N)		Yes
2737829630	296	58.46	25	296	3	274	4.0e-117	386	KO:K01501	nitrilase [EC:3.5.5.1]	EC:3.5.5.1	Yes
2737829634	321	72.96	4	321	5	322	0.0e+00	541	KO:K00459	nitronate monooxygenase [EC:1.13.12.16]	EC:1.13.12.16	Yes
2737829636	348	41.25	8	341	5	298	1.1e-58	220	KO:K00356	NADH dehydrogenase [EC:1.6.99.3]	EC:1.6.99.3	Yes
2737829637	645	38.33	4	645	37	649	0.0e+00	463	KO:K08309	soluble lytic murein transglycosylase [EC:3.2.1.-]	EC:3.2.1.-	Yes
2737829638	276	56.51	1	269	1	258	9.5e-89	303	KO:K09007	GTP cyclohydrolase I [EC:3.5.4.16]	EC:3.5.4.16	Yes
2737829639	638	71.34	6	621	4	618	0.0e+00	1010	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	Yes
2737829640	313	55.76	36	313	33	294	9.4e-84	292	KO:K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	EC:2.5.1.1	Yes
2737829640	313	55.76	36	313	33	294	9.4e-84	292	KO:K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	EC:2.5.1.10	Yes
2737829641	88	46.25	3	82	4	83	2.9e-20	89.8	KO:K03602	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	EC:3.1.11.6	Yes
2737829642	371	75.21	10	366	10	368	0.0e+00	663	KO:K00499	choline monooxygenase [EC:1.14.15.7]	EC:1.14.15.7	Yes
2737829643	255	43.65	6	255	5	242	1.0e-63	229	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.1	Yes
2737829643	255	43.65	6	255	5	242	1.0e-63	229	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.2	Yes
2737829645	376	52.03	6	373	3	362	1.7e-120	402	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
2737829649	494	64.84	1	492	1	492	0.0e+00	751	KO:K07793	putative tricarboxylic transport membrane protein		Yes
2737829650	514	57.78	1	514	4	516	0.0e+00	665	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2737829653	393	38.89	1	393	1	374	9.3e-76	273	KO:K00257			Yes
2737829654	418	62.92	1	418	1	418	0.0e+00	600	KO:K03699	putative hemolysin		Yes
2737829656	319	49.04	1	314	1	294	3.3e-89	308	KO:K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	EC:1.1.1.169	Yes
2737829662	504	36.61	10	494	4	484	6.4e-93	331	KO:K02404	flagellar biosynthesis protein FlhF		Yes
2737829664	236	42.61	15	233	11	240	8.0e-53	196	KO:K02405	RNA polymerase sigma factor for flagellar operon FliA		Yes
2737829667	263	34.2	66	258	32	224	1.2e-28	125	KO:K02386	flagella basal body P-ring formation protein FlgA		Yes
2737829669	521	51.75	8	521	2	509	0.0e+00	563	KO:K09845	1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]	EC:1.3.99.27	Yes
2737829670	286	33.47	35	281	17	245	5.2e-37	152	KO:K09847	spheroidene monooxygenase [EC:1.14.15.9]	EC:1.14.15.9	Yes
2737829671	205	64.88	1	205	1	205	1.3e-91	304	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	Yes
2737829671	205	64.88	1	205	1	205	1.3e-91	304	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	Yes
2737829671	205	64.88	1	205	1	205	1.3e-91	304	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	Yes
2737829673	260	42.41	4	259	3	255	6.3e-57	209	KO:K00540			Yes
2737829680	178	39.02	1	160	54	214	8.3e-28	118	KO:K03584	DNA repair protein RecO (recombination protein O)		Yes
2737829681	252	79.12	1	249	1	249	0.0e+00	461	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
2737829682	135	55.81	4	132	3	131	3.1e-46	168	KO:K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	EC:2.7.8.7	Yes
2737829683	322	64.95	11	319	13	323	0.0e+00	451	KO:K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	EC:3.2.1.52	Yes
2737829686	1368	83.35	1	1367	1	1367	0.0e+00	2590	KO:K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	EC:2.7.7.6	Yes
2737829687	124	81.45	1	124	3	126	2.3e-63	216	KO:K02935	large subunit ribosomal protein L7/L12		Yes
2737829688	175	67.63	1	173	1	173	2.4e-79	266	KO:K02864	large subunit ribosomal protein L10		Yes
2737829691	229	39.9	1	198	1	191	2.1e-41	162	KO:K03561	biopolymer transport protein ExbB		Yes
2737829692	173	30.19	13	171	3	134	4.5e-09	61.5	KO:K03559	biopolymer transport protein ExbD		Yes
2737829693	436	33.75	91	401	18	315	6.3e-34	145	KO:K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	EC:2.7.1.130	Yes
2737829694	73	69.81	1	53	1	53	1.3e-20	89.4	KO:K09791	uncharacterized protein		Yes
2737829695	226	51.32	1	219	36	263	6.4e-75	259	KO:K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	EC:2.7.7.38	Yes
2737829696	650	52.01	16	650	2	642	0.0e+00	679	KO:K03555	DNA mismatch repair protein MutS		Yes
2737829698	348	38.12	1	347	18	368	9.9e-60	223	KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	EC:1.3.8.7	Yes
2737829699	388	43.4	15	385	12	381	3.2e-101	348	KO:K00217	maleylacetate reductase [EC:1.3.1.32]	EC:1.3.1.32	Yes
