gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737829471	340	48	340	5	287	1.5e-83	280.3	pfam01180	DHO_dh	295
2737829472	244	20	90	1	81	1.0e-18	67.3	pfam04376	ATE_N	81
2737829472	244	110	234	1	133	2.7e-35	121.8	pfam04377	ATE_C	134
2737829473	235	34	208	3	169	3.3e-65	218.6	pfam03588	Leu_Phe_trans	169
2737829474	188	2	35	1	34	5.9e-16	58	pfam14803	Nudix_N_2	34
2737829474	188	37	158	14	128	2.6e-13	50	pfam00293	NUDIX	131
2737829476	226	8	167	2	160	1.2e-48	164.6	pfam04079	SMC_ScpB	160
2737829477	109	1	55	27	80	7.4e-18	64.1	pfam02823	ATP-synt_DE_N	80
2737829477	109	59	102	2	43	8.5e-08	32.2	pfam00401	ATP-synt_DE	47
2737829478	342	1	331	23	346	9.6e-115	383.3	pfam01208	URO-D	346
2737829479	685	134	302	3	170	2.4e-13	50.3	pfam04851	ResIII	171
2737829479	685	409	532	34	110	6.0e-05	23.2	pfam00271	Helicase_C	111
2737829480	650	6	286	1	314	5.8e-62	209.9	pfam00580	UvrD-helicase	315
2737829480	650	291	650	1	339	1.1e-53	182.8	pfam13361	UvrD_C	349
2737829481	125	1	117	6	121	1.9e-24	86.1	pfam14833	NAD_binding_11	122
2737829482	177	13	175	3	154	1.2e-29	103.2	pfam01613	Flavin_Reduct	155
2737829483	247	23	68	1	47	2.1e-12	46.5	pfam00440	TetR_N	47
2737829484	729	9	199	2	176	9.7e-46	155.6	pfam05378	Hydant_A_N	178
2737829484	729	219	509	1	290	1.4e-84	283.7	pfam01968	Hydantoinase_A	291
2737829485	620	42	596	1	516	9.0e-102	341	pfam02538	Hydantoinase_B	516
2737829486	659	2	63	46	107	3.7e-07	30.5	pfam07715	Plug	108
2737829486	659	285	656	115	383	7.4e-09	34.9	pfam14905	OMP_b-brl_3	408
2737829487	127	4	61	1	50	2.9e-09	37.1	pfam00571	CBS	57
2737829487	127	72	127	1	56	3.5e-13	49.7	pfam00571	CBS	57
2737829488	264	18	263	17	231	2.3e-16	59.4	pfam13230	GATase_4	272
2737829490	165	8	165	2	149	7.3e-51	173.3	pfam02515	CoA_transf_3	368
2737829491	63	1	63	122	185	5.3e-12	45.7	pfam00528	BPD_transp_1	185
2737829492	309	18	69	4	44	2.1e-06	27.5	pfam12911	OppC_N	51
2737829492	309	121	307	1	184	1.1e-25	90.3	pfam00528	BPD_transp_1	185
2737829493	541	24	183	3	136	5.4e-28	98.1	pfam00005	ABC_tran	137
2737829493	541	234	283	1	40	3.9e-07	30.3	pfam08352	oligo_HPY	65
2737829493	541	301	452	2	136	3.7e-33	114.8	pfam00005	ABC_tran	137
2737829493	541	503	539	1	27	3.3e-03	17.8	pfam08352	oligo_HPY	65
2737829494	513	150	215	1	63	1.1e-10	41.3	pfam00512	HisKA	64
2737829494	513	260	372	2	109	2.1e-19	70	pfam02518	HATPase_c	111
2737829494	513	394	507	1	111	5.1e-14	52.3	pfam00072	Response_reg	112
2737829495	339	1	325	56	369	3.6e-46	157.8	pfam10093	DUF2331	372
2737829496	186	3	60	2	58	1.4e-19	69.7	pfam08207	EFP_N	58
2737829496	186	68	120	1	54	3.4e-16	58.9	pfam01132	EFP	54
2737829496	186	128	184	2	56	8.9e-23	79.7	pfam09285	Elong-fact-P_C	56
2737829497	124	6	119	4	87	9.3e-19	67.6	pfam12112	DUF3579	90
2737829498	395	7	387	8	402	1.9e-111	372.5	pfam00202	Aminotran_3	406
2737829499	307	6	146	1	145	7.6e-47	158.8	pfam02729	OTCace_N	146
2737829499	307	152	300	1	156	3.8e-47	160.2	pfam00185	OTCace	157
2737829500	337	15	312	1	290	1.8e-62	211	pfam00248	Aldo_ket_red	292
2737829501	213	43	109	3	68	5.8e-14	51.5	pfam04542	Sigma70_r2	71
2737829501	213	154	207	8	54	9.1e-10	37.9	pfam08281	Sigma70_r4_2	54
2737829504	150	35	93	4	59	2.2e-14	53	pfam01047	MarR	59
2737829505	203	1	184	841	1020	3.8e-49	167.1	pfam00873	ACR_tran	1021
2737829506	362	39	216	1	150	1.6e-41	141.7	pfam00817	IMS	150
2737829506	362	230	259	4	32	3.5e-08	33.2	pfam11798	IMS_HHH	32
2737829506	362	299	362	6	61	2.7e-05	24.7	pfam11799	IMS_C	118
2737829507	401	28	373	14	339	3.6e-73	247.1	pfam13458	Peripla_BP_6	342
