gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737843464	160	3	137	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2737843465	290	67	260	ProSiteProfiles	PS50980	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	GO:0016874
2737843465	290	27	285	SUPERFAMILY	SSF52096			
2737843466	208	1	87	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2737843466	208	78	204	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2737843466	208	90	208	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2737843466	208	3	84	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2737843468	510	197	504	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2737843468	510	12	158	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2737843468	510	165	507	SUPERFAMILY	SSF55681			
2737843469	394	341	360	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2737843469	394	232	388	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2737843469	394	9	246	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2737843470	221	30	90	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2737843470	221	22	104	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737843470	221	103	212	SUPERFAMILY	SSF48498	IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	
2737843471	302	10	206	SMART	SM00822	IPR020842	Polyketide synthase/Fatty acid synthase, KR	
2737843471	302	5	249	SUPERFAMILY	SSF51735			
2737843472	608	188	199	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2737843472	608	5	291	SUPERFAMILY	SSF56801			
2737843472	608	341	606	SUPERFAMILY	SSF56801			
2737843473	276	12	252	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737843473	276	37	242	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
