gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737843464	160	1	159	102	248	2.9e-41	140.9	pfam00290	Trp_syntA	259
2737843465	290	84	285	40	177	1.1e-14	53.8	pfam01039	Carboxyl_trans	494
2737843466	208	10	82	3	69	1.5e-11	44.3	pfam13409	GST_N_2	70
2737843466	208	108	197	25	93	1.2e-10	41.3	pfam00043	GST_C	93
2737843467	82	11	81	1	71	1.7e-35	120.6	pfam11730	DUF3297	71
2737843468	510	72	149	2	76	5.2e-16	58.3	pfam01336	tRNA_anti-codon	76
2737843468	510	165	507	1	313	2.4e-83	279.7	pfam00152	tRNA-synt_2	314
2737843469	394	12	123	2	113	3.6e-36	124.1	pfam02771	Acyl-CoA_dh_N	113
2737843469	394	127	222	1	97	1.1e-26	92.7	pfam02770	Acyl-CoA_dh_M	97
2737843469	394	234	383	1	150	2.3e-43	147.8	pfam00441	Acyl-CoA_dh_1	150
2737843470	221	36	82	1	47	3.1e-13	49.1	pfam00440	TetR_N	47
2737843471	302	10	214	2	187	5.4e-40	136.8	pfam00106	adh_short	195
2737843472	608	13	478	1	422	5.5e-94	315	pfam00501	AMP-binding	423
2737843473	276	28	180	1	136	6.7e-25	88.1	pfam00005	ABC_tran	137
2737843474	401	32	387	4	318	6.7e-57	193.6	pfam13458	Peripla_BP_6	342
2737843476	196	11	162	5	151	3.1e-42	143.6	pfam06052	3-HAO	151
2737843477	325	15	321	3	286	1.6e-26	92.5	pfam00701	DHDPS	289
2737843478	514	1	344	57	397	2.1e-91	306.9	pfam02738	Ald_Xan_dh_C2	544
2737843478	514	335	443	433	544	4.3e-27	94.7	pfam02738	Ald_Xan_dh_C2	544
2737843479	87	26	87	1	62	2.0e-09	37.5	pfam13458	Peripla_BP_6	342
2737843480	376	2	331	18	352	6.9e-41	140.2	pfam07690	MFS_1	353
2737843482	272	3	140	2	139	5.3e-19	68.6	pfam00669	Flagellin_N	139
2737843482	272	181	266	1	86	9.6e-10	38.6	pfam00700	Flagellin_C	86
2737843484	356	52	351	1	288	9.3e-36	124	pfam04909	Amidohydro_2	291
2737843485	365	1	320	1	312	2.5e-60	204.4	pfam00296	Bac_luciferase	314
2737843486	183	5	178	1	181	2.4e-30	105.4	pfam01292	Ni_hydr_CYTB	182
2737843487	187	28	185	2	146	4.5e-18	66.1	pfam04264	YceI	146
2737843489	154	22	149	1	88	6.4e-06	26.8	pfam12697	Abhydrolase_6	212
2737843490	338	50	338	47	335	4.3e-29	101.7	pfam00199	Catalase	382
2737843491	124	21	114	2	106	7.4e-12	45.6	pfam00581	Rhodanese	107
2737843492	188	35	141	1	83	4.1e-08	33	pfam00300	His_Phos_1	194
2737843493	133	2	119	2	111	8.8e-25	86.8	pfam10861	DUF2784	112
2737843496	221	1	180	32	206	5.5e-22	78.1	pfam01061	ABC2_membrane	210
2737843497	517	31	501	2	444	3.2e-31	109	pfam01593	Amino_oxidase	451
2737843498	247	1	242	125	346	1.6e-86	290.4	pfam01070	FMN_dh	348
2737843499	65	2	61	1	56	2.4e-14	52.9	pfam01361	Tautomerase	60
2737843501	420	8	229	2	228	8.4e-82	274	pfam13660	DUF4147	229
2737843501	420	308	413	1	109	5.1e-33	113.4	pfam05161	MOFRL	109
2737843502	157	23	142	4	117	8.0e-13	48.5	pfam00583	Acetyltransf_1	117
2737843504	451	25	219	3	188	7.7e-20	71.4	pfam02321	OEP	188
2737843504	451	242	435	3	185	1.0e-26	93.8	pfam02321	OEP	188
2737843505	217	5	210	5	197	8.7e-39	133.3	pfam01135	PCMT	210
2737843506	1066	3	1042	2	1020	0.0e+00	889.6	pfam00873	ACR_tran	1021
2737843507	375	57	279	19	200	4.3e-14	52.1	pfam16576	HlyD_D23	214
2737843508	209	15	61	1	47	3.3e-19	68.3	pfam00440	TetR_N	47
2737843508	209	80	178	5	95	2.5e-08	34.1	pfam16859	TetR_C_11	113
2737843509	335	8	71	1	54	4.4e-16	58.7	pfam13450	NAD_binding_8	68
2737843510	324	10	69	4	60	1.3e-15	56.9	pfam00126	HTH_1	60
2737843510	324	93	304	4	191	5.7e-20	71.4	pfam03466	LysR_substrate	209
2737843511	233	3	119	6	108	5.7e-33	113	pfam02678	Pirin	108
2737843512	177	10	127	68	142	4.2e-10	39.4	pfam03358	FMN_red	155
2737843513	245	118	217	4	104	1.0e-06	29.1	pfam00581	Rhodanese	107
2737843514	1153	4	170	1	166	2.1e-41	141.8	pfam02811	PHP	167
2737843514	1153	288	726	2	426	0.0e+00	567.5	pfam07733	DNA_pol3_alpha	426
2737843514	1153	799	889	2	89	9.4e-25	86.6	pfam14579	HHH_6	90
2737843515	188	4	73	2	66	6.1e-15	55.6	pfam01066	CDP-OH_P_transf	66
2737843516	301	9	143	8	136	6.6e-12	45.6	pfam00892	EamA	137
2737843516	301	154	289	6	136	1.0e-11	45.1	pfam00892	EamA	137
2737843517	364	5	357	2	348	8.5e-82	274.9	pfam00180	Iso_dh	348
2737843518	90	1	90	1	90	1.7e-32	111.4	pfam00216	Bac_DNA_binding	90
2737843520	557	6	129	1	116	3.0e-29	101.4	pfam05524	PEP-utilisers_N	116
2737843520	557	169	243	6	73	8.4e-24	83	pfam00391	PEP-utilizers	73
2737843520	557	268	557	3	289	2.7e-104	348.3	pfam02896	PEP-utilizers_C	294
2737843521	89	2	83	3	81	1.5e-25	89.1	pfam00381	PTS-HPr	82
2737843522	147	3	116	1	108	1.5e-14	54.1	pfam03610	EIIA-man	116
2737843523	269	1	221	130	351	5.2e-10	38.7	pfam07690	MFS_1	353
2737843524	121	55	120	24	79	1.2e-06	28.3	pfam03099	BPL_LplA_LipB	131
2737843525	97	14	97	2	84	1.5e-24	86.3	pfam04359	DUF493	84
2737843526	301	38	268	1	221	2.0e-33	116	pfam01063	Aminotran_4	223
2737843527	162	41	139	1	100	1.8e-12	47.3	pfam03899	ATP-synt_I	100
2737843528	285	39	279	1	210	3.0e-55	187.3	pfam00119	ATP-synt_A	211
2737843529	82	10	73	1	59	1.6e-12	47.5	pfam00137	ATP-synt_C	60
2737843530	74	2	69	15	66	2.8e-11	43.1	pfam13545	HTH_Crp_2	68
2737843531	361	40	288	2	213	8.0e-49	166.6	pfam01636	APH	240
2737843532	420	6	133	2	113	8.1e-12	45.7	pfam02771	Acyl-CoA_dh_N	113
2737843532	420	137	238	1	93	7.7e-21	74	pfam02770	Acyl-CoA_dh_M	97
2737843532	420	250	401	1	147	2.1e-33	115.5	pfam00441	Acyl-CoA_dh_1	150
2737843534	243	23	168	3	135	5.4e-29	101.2	pfam03591	AzlC	136
2737843535	120	13	115	3	98	5.6e-24	84.1	pfam05437	AzlD	99
2737843536	404	10	390	5	379	0.0e+00	443.8	pfam00162	PGK	379
2737843538	139	2	138	75	206	1.3e-28	99.7	pfam03466	LysR_substrate	209
2737843539	312	1	258	72	340	4.8e-20	71.6	pfam07690	MFS_1	353
2737843540	222	18	186	1	155	2.7e-33	115.4	pfam12804	NTP_transf_3	160
2737843541	417	43	131	1	85	2.4e-17	62.5	pfam00355	Rieske	89
2737843541	417	165	417	13	213	8.2e-19	68.3	pfam00848	Ring_hydroxyl_A	214
2737843542	158	18	152	3	143	1.2e-09	38.2	pfam00866	Ring_hydroxyl_B	144
2737843543	103	4	91	1	89	2.8e-17	62.3	pfam00355	Rieske	89
2737843544	206	25	182	5	140	1.5e-18	67.1	pfam01613	Flavin_Reduct	155
2737843545	221	18	191	3	176	5.9e-39	133.3	pfam02492	cobW	177
