gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737843465	290	56.9	1	290	1	290	7.0e-117	413	COG0777	Acetyl-CoA carboxylase beta subunit	294
2737843466	208	33.66	3	201	2	200	2.0e-35	142	COG0625	Glutathione S-transferase	211
2737843468	510	56.95	1	509	1	501	0.0e+00	687	COG1190	Lysyl-tRNA synthetase (class II)	502
2737843469	394	41.84	8	389	2	393	2.0e-89	322	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2737843470	221	20.6	22	220	3	201	3.0e-08	52.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737843471	302	38.11	5	232	1	234	7.0e-28	118	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737843472	608	35.7	6	608	15	609	0.0e+00	507	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	613
2737843473	276	51.85	9	251	1	236	1.0e-77	283	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	237
2737843474	401	26.86	28	376	6	343	8.0e-30	124	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2737843477	325	27.01	18	325	7	297	2.0e-35	143	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2737843478	514	35.65	1	507	195	731	2.0e-99	356	COG1529	CO or xanthine dehydrogenase, Mo-binding subunit	731
2737843480	376	23.08	9	371	34	393	2.0e-24	107	COG2814	Predicted arabinose efflux permease, MFS family	394
2737843484	356	20.35	70	351	41	289	5.0e-14	72.4	COG2159	Predicted metal-dependent hydrolase, TIM-barrel fold	293
2737843485	365	26.24	8	348	1	334	1.0e-44	174	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	336
2737843486	183	41.71	5	178	7	179	4.0e-33	134	COG3038	Cytochrome b561	181
2737843487	187	23.37	11	186	9	192	7.0e-17	80.4	COG2353	Polyisoprenoid-binding periplasmic protein YceI	192
2737843491	124	34.02	20	115	7	103	6.0e-16	76.1	COG0607	Rhodanese-related sulfurtransferase	110
2737843497	517	31.46	24	501	6	474	3.0e-79	289	COG1233	Phytoene dehydrogenase-related protein	487
2737843499	65	41.27	1	62	1	63	3.0e-12	63.8	COG1942	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family	69
2737843501	420	55.34	1	420	2	422	0.0e+00	501	COG2379	Glycerate-2-kinase	422
2737843502	157	19.86	9	141	11	148	5.0e-05	40.8	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2737843504	451	26.23	5	446	22	454	2.0e-39	156	COG1538	Outer membrane protein TolC	457
2737843505	217	38.42	6	208	1	203	5.0e-55	207	COG2518	Protein-L-isoaspartate O-methyltransferase	209
2737843506	1066	33.33	2	1044	1	1009	0.0e+00	824	COG0841	Multidrug efflux pump subunit AcrB	1009
2737843507	375	26.19	1	368	3	367	1.0e-17	84.4	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2737843508	209	28.65	2	193	4	195	3.0e-15	75.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737843509	335	38.07	6	331	4	307	6.0e-47	181	COG3380	Predicted NAD/FAD-dependent oxidoreductase	331
2737843510	324	27.91	13	310	6	295	3.0e-23	102	COG0583	DNA-binding transcriptional regulator, LysR family	297
