gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737836545	422	59.04	2	421	17	453	0.0e+00	542	KO:K02005	HlyD family secretion protein		Yes
2737836546	235	77.29	3	231	23	251	3.1e-124	400	KO:K02003	putative ABC transport system ATP-binding protein		Yes
2737836547	401	76.12	1	401	1	402	0.0e+00	683	KO:K02004	putative ABC transport system permease protein		Yes
2737836549	506	66.87	6	500	2	491	0.0e+00	751	KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	Yes
2737836550	195	63.4	1	194	63	256	6.8e-82	275	KO:K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor		Yes
2737836553	587	57.44	10	584	24	606	0.0e+00	713	KO:K01081	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2737836554	137	51.85	1	135	1	134	2.6e-44	163	KO:K03559	biopolymer transport protein ExbD		Yes
2737836558	315	59.74	16	315	6	308	4.7e-120	396	KO:K06980	tRNA-modifying protein YgfZ		Yes
2737836559	339	58.33	12	335	5	328	0.0e+00	435	KO:K07082	UPF0755 protein		Yes
2737836560	212	71.43	3	208	5	214	2.5e-98	324	KO:K00943	dTMP kinase [EC:2.7.4.9]	EC:2.7.4.9	Yes
2737836563	304	68.75	21	292	1	272	0.0e+00	451	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	Yes
2737836563	304	68.75	21	292	1	272	0.0e+00	451	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	Yes
2737836565	492	65.1	3	488	7	496	0.0e+00	742	KO:K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	EC:4.1.99.3	Yes
2737836568	352	69.16	10	340	3	336	0.0e+00	517	KO:K07588	LAO/AO transport system kinase [EC:2.7.-.-]	EC:2.7.-	Yes
2737836569	510	90.78	1	510	1	510	0.0e+00	1090	KO:K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3]	EC:6.4.1.3	Yes
2737836575	256	31.01	4	247	17	273	9.4e-31	131	KO:K07090	uncharacterized protein		Yes
2737836576	458	49.32	19	458	2	443	0.0e+00	476	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.16	Yes
2737836576	458	49.32	19	458	2	443	0.0e+00	476	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.20	Yes
2737836576	458	49.32	19	458	2	443	0.0e+00	476	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.79	Yes
2737836576	458	59.09	19	458	6	443	0.0e+00	569	KO:K19629	4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257]	EC:1.1.1.257	Yes
2737836577	262	87.74	1	261	1	261	0.0e+00	527	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.10	Yes
2737836577	262	87.74	1	261	1	261	0.0e+00	527	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.9	Yes
2737836578	763	85.7	1	762	16	776	0.0e+00	1560	KO:K01582	lysine decarboxylase [EC:4.1.1.18]	EC:4.1.1.18	Yes
2737836578	763	85.81	1	761	1	757	0.0e+00	1550	KO:K01584	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2737836588	93	73.86	1	88	1	88	4.6e-43	155	KO:K09803	uncharacterized protein		Yes
2737836590	246	58.26	9	238	12	253	1.2e-85	292	KO:K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	EC:2.7.7.60	Yes
2737836593	207	56.16	5	207	4	201	3.3e-71	246	KO:K07006	uncharacterized protein		Yes
2737836594	543	73.12	12	543	18	549	0.0e+00	858	KO:K02011	iron(III) transport system permease protein		Yes
2737836595	386	73.94	1	353	1	353	0.0e+00	612	KO:K02010	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	EC:3.6.3.30	Yes
2737836597	245	76.03	1	242	1	242	0.0e+00	444	KO:K00685	arginine-tRNA-protein transferase [EC:2.3.2.8]	EC:2.3.2.8	Yes
2737836598	260	57.32	14	252	9	247	9.7e-97	324	KO:K00684	leucyl/phenylalanyl-tRNA--protein transferase [EC:2.3.2.6]	EC:2.3.2.6	Yes
2737836599	272	58.89	9	270	7	276	2.9e-101	338	KO:K05810	laccase domain-containing protein		Yes
2737836602	533	81.44	9	533	22	549	0.0e+00	957	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
2737836606	380	58.81	46	380	28	340	9.7e-128	423	KO:K02064	thiamine transport system substrate-binding protein		Yes
2737836613	360	74.65	1	359	85	443	0.0e+00	623	KO:K03431	phosphoglucosamine mutase [EC:5.4.2.10]	EC:5.4.2.10	Yes
2737836617	263	63.42	7	263	25	281	5.5e-111	365	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2737836618	330	61.3	6	328	12	333	0.0e+00	440	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737836621	279	57.19	3	278	8	283	2.8e-102	341	KO:K03832	periplasmic protein TonB		Yes
2737836622	249	71.97	11	249	2	238	1.0e-112	368	KO:K03814	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]	EC:2.4.1.-	Yes
2737836623	182	74.03	1	181	1	181	4.4e-92	303	KO:K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	EC:3.1.22.4	Yes
2737836627	259	74.32	1	257	1	254	0.0e+00	443	KO:K03525	type III pantothenate kinase [EC:2.7.1.33]	EC:2.7.1.33	Yes
2737836630	117	86.32	1	117	1	116	1.3e-70	235	KO:K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]	EC:3.5.2.17	Yes
2737836633	591	79.19	1	591	1	591	0.0e+00	1090	KO:K06016	N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.87]	EC:3.5.1.87	Yes
2737836636	280	78.37	1	280	1	282	0.0e+00	503	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737836643	83	57.83	1	83	1	83	5.2e-26	106	KO:K03636	molybdopterin synthase sulfur carrier subunit		Yes
2737836644	162	77.85	4	161	9	163	1.5e-83	276	KO:K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	EC:2.8.1.12	Yes
2737836646	868	85.5	1	861	1	862	0.0e+00	1640	KO:K03695	ATP-dependent Clp protease ATP-binding subunit ClpB		Yes
2737836647	566	81.32	1	562	17	578	0.0e+00	1070	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2737836649	532	59.6	34	532	28	527	0.0e+00	711	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2737836655	98	68.42	3	97	5	99	1.4e-42	154	KO:K09803	uncharacterized protein		Yes
2737836656	160	57.62	3	153	1	151	2.2e-58	205	KO:K07006	uncharacterized protein		Yes
2737836660	406	69.06	3	406	6	409	0.0e+00	661	KO:K03885	NADH dehydrogenase [EC:1.6.99.3]	EC:1.6.99.3	Yes
2737836662	261	85.38	2	261	6	265	0.0e+00	528	KO:K00344	NADPH2:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	Yes
2737836663	249	36.44	3	249	83	324	6.6e-52	194	KO:K02416	flagellar motor switch protein FliM		Yes
2737836666	246	60.83	8	245	11	250	4.0e-98	326	KO:K02419	flagellar biosynthetic protein FliP		Yes
2737836667	89	51.69	1	89	1	89	8.1e-28	111	KO:K02420	flagellar biosynthetic protein FliQ		Yes
2737836668	256	42.8	6	253	7	256	2.1e-68	243	KO:K02421	flagellar biosynthetic protein FliR		Yes
2737836670	226	59.4	6	226	10	243	1.4e-96	320	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:2.1.1.-	Yes
2737836670	226	59.4	6	226	10	243	1.4e-96	320	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:3.4.23.43	Yes
2737836671	404	45.52	13	403	17	407	3.7e-114	387	KO:K02653	type IV pilus assembly protein PilC		Yes
2737836672	404	63.27	11	402	165	555	0.0e+00	568	KO:K02652	type IV pilus assembly protein PilB		Yes
2737836677	299	69.7	1	297	1	297	0.0e+00	465	KO:K00930	acetylglutamate kinase [EC:2.7.2.8]	EC:2.7.2.8	Yes
2737836678	213	65.71	3	212	11	215	1.8e-89	299	KO:K05501	TetR/AcrR family transcriptional regulator		Yes
2737836680	440	84.55	1	440	1	440	0.0e+00	890	KO:K00257			Yes
2737836682	291	42.65	6	283	5	282	8.0e-71	252	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2737836683	331	39.67	30	329	26	318	1.1e-61	228	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2737836684	266	46.34	21	266	19	259	8.5e-70	247	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2737836685	238	49.79	4	236	5	237	8.8e-76	262	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2737836693	229	65.5	1	229	1	229	3.9e-108	353	KO:K01433	formyltetrahydrofolate deformylase [EC:3.5.1.10]	EC:3.5.1.10	Yes
2737836695	271	64.21	1	271	1	271	1.6e-123	401	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:3.2.2.23	Yes
2737836695	271	64.21	1	271	1	271	1.6e-123	401	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:4.2.99.18	Yes
2737836696	278	60.36	1	275	1	275	9.5e-114	374	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	Yes
2737836698	410	82	1	410	1	406	0.0e+00	734	KO:K03531	cell division protein FtsZ		Yes
2737836699	307	79.15	1	307	1	307	0.0e+00	565	KO:K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	EC:3.5.1.108	Yes
2737836701	190	76.37	9	190	1	182	1.5e-93	308	KO:K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	EC:3.1.22.4	Yes
2737836702	258	62.02	1	258	1	245	8.2e-97	324	KO:K03814	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]	EC:2.4.1.-	Yes
2737836703	292	60.5	12	290	7	286	1.3e-110	367	KO:K03832	periplasmic protein TonB		Yes
2737836704	682	66.52	1	674	1	680	0.0e+00	1030	KO:K01147	exoribonuclease II [EC:3.1.13.1]	EC:3.1.13.1	Yes
2737836705	209	56.8	2	203	1	199	3.8e-77	264	KO:K07000	uncharacterized protein		Yes
2737836706	384	68.75	1	384	1	384	0.0e+00	624	KO:K05837	rod shape determining protein RodA		Yes
2737836712	110	65.38	8	110	1	104	2.4e-39	146	KO:K09888	cell division protein ZapA		Yes
2737836716	384	72.4	1	384	1	384	0.0e+00	674	KO:K04091	alkanesulfonate monooxygenase [EC:1.14.14.5]	EC:1.14.14.5	Yes
2737836717	239	49.35	8	238	15	244	3.8e-75	261	KO:K03710	GntR family transcriptional regulator		Yes
2737836718	205	59.14	20	205	11	196	9.8e-76	259	KO:K00540			Yes
2737836718	205	63.02	14	205	5	196	2.1e-83	280	KO:K09019	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	EC:1.1.1.-	Yes
2737836724	267	90.64	1	267	1	267	0.0e+00	560	KO:K04748	nitric oxide reductase NorQ protein		Yes
2737836725	115	86.73	3	115	6	118	7.0e-75	247	KO:K01602	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	EC:4.1.1.39	Yes
2737836726	473	91.33	1	473	1	473	0.0e+00	1040	KO:K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	EC:4.1.1.39	Yes
2737836730	426	83.53	1	425	1	425	0.0e+00	797	KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	EC:1.2.1.41	Yes
2737836731	431	77.31	1	431	1	431	0.0e+00	788	KO:K01919	glutamate--cysteine ligase [EC:6.3.2.2]	EC:6.3.2.2	Yes
2737836734	914	70.96	1	907	285	1181	0.0e+00	1480	KO:K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	EC:1.2.7.8	Yes
2737836735	220	87.73	1	220	1	220	0.0e+00	444	KO:K03496	chromosome partitioning protein		Yes
2737836737	216	66.36	4	213	11	227	9.4e-100	328	KO:K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	EC:2.1.1.170	Yes
2737836738	656	87.35	1	656	1	655	0.0e+00	1330	KO:K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme		Yes
2737836740	217	84.69	1	209	15	223	5.1e-127	406	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2737836744	555	80.77	7	552	4	548	0.0e+00	1050	KO:K01908	propionyl-CoA synthetase [EC:6.2.1.17]	EC:6.2.1.17	Yes
2737836748	243	48.75	1	240	4	243	8.2e-72	251	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2737836751	369	80.65	3	367	2	368	0.0e+00	674	KO:K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	EC:4.1.1.37	Yes
2737836752	701	64.72	7	701	1	697	0.0e+00	999	KO:K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
2737836753	320	68.65	1	319	1	316	0.0e+00	477	KO:K07088	uncharacterized protein		Yes
2737836758	524	45.45	11	522	14	526	0.0e+00	531	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2737836759	315	60.32	1	315	1	315	0.0e+00	442	KO:K02033	peptide/nickel transport system permease protein		Yes
2737836760	239	62.18	1	238	1	238	1.6e-102	338	KO:K02034	peptide/nickel transport system permease protein		Yes
2737836762	302	30.54	3	288	15	310	4.7e-44	174	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2737836763	301	36.88	18	297	1	282	8.2e-58	215	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2737836764	388	34.23	10	375	5	370	2.0e-48	190	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2737836767	280	71.79	1	280	1	280	0.0e+00	448	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2737836768	302	82	3	302	9	308	0.0e+00	560	KO:K02034	peptide/nickel transport system permease protein		Yes
2737836769	353	77.45	16	352	27	363	0.0e+00	616	KO:K02033	peptide/nickel transport system permease protein		Yes
2737836770	442	75.4	1	442	127	569	0.0e+00	791	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2737836777	441	81.18	1	441	156	596	0.0e+00	823	KO:K00257			Yes
2737836778	323	79.75	5	320	4	315	0.0e+00	589	KO:K00459	nitronate monooxygenase [EC:1.13.12.16]	EC:1.13.12.16	Yes
2737836781	326	67.48	1	326	31	356	0.0e+00	488	KO:K06145	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor		Yes
2737836782	152	62.07	1	144	23	167	1.2e-54	194	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	Yes
2737836793	377	51.08	2	370	18	379	1.8e-115	388	KO:K07240	chromate transporter		Yes
2737836794	404	63.25	6	402	16	414	0.0e+00	595	KO:K05777	putative thiamine transport system substrate-binding protein		Yes
2737836798	155	85.14	7	154	1	147	5.0e-90	294	KO:K01520	dUTP pyrophosphatase [EC:3.6.1.23]	EC:3.6.1.23	Yes
2737836799	177	73.78	1	164	1	164	2.5e-87	289	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2737836800	376	62.37	4	375	1	370	0.0e+00	543	KO:K18850	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	EC:1.14.11.47	Yes
2737836801	353	56.9	1	353	13	362	0.0e+00	446	KO:K07287	outer membrane protein assembly factor BamC		Yes
2737836805	427	80.38	4	426	24	446	0.0e+00	756	KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	EC:1.2.1.41	Yes
2737836807	337	63.39	6	336	8	343	0.0e+00	483	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737836808	409	54.86	8	406	1	397	0.0e+00	458	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	Yes
2737836809	353	61.92	25	347	13	335	0.0e+00	468	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737836818	337	54.32	11	332	5	325	8.6e-119	394	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2737836819	265	68.48	6	262	1	257	5.9e-130	419	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2737836820	250	69.83	9	250	34	275	8.3e-121	392	KO:K02050	NitT/TauT family transport system permease protein		Yes
2737836823	140	69.29	1	140	10	148	5.2e-70	236	KO:K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	EC:5.2.1.8	Yes
2737836824	229	76.58	8	229	3	224	3.8e-117	379	KO:K03630	DNA repair protein RadC		Yes
2737836826	844	66.99	5	840	1	836	0.0e+00	1270	KO:K02004	putative ABC transport system permease protein		Yes
2737836829	142	77.17	14	140	6	132	1.7e-69	235	KO:K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	EC:3.1.2.-	Yes
2737836832	401	84.79	1	401	1	401	0.0e+00	777	KO:K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]	EC:2.3.1.16	Yes
2737836833	803	77.32	1	803	22	828	0.0e+00	1440	KO:K07516	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	EC:1.1.1.35	Yes
2737836838	565	71.22	2	557	3	558	0.0e+00	925	KO:K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	EC:4.2.1.9	Yes
2737836840	364	83.84	5	363	20	378	0.0e+00	705	KO:K01626	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	EC:2.5.1.54	Yes
2737836841	455	80.62	1	453	1	454	0.0e+00	858	KO:K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]	EC:6.3.2.-	Yes
2737836844	150	76.67	1	150	1	148	2.0e-75	252	KO:K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein		Yes
2737836846	1332	80.64	1	1332	1	1335	0.0e+00	2470	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	Yes
2737836848	358	64.12	1	354	1	354	0.0e+00	529	KO:K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	EC:2.4.1.227	Yes
2737836849	421	71.43	9	421	8	420	0.0e+00	687	KO:K03588	cell division protein FtsW		Yes
2737836850	582	51.69	1	575	1	613	0.0e+00	575	KO:K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	EC:6.3.2.9	Yes
2737836852	276	74.9	22	276	27	281	0.0e+00	442	KO:K02012	iron(III) transport system substrate-binding protein		Yes
2737836853	305	64.93	20	302	32	319	1.8e-121	399	KO:K07001	NTE family protein		Yes
2737836858	303	76.06	1	284	1	284	0.0e+00	521	KO:K14058	tRNA 2-thiocytidine biosynthesis protein TtcA		Yes
2737836859	128	87.6	8	128	5	125	1.2e-72	242	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
2737836864	460	88.89	1	459	1	458	0.0e+00	900	KO:K03106	signal recognition particle subunit SRP54		Yes
2737836865	109	61.11	20	109	18	107	5.1e-31	122	KO:K04755	ferredoxin, 2Fe-2S		Yes
2737836866	470	63.68	2	469	27	492	0.0e+00	709	KO:K01915	glutamine synthetase [EC:6.3.1.2]	EC:6.3.1.2	Yes
2737836868	86	84.88	1	86	1	84	4.8e-45	160	KO:K02518	translation initiation factor IF-1		Yes
2737836873	127	71.19	7	124	11	128	1.3e-58	203	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
2737836874	123	83.74	1	123	1	123	1.1e-70	236	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
2737836875	315	76.08	13	313	34	334	0.0e+00	541	KO:K14058	tRNA 2-thiocytidine biosynthesis protein TtcA		Yes
2737836877	214	66.18	1	207	1	205	7.4e-95	314	KO:K15634	probable phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2737836881	240	57.08	21	238	12	229	3.8e-87	295	KO:K03981	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	EC:5.3.4.1	Yes
2737836883	260	83.14	4	260	2	262	0.0e+00	479	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2737836887	426	88.12	1	421	1	421	0.0e+00	823	KO:K00928	aspartate kinase [EC:2.7.2.4]	EC:2.7.2.4	Yes
2737836888	294	59.66	1	290	36	325	1.9e-116	383	KO:K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	EC:6.3.4.19	Yes
2737836889	326	84.57	1	324	1	324	0.0e+00	640	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]	EC:6.4.1.2	Yes
2737836890	213	80.3	11	213	14	216	9.7e-118	379	KO:K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	EC:3.2.2.21	Yes
2737836891	478	76.38	19	477	1	470	0.0e+00	830	KO:K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	EC:6.1.1.16	Yes
2737836893	187	65.27	25	187	42	207	1.3e-72	249	KO:K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2737836894	168	83.93	1	168	1	168	2.1e-105	339	KO:K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2737836895	284	50.95	12	274	8	249	6.7e-79	275	KO:K03269	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	EC:3.6.1.54	Yes
2737836905	601	90.67	1	600	3	602	0.0e+00	1280	KO:K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	EC:6.1.1.12	Yes
2737836908	522	79.17	2	510	3	511	0.0e+00	922	KO:K03688	ubiquinone biosynthesis protein		Yes
2737836909	179	50.59	11	179	5	174	1.8e-53	193	KO:K03690	ubiquinone biosynthesis protein UbiJ		Yes
2737836913	284	86.22	1	283	1	283	0.0e+00	555	KO:K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	EC:2.5.1.55	Yes
2737836914	502	87	1	499	50	549	0.0e+00	1020	KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	Yes
2737836916	203	54.73	1	201	19	217	3.5e-71	246	KO:K07157	uncharacterized protein		Yes
2737836917	363	68.06	4	363	3	360	0.0e+00	566	KO:K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	EC:3.2.1.52	Yes
2737836918	137	71.54	7	136	2	131	1.1e-63	218	KO:K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	EC:2.7.8.7	Yes
2737836919	254	75.92	7	251	3	247	7.3e-130	418	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
2737836922	380	65.12	16	380	3	369	0.0e+00	569	KO:K07102	anomeric MurNAc/GlcNAc kinase [EC:2.7.1.-]	EC:2.7.1.-	Yes
2737836923	239	60.42	1	235	1	240	2.2e-95	318	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
2737836928	393	78.47	6	389	1	404	0.0e+00	734	KO:K00641	homoserine O-acetyltransferase [EC:2.3.1.31]	EC:2.3.1.31	Yes
2737836930	211	45.96	8	203	5	202	1.9e-55	201	KO:K11719	lipopolysaccharide export system protein LptC		Yes
2737836931	188	74.87	2	188	18	204	2.0e-96	316	KO:K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	EC:3.1.3.45	Yes
