gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737836544	154	48.03	1	152	4	154	2.0e-35	141	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2737836545	422	25.86	18	337	6	309	9.0e-20	91.7	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2737836546	235	50.67	10	231	1	223	2.0e-79	288	COG1136	ABC-type lipoprotein export system, ATPase component	226
2737836547	401	27.99	18	401	2	419	6.0e-38	151	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
2737836549	506	58.91	7	500	6	490	0.0e+00	704	COG0554	Glycerol kinase	499
2737836550	195	36.08	1	194	60	253	7.0e-48	183	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	253
2737836553	587	26.47	16	587	5	514	1.0e-63	238	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	517
2737836554	137	31.78	9	137	11	136	3.0e-17	81	COG0848	Biopolymer transport protein ExbD	137
2737836557	283	35.8	1	244	1	237	2.0e-30	126	COG3332	Uncharacterized conserved protein, contains NRDE domain	270
2737836558	315	32.69	11	311	8	303	9.0e-48	184	COG0354	Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification	305
2737836559	339	37.01	5	338	5	339	6.0e-92	331	COG1559	Cell division protein YceG, involved in septum cleavage	342
2737836560	212	43.75	1	205	1	204	5.0e-58	217	COG0125	Thymidylate kinase	208
2737836563	304	22.51	17	269	2	253	5.0e-22	98.4	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2737836564	57	56.86	5	55	2	52	3.0e-14	69.9	COG1773	Rubredoxin	55
2737836565	492	40.45	8	488	5	461	1.0e-116	413	COG0415	Deoxyribodipyrimidine photolyase	461
2737836567	136	55.3	2	133	10	141	5.0e-40	156	COG2185	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)	143
2737836568	352	49.09	12	339	6	323	6.0e-99	354	COG1703	Putative periplasmic protein kinase ArgK or related GTPase of G3E family	323
2737836569	510	58.57	1	510	11	526	0.0e+00	701	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component	526
2737836573	500	55.11	1	499	1	499	0.0e+00	560	COG3333	TctA family transporter	504
2737836574	321	32.92	1	319	1	319	1.0e-39	156	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737836575	256	24.11	1	252	5	256	5.0e-06	45	COG0730	Uncharacterized membrane protein YfcA	258
2737836576	458	40.6	24	458	3	434	3.0e-111	395	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2737836577	262	59.61	1	255	1	254	6.0e-100	357	COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	259
2737836578	763	40.03	140	763	1	557	0.0e+00	579	COG1982	Arginine/lysine/ornithine decarboxylase	557
2737836579	141	24.11	1	141	2	140	2.0e-07	48.4	COG1585	Membrane protein implicated in regulation of membrane protease activity	140
