gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737836544	154	3	50	1	48	1.3e-16	59.7	pfam13412	HTH_24	48
2737836544	154	69	143	1	75	1.7e-26	91.9	pfam01037	AsnC_trans_reg	75
2737836545	422	62	315	17	214	1.5e-18	66.7	pfam16576	HlyD_D23	214
2737836546	235	30	179	2	136	2.1e-31	109.1	pfam00005	ABC_tran	137
2737836547	401	20	241	1	193	9.1e-41	140.2	pfam12704	MacB_PCD	194
2737836547	401	280	394	3	121	1.1e-18	67.2	pfam02687	FtsX	121
2737836548	206	23	204	1	171	2.8e-46	157.6	pfam04832	SOUL	171
2737836549	506	7	256	1	245	5.2e-78	261.9	pfam00370	FGGY_N	245
2737836549	506	265	461	2	196	1.0e-56	191.7	pfam02782	FGGY_C	198
2737836550	195	14	173	2	159	6.9e-53	178.7	pfam00455	DeoRC	160
2737836551	111	29	111	3	78	4.3e-13	49.4	pfam03562	MltA	225
2737836553	587	39	296	2	203	5.6e-06	26.9	pfam00149	Metallophos	204
2737836553	587	384	552	9	157	2.5e-36	125.1	pfam02872	5_nucleotid_C	158
2737836554	137	7	136	3	128	2.2e-28	98.9	pfam02472	ExbD	130
2737836556	150	1	125	92	210	7.5e-23	81.3	pfam07859	Abhydrolase_3	211
2737836557	283	1	257	1	240	5.0e-47	161	pfam05742	TANGO2	253
2737836558	315	13	147	47	147	1.9e-09	37.1	pfam01571	GCV_T	257
2737836559	339	48	334	1	250	5.9e-76	255.2	pfam02618	YceG	251
2737836560	212	8	198	1	183	8.6e-47	159.1	pfam02223	Thymidylate_kin	185
2737836561	204	3	189	16	160	5.2e-37	127	pfam13177	DNA_pol3_delta2	163
2737836562	202	29	202	9	185	1.6e-33	115.8	pfam00202	Aminotran_3	406
2737836563	304	28	272	1	242	3.6e-32	111.6	pfam08543	Phos_pyr_kin	246
2737836564	57	6	52	2	47	3.2e-23	81.3	pfam00301	Rubredoxin	47
2737836565	492	7	179	2	156	8.0e-43	146.2	pfam00875	DNA_photolyase	164
2737836565	492	283	486	1	187	2.8e-81	271.4	pfam03441	FAD_binding_7	189
2737836566	131	19	131	1	100	1.3e-25	90.1	pfam02622	DUF179	154
2737836567	136	5	119	2	113	8.0e-19	67.7	pfam02310	B12-binding	121
2737836568	352	29	307	1	265	1.3e-101	339	pfam03308	ArgK	267
2737836569	510	26	508	2	494	0.0e+00	652.9	pfam01039	Carboxyl_trans	494
2737836570	33	1	33	1	33	9.8e-12	45.3	pfam00289	Biotin_carb_N	110
2737836571	234	1	205	268	440	1.3e-38	132.8	pfam05935	Arylsulfotrans	477
2737836572	152	9	146	2	135	2.3e-20	73.1	pfam07331	TctB	135
2737836573	500	20	439	1	409	0.0e+00	471.5	pfam01970	TctA	409
2737836574	321	42	317	2	273	1.2e-47	162.2	pfam03401	TctC	274
2737836575	256	6	247	2	234	7.8e-26	91	pfam01925	TauE	236
2737836576	458	30	458	1	430	0.0e+00	442	pfam00171	Aldedh	462
2737836577	262	13	252	1	234	6.1e-80	268	pfam13561	adh_short_C2	234
2737836578	763	19	143	2	111	6.5e-37	126.1	pfam03709	OKR_DC_1_N	111
2737836578	763	149	597	1	415	0.0e+00	483	pfam01276	OKR_DC_1	417
2737836578	763	622	749	1	128	4.4e-46	156.3	pfam03711	OKR_DC_1_C	132
2737836579	141	6	141	2	142	1.0e-05	25.8	pfam01957	NfeD	144
2737836580	304	20	225	2	176	4.8e-31	108	pfam01145	Band_7	178
2737836580	304	240	302	1	59	5.6e-21	74.2	pfam16200	Band_7_C	63
2737836582	278	129	257	50	126	3.9e-12	46.8	pfam01936	NYN	146
2737836586	323	2	309	19	307	1.4e-36	126.2	pfam00144	Beta-lactamase	330
2737836587	679	475	578	1	89	7.9e-26	90.5	pfam02559	CarD_CdnL_TRCF	89
