gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737821805	188	4	73	2	66	2.8e-15	56.7	pfam01066	CDP-OH_P_transf	66
2737821806	299	9	143	8	136	2.4e-10	40.6	pfam00892	EamA	137
2737821806	299	154	289	6	136	8.9e-11	42	pfam00892	EamA	137
2737821807	364	5	357	2	348	8.2e-83	278.3	pfam00180	Iso_dh	348
2737821808	90	1	90	1	90	4.4e-34	116.4	pfam00216	Bac_DNA_binding	90
2737821810	635	1	166	1	161	4.4e-40	137	pfam13624	SurA_N_3	162
2737821810	635	253	373	12	115	1.7e-30	105.8	pfam13616	Rotamase_3	116
2737821813	324	1	315	107	415	7.3e-56	189.6	pfam06808	DctM	416
2737821814	269	27	208	2	186	2.6e-44	151.3	pfam00596	Aldolase_II	186
2737821815	335	16	321	36	126	1.3e-11	44.1	pfam00389	2-Hacid_dh	134
2737821815	335	115	288	1	176	9.7e-38	129.1	pfam02826	2-Hacid_dh_C	178
2737821816	164	1	149	54	194	3.4e-51	174.1	pfam01470	Peptidase_C15	203
2737821818	417	35	70	2	31	2.7e-10	39.8	pfam12172	DUF35_N	37
2737821818	417	72	139	1	60	1.2e-09	37.8	pfam01796	OB_aCoA_assoc	65
2737821818	417	170	367	2	189	4.3e-24	84.9	pfam00106	adh_short	195
2737821819	266	25	201	1	136	1.9e-34	118.7	pfam04199	Cyclase	136
2737821820	247	14	241	4	233	2.2e-44	151.7	pfam13561	adh_short_C2	234
2737821821	108	28	108	1	82	3.0e-14	53.3	pfam13458	Peripla_BP_6	342
2737821823	308	26	160	3	136	2.1e-11	44	pfam00892	EamA	137
2737821823	308	167	300	5	135	5.4e-08	33	pfam00892	EamA	137
2737821824	153	16	131	1	115	3.6e-38	130.5	pfam13380	CoA_binding_2	116
2737821825	431	9	429	1	381	0.0e+00	467	pfam01053	Cys_Met_Meta_PP	382
2737821826	194	25	194	2	138	1.5e-26	92.8	pfam00501	AMP-binding	423
2737821828	369	5	172	2	167	6.4e-72	240.6	pfam00158	Sigma54_activat	168
2737821828	369	323	364	2	42	1.3e-14	53.6	pfam02954	HTH_8	42
2737821829	170	65	150	6	97	1.4e-11	44.4	pfam02169	LPP20	97
2737821833	125	1	122	6	118	7.0e-33	113.1	pfam03928	Haem_degrading	119
2737821834	273	6	263	1	255	2.4e-79	266.6	pfam03618	Kinase-PPPase	255
2737821835	798	22	358	2	320	5.3e-114	380.7	pfam01326	PPDK_N	328
2737821835	798	390	462	3	73	5.4e-26	90	pfam00391	PEP-utilizers	73
2737821835	798	474	798	14	289	1.6e-56	191.5	pfam02896	PEP-utilizers_C	294
2737821836	669	65	282	1	170	1.3e-27	96.6	pfam00474	SSF	406
2737821836	669	482	605	291	406	1.9e-16	59.8	pfam00474	SSF	406
2737821837	121	3	91	1	89	2.6e-26	91.6	pfam01250	Ribosomal_S6	90
2737821839	93	34	85	2	52	2.7e-22	78.6	pfam01084	Ribosomal_S18	52
2737821840	150	1	47	1	47	1.7e-20	72.2	pfam01281	Ribosomal_L9_N	47
2737821840	150	63	147	1	84	2.6e-23	82.1	pfam03948	Ribosomal_L9_C	86
2737821841	467	23	125	2	103	1.1e-32	112.1	pfam00772	DnaB	103
2737821841	467	202	458	1	255	5.6e-116	386.2	pfam03796	DnaB_C	256
2737821842	554	98	244	1	131	1.5e-38	132	pfam13638	PIN_4	131
2737821842	554	340	553	2	194	5.1e-54	182.7	pfam02562	PhoH	205
2737821844	495	12	76	1	65	7.9e-28	96.1	pfam02805	Ada_Zn_binding	65
2737821844	495	117	196	1	81	1.2e-19	70.2	pfam12833	HTH_18	81
2737821844	495	204	324	2	115	7.0e-28	97.1	pfam06029	AlkA_N	116
2737821844	495	330	482	1	88	1.1e-10	41.8	pfam00730	HhH-GPD	108
2737821845	160	78	158	1	81	9.6e-34	115.2	pfam01035	DNA_binding_1	81
2737821846	212	3	81	1	74	2.9e-17	62.7	pfam13417	GST_N_3	75
2737821847	348	98	168	2	70	7.2e-21	73.6	pfam07883	Cupin_2	71
2737821848	399	6	351	3	353	1.1e-23	83.9	pfam01494	FAD_binding_3	356
2737821849	286	9	286	1	291	4.6e-52	177.5	pfam04909	Amidohydro_2	291
2737821850	257	9	256	3	246	3.8e-43	147.5	pfam00378	ECH_1	251
2737821851	621	48	481	3	421	3.2e-59	200.5	pfam00501	AMP-binding	423
2737821852	204	53	204	17	147	9.0e-32	110.1	pfam03401	TctC	274
2737821853	336	2	145	70	172	1.4e-16	60.8	pfam08495	FIST	172
2737821853	336	147	321	1	130	2.3e-28	98.6	pfam10442	FIST_C	130
2737821854	94	1	94	1	95	1.1e-21	76.8	pfam06291	Lambda_Bor	97
2737821855	85	1	85	13	97	1.4e-18	66.8	pfam06291	Lambda_Bor	97
2737821856	397	8	373	1	368	2.7e-108	362.2	pfam02515	CoA_transf_3	368
2737821858	459	23	134	1	111	7.6e-27	93.6	pfam00072	Response_reg	112
2737821858	459	170	291	69	143	9.1e-07	28.4	pfam08668	HDOD	196
2737821858	459	252	314	5	62	1.6e-14	53.8	pfam13487	HD_5	64
2737821859	495	223	326	1	62	1.9e-10	40.5	pfam00512	HisKA	64
2737821859	495	367	477	4	109	2.8e-20	72.8	pfam02518	HATPase_c	111
2737821860	286	40	271	3	238	4.2e-39	134.5	pfam12974	Phosphonate-bd	243
2737821861	97	17	68	5	53	1.0e-06	28.5	pfam01381	HTH_3	55
2737821865	302	6	253	1	125	8.6e-21	74.8	pfam12804	NTP_transf_3	160
2737821867	326	29	229	5	196	6.5e-13	49	pfam00753	Lactamase_B	197
2737821868	204	16	62	1	45	3.7e-12	45.7	pfam00440	TetR_N	47
2737821869	191	3	183	1	185	3.7e-23	82.2	pfam01812	5-FTHF_cyc-lig	187
2737821870	677	500	614	6	109	1.1e-22	79.7	pfam01464	SLT	117
2737821871	605	37	314	3	272	3.8e-41	141.4	pfam00664	ABC_membrane	274
2737821871	605	377	531	1	137	1.7e-32	112.6	pfam00005	ABC_tran	137
2737821872	147	40	116	1	76	5.0e-14	52.3	pfam03061	4HBT	79
2737821873	297	12	285	3	267	6.3e-40	136.9	pfam02653	BPD_transp_2	268
2737821874	358	42	316	6	268	8.4e-40	136.5	pfam02653	BPD_transp_2	268
2737821875	270	21	186	2	136	5.2e-26	91.7	pfam00005	ABC_tran	137
2737821875	270	235	257	1	23	2.4e-08	33.5	pfam12399	BCA_ABC_TP_C	23
2737821876	260	24	170	2	136	1.4e-30	106.4	pfam00005	ABC_tran	137
2737821877	619	27	489	1	422	6.1e-93	311.6	pfam00501	AMP-binding	423
2737821878	420	64	411	2	342	1.3e-68	232.1	pfam13458	Peripla_BP_6	342
2737821879	89	2	80	22	78	2.1e-06	27.9	pfam03061	4HBT	79
2737821880	88	1	75	33	128	1.6e-18	67.2	pfam00416	Ribosomal_S13	128
2737821881	134	24	133	1	110	2.4e-49	166.2	pfam00411	Ribosomal_S11	110
2737821882	207	3	96	1	84	5.2e-30	104.1	pfam00163	Ribosomal_S4	84
2737821882	207	97	144	2	48	3.6e-18	64.8	pfam01479	S4	48
2737821883	330	26	224	1	69	1.3e-21	75.6	pfam01193	RNA_pol_L	69
2737821883	330	56	152	15	108	2.9e-25	88.7	pfam01000	RNA_pol_A_bac	112
2737821883	330	246	309	10	66	2.3e-24	84.8	pfam03118	RNA_pol_A_CTD	67
2737821884	131	20	116	1	94	1.6e-34	118.6	pfam01196	Ribosomal_L17	94
2737821886	277	38	268	1	212	2.4e-17	64.2	pfam12697	Abhydrolase_6	212
2737821887	134	11	129	10	120	1.6e-18	66.7	pfam01042	Ribonuc_L-PSP	121
2737821888	539	42	441	6	422	3.4e-73	246.5	pfam00501	AMP-binding	423
2737821888	539	449	527	1	74	2.6e-21	76.3	pfam13193	AMP-binding_C	74
2737821889	391	12	121	22	112	4.3e-12	46.6	pfam02771	Acyl-CoA_dh_N	113
2737821889	391	125	218	1	96	1.9e-19	69.5	pfam02770	Acyl-CoA_dh_M	97
2737821889	391	230	386	2	149	1.5e-41	141.9	pfam00441	Acyl-CoA_dh_1	150
2737821890	280	25	280	4	250	2.1e-43	148.3	pfam00378	ECH_1	251
2737821891	159	42	101	2	58	2.1e-10	40.2	pfam01047	MarR	59
2737821892	761	400	736	5	331	1.9e-60	204.8	pfam00724	Oxidored_FMN	341
2737821893	107	1	105	1	108	9.0e-29	99.8	pfam08895	DUF1840	108
2737821894	355	41	297	5	237	1.8e-33	116.4	pfam01636	APH	240
2737821895	331	54	329	1	273	3.2e-71	239.5	pfam03401	TctC	274
2737821896	141	49	141	2	91	1.3e-22	80.1	pfam03401	TctC	274
2737821897	296	7	126	1	120	1.5e-24	86.6	pfam01118	Semialdhyde_dh	121
2737821897	296	148	296	3	110	1.7e-24	86.8	pfam02774	Semialdhyde_dhC	184
2737821899	436	12	429	17	434	3.4e-60	203.7	pfam03972	MmgE_PrpD	439
2737821900	357	83	354	2	270	1.5e-67	227.4	pfam03401	TctC	274
2737821901	226	5	225	2	212	4.6e-31	107.8	pfam02900	LigB	274
2737821902	71	3	71	24	72	1.5e-04	21.9	pfam00254	FKBP_C	94
2737821903	372	15	319	3	296	1.0e-81	274.7	pfam08007	Cupin_4	319
2737821905	370	38	370	7	301	9.9e-43	146.2	pfam06804	Lipoprotein_18	317
2737821906	294	3	290	3	288	2.9e-100	334.6	pfam00701	DHDPS	289
2737821907	187	29	111	1	94	4.5e-10	40	pfam13649	Methyltransf_25	97
2737821909	262	18	246	5	210	4.7e-33	114.1	pfam03328	HpcH_HpaI	221
2737821911	387	64	137	3	64	3.8e-07	29.6	pfam07883	Cupin_2	71
2737821913	66	1	50	208	247	1.3e-04	21.3	pfam01075	Glyco_transf_9	249
2737821914	332	4	326	4	330	2.0e-30	106.2	pfam03060	NMO	331
2737821915	458	29	176	6	142	9.7e-06	24.2	pfam13000	Acatn	548
2737821915	458	261	457	4	179	1.1e-09	37.6	pfam07690	MFS_1	353
2737821916	287	87	273	23	193	3.9e-31	108.2	pfam01435	Peptidase_M48	196
2737821919	142	3	128	2	116	3.0e-08	34.1	pfam01850	PIN	122
2737821920	212	9	193	2	197	3.0e-27	95.8	pfam00753	Lactamase_B	197
2737821921	523	80	445	1	371	6.2e-74	249.1	pfam00496	SBP_bac_5	377
2737821922	339	120	339	1	182	4.4e-31	107.9	pfam00528	BPD_transp_1	185
2737821923	295	21	66	11	51	1.5e-07	31.2	pfam12911	OppC_N	51
2737821923	295	107	292	1	184	4.8e-28	98	pfam00528	BPD_transp_1	185
2737821924	325	28	187	1	136	1.1e-25	90.6	pfam00005	ABC_tran	137
2737821924	325	238	301	1	65	1.1e-13	51.3	pfam08352	oligo_HPY	65
2737821925	335	26	178	2	137	6.3e-35	120.5	pfam00005	ABC_tran	137
2737821925	335	229	294	1	65	5.1e-14	52.4	pfam08352	oligo_HPY	65
2737821926	306	29	305	70	291	7.9e-41	140.6	pfam04909	Amidohydro_2	291
2737821927	517	45	176	2	139	2.6e-25	88.6	pfam01565	FAD_binding_4	139
2737821928	567	27	154	1	110	2.2e-09	37.2	pfam00561	Abhydrolase_1	256
2737821928	567	313	441	2	113	6.2e-10	39	pfam00561	Abhydrolase_1	256
2737821929	509	19	415	6	422	8.4e-92	307.8	pfam00501	AMP-binding	423
2737821929	509	423	498	1	74	1.3e-22	80.4	pfam13193	AMP-binding_C	74
2737821930	421	3	414	2	408	3.4e-99	332.2	pfam03486	HI0933_like	409
2737821931	267	9	256	2	113	2.5e-12	46.9	pfam03372	Exo_endo_phos	113
2737821932	224	35	180	10	126	5.0e-13	48.7	pfam00156	Pribosyltran	159
2737821933	78	7	47	1	31	3.6e-07	29.8	pfam04014	MazE_antitoxin	46
2737821934	135	4	126	1	113	3.1e-12	46.9	pfam01850	PIN	122
2737821935	304	1	110	170	273	7.8e-38	130.3	pfam02934	GatB_N	273
2737821935	304	149	303	2	148	2.8e-49	166.7	pfam02637	GatB_Yqey	148
2737821936	90	12	83	5	68	8.1e-07	28.9	pfam00989	PAS	113
