gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737821805	188	51	73	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2737821806	299	48	145	SUPERFAMILY	SSF103481			
2737821806	299	194	289	SUPERFAMILY	SSF103481			
2737821807	364	248	267	ProSitePatterns	PS00470	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	GO:0000287|GO:0016616|GO:0051287|GO:0055114
2737821807	364	2	361	SUPERFAMILY	SSF53659			
2737821808	90	1	90	SMART	SM00411	IPR000119	Histone-like bacterial DNA-binding protein	GO:0003677
2737821808	90	1	90	SUPERFAMILY	SSF47729	IPR010992	Integration host factor (IHF)-like DNA-binding domain	GO:0003677
2737821808	90	46	65	ProSitePatterns	PS00045	IPR020816	Histone-like DNA-binding protein, conserved site	GO:0003677
2737821810	635	268	371	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2737821810	635	40	169	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2737821810	635	243	298	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2737821810	635	262	371	SUPERFAMILY	SSF54534			
2737821814	269	22	229	SUPERFAMILY	SSF53639	IPR001303	Class II aldolase/adducin N-terminal	
2737821814	269	27	208	SMART	SM01007	IPR001303	Class II aldolase/adducin N-terminal	
2737821815	335	46	125	SUPERFAMILY	SSF52283			
2737821815	335	107	288	SUPERFAMILY	SSF51735			
2737821816	164	2	150	SUPERFAMILY	SSF53182	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like	
2737821818	417	37	135	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2737821818	417	309	337	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2737821818	417	170	402	SUPERFAMILY	SSF51735			
2737821819	266	22	262	SUPERFAMILY	SSF102198			
2737821820	247	9	177	SMART	SM00822	IPR020842	Polyketide synthase/Fatty acid synthase, KR	
2737821820	247	133	161	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2737821820	247	9	242	SUPERFAMILY	SSF51735			
2737821821	108	29	107	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2737821822	201	38	201	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2737821823	308	62	162	SUPERFAMILY	SSF103481			
2737821823	308	220	303	SUPERFAMILY	SSF103481			
2737821824	153	12	104	SMART	SM00881	IPR003781	CoA-binding	GO:0048037
2737821824	153	6	133	SUPERFAMILY	SSF51735			
2737821825	431	201	215	ProSitePatterns	PS00868	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170
2737821825	431	8	429	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2737821826	194	14	194	SUPERFAMILY	SSF56801			
2737821828	369	5	233	ProSiteProfiles	PS50045	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524|GO:0006355|GO:0008134
2737821828	369	25	168	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737821828	369	217	260	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737821828	369	314	366	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737821828	369	29	42	ProSitePatterns	PS00675	IPR025662	Sigma-54 interaction domain, ATP-binding site 1	
2737821828	369	91	106	ProSitePatterns	PS00676	IPR025943	Sigma-54 interaction domain, ATP-binding site 2	
2737821828	369	217	226	ProSitePatterns	PS00688	IPR025944	Sigma-54 interaction domain, conserved site	
2737821828	369	5	245	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821829	170	1	19	ProSiteProfiles	PS51257			
2737821833	125	3	124	SUPERFAMILY	SSF143744			
2737821835	798	353	474	SUPERFAMILY	SSF52009	IPR008279	PEP-utilising enzyme, mobile domain	GO:0016310|GO:0016772
2737821835	798	470	796	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2737821835	798	421	432	ProSitePatterns	PS00370	IPR018274	PEP-utilising enzyme, active site	GO:0016310|GO:0016772
2737821835	798	701	719	ProSitePatterns	PS00742	IPR023151	PEP-utilising enzyme, conserved site	GO:0016772
2737821835	798	8	251	SUPERFAMILY	SSF56059			
2737821835	798	279	391	SUPERFAMILY	SSF56059			
2737821836	669	42	619	ProSiteProfiles	PS50283	IPR001734	Sodium/solute symporter	GO:0005215|GO:0006810|GO:0016020|GO:0055085
2737821837	121	1	103	SUPERFAMILY	SSF54995	IPR000529	Ribosomal protein S6	GO:0003735|GO:0005840|GO:0006412|GO:0019843
2737821838	96	1	96	ProSiteProfiles	PS50935	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697
2737821838	96	1	93	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2737821839	93	18	91	SUPERFAMILY	SSF46911	IPR001648	Ribosomal protein S18	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2737821840	150	1	56	SUPERFAMILY	SSF55658	IPR009027	Ribosomal protein L9/RNase H1, N-terminal	
2737821840	150	59	147	SUPERFAMILY	SSF55653	IPR020069	Ribosomal protein L9, C-terminal	
2737821840	150	13	40	ProSitePatterns	PS00651	IPR020070	Ribosomal protein L9, N-terminal	
2737821841	467	219	418	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737821841	467	22	133	SUPERFAMILY	SSF48024	IPR007693	DNA helicase, DnaB-like, N-terminal	GO:0003678|GO:0005524|GO:0006260
2737821841	467	196	463	ProSiteProfiles	PS51199	IPR007694	DNA helicase, DnaB-like, C-terminal	GO:0003678|GO:0005524|GO:0006260
2737821841	467	200	451	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821842	554	96	231	SMART	SM00670	IPR002716	PIN domain	
2737821842	554	340	533	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821842	554	96	157	SUPERFAMILY	SSF88723			
2737821842	554	194	245	SUPERFAMILY	SSF88723			
2737821844	495	334	494	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2737821844	495	7	85	SUPERFAMILY	SSF57884	IPR004026	Ada DNA repair, metal-binding	GO:0003677|GO:0006281|GO:0006355|GO:0008168|GO:0008270
2737821844	495	109	145	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737821844	495	148	196	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737821844	495	204	324	SMART	SM01009	IPR010316	DNA-3-methyladenine glycosylase AlkA, N-terminal	
2737821844	495	314	491	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2737821844	495	96	196	ProSiteProfiles	PS01124	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2737821844	495	111	194	SMART	SM00342	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2737821844	495	148	190	ProSitePatterns	PS00041	IPR018062	HTH domain AraC-type, conserved site	GO:0003700|GO:0006355|GO:0043565
2737821844	495	205	310	SUPERFAMILY	SSF55945			
2737821845	160	127	133	ProSitePatterns	PS00374	IPR001497	Methylated-DNA-[protein]-cysteine S-methyltransferase, active site	GO:0003908|GO:0006281
2737821845	160	76	159	SUPERFAMILY	SSF46767	IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	GO:0003824|GO:0006281
2737821845	160	4	81	SUPERFAMILY	SSF53155			
2737821846	212	1	80	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2737821846	212	81	210	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2737821846	212	85	212	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2737821846	212	1	83	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2737821847	348	11	345	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2737821848	399	8	177	SUPERFAMILY	SSF51905			
2737821848	399	181	280	SUPERFAMILY	SSF54373			
2737821848	399	274	366	SUPERFAMILY	SSF51905			
2737821849	286	9	286	SUPERFAMILY	SSF51556			
2737821850	257	98	118	ProSitePatterns	PS00166	IPR018376	Enoyl-CoA hydratase/isomerase, conserved site	GO:0003824|GO:0008152
2737821850	257	1	255	SUPERFAMILY	SSF52096			
2737821851	621	43	535	SUPERFAMILY	SSF56801			
2737821852	204	1	27	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2737821853	336	5	146	SMART	SM00897	IPR013702	FIST domain, N-terminal	
2737821854	94	1	17	ProSiteProfiles	PS51257			
2737821856	397	4	396	SUPERFAMILY	SSF89796	IPR023606	CoA-transferase family III domain	
2737821858	459	21	133	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2737821858	459	22	137	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2737821858	459	196	332	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2737821858	459	19	187	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2737821858	459	195	362	SUPERFAMILY	SSF109604			
2737821859	495	315	478	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2737821859	495	367	477	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2737821859	495	223	326	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2737821859	495	230	477	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2737821859	495	217	256	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2737821860	286	53	255	SUPERFAMILY	SSF53850			
2737821861	97	8	87	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2737821865	302	248	299	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2737821865	302	5	252	SUPERFAMILY	SSF53448			
2737821867	326	33	229	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2737821867	326	13	317	SUPERFAMILY	SSF56281			
2737821868	204	10	70	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2737821868	204	47	127	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2737821868	204	2	79	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737821868	204	89	197	SUPERFAMILY	SSF48498	IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	
2737821869	191	1	188	SUPERFAMILY	SSF100950			
2737821870	677	36	484	SUPERFAMILY	SSF48435	IPR016026	Lytic transglycosylase, superhelical U-shaped and linker domain	GO:0004553|GO:0042597
2737821870	677	496	659	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2737821871	605	361	600	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737821871	605	386	583	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737821871	605	24	343	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2737821871	605	38	326	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2737821871	605	503	517	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737821871	605	358	601	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821872	147	23	141	SUPERFAMILY	SSF54637			
2737821875	270	6	258	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737821875	270	30	235	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737821875	270	4	257	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821876	260	9	242	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737821876	260	33	219	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737821876	260	142	156	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737821876	260	6	240	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737821877	619	202	213	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2737821877	619	5	305	SUPERFAMILY	SSF56801			
2737821877	619	357	617	SUPERFAMILY	SSF56801			
2737821878	420	64	416	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2737821879	89	2	88	SUPERFAMILY	SSF54637			
2737821880	88	1	78	ProSiteProfiles	PS50159	IPR001892	Ribosomal protein S13	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2737821880	88	1	87	SUPERFAMILY	SSF46946	IPR010979	Ribosomal protein S13-like, H2TH	GO:0003676
