gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737821805	188	81.72	1	186	1	186	1.9e-107	347	KO:K00995	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	EC:2.7.8.5	Yes
2737821807	364	88.09	1	361	1	361	0.0e+00	754	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:1.1.1.83	Yes
2737821807	364	88.09	1	361	1	361	0.0e+00	754	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:1.1.1.93	Yes
2737821807	364	88.09	1	361	1	361	0.0e+00	754	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:4.1.1.73	Yes
2737821808	90	77.78	1	90	1	90	5.2e-43	155	KO:K03530	DNA-binding protein HU-beta		Yes
2737821810	635	53.55	1	633	1	632	0.0e+00	756	KO:K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	EC:5.2.1.8	Yes
2737821815	335	39.94	7	329	8	329	8.3e-67	243	KO:K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	EC:1.1.1.95	Yes
2737821816	164	61.49	3	162	61	215	5.1e-57	202	KO:K01304	pyroglutamyl-peptidase [EC:3.4.19.3]	EC:3.4.19.3	Yes
2737821824	153	67.35	6	152	7	153	7.8e-69	235	KO:K06929	uncharacterized protein		Yes
2737821825	431	68.15	2	428	11	437	0.0e+00	693	KO:K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	EC:2.5.1.49	Yes
2737821828	369	51.81	6	364	130	467	8.6e-108	366	KO:K10941	sigma-54 specific transcriptional regulator, flagellar regulatory protein A		Yes
2737821834	273	82.42	1	273	1	273	0.0e+00	524	KO:K09773	uncharacterized protein		Yes
2737821835	798	84.91	1	795	1	795	0.0e+00	1530	KO:K01007	pyruvate, water dikinase [EC:2.7.9.2]	EC:2.7.9.2	Yes
2737821836	669	43.45	17	656	25	665	0.0e+00	591	KO:K14393	cation/acetate symporter		Yes
2737821837	121	89.26	1	121	1	121	2.1e-78	258	KO:K02990	small subunit ribosomal protein S6		Yes
2737821838	96	62.37	1	93	10	102	4.0e-38	141	KO:K02686	primosomal replication protein N		Yes
2737821839	93	98.92	1	93	1	93	6.9e-64	213	KO:K02963	small subunit ribosomal protein S18		Yes
2737821840	150	83.33	1	150	1	150	5.4e-84	276	KO:K02939	large subunit ribosomal protein L9		Yes
2737821841	467	83.66	1	464	1	465	0.0e+00	874	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	Yes
2737821842	554	74.73	1	554	1	561	0.0e+00	942	KO:K07175	PhoH-like ATPase		Yes
2737821844	495	54.22	14	490	21	514	0.0e+00	552	KO:K13529	AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	EC:3.2.2.21	Yes
2737821845	160	60.53	9	160	14	164	3.2e-54	194	KO:K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	EC:2.1.1.63	Yes
2737821846	212	72.64	1	211	1	212	2.5e-112	363	KO:K01801	maleylpyruvate isomerase [EC:5.2.1.4]	EC:5.2.1.4	Yes
2737821847	348	76.88	2	347	5	350	0.0e+00	651	KO:K00450	gentisate 1,2-dioxygenase [EC:1.13.11.4]	EC:1.13.11.4	Yes
2737821848	399	83.12	7	397	9	399	0.0e+00	783	KO:K00480	salicylate hydroxylase [EC:1.14.13.1]	EC:1.14.13.1	Yes
2737821849	286	91.26	1	286	1	286	0.0e+00	633	KO:K07045	uncharacterized protein		Yes
2737821851	621	69.82	8	620	5	617	0.0e+00	1000	KO:K12508	feruloyl-CoA synthase [EC:6.2.1.34]	EC:6.2.1.34	Yes
2737821860	286	50.56	20	286	31	297	1.8e-86	297	KO:K02044	phosphonate transport system substrate-binding protein		Yes
2737821870	677	59.02	6	677	3	660	0.0e+00	849	KO:K08309	soluble lytic murein transglycosylase [EC:3.2.1.-]	EC:3.2.1.-	Yes
2737821871	605	80.17	13	605	23	612	0.0e+00	1060	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2737821872	147	79.56	9	145	1	136	2.9e-72	243	KO:K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	EC:3.1.2.-	Yes
2737821873	297	80.41	7	297	1	291	0.0e+00	531	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2737821874	358	77.09	1	358	1	358	0.0e+00	657	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2737821875	270	76.78	2	267	6	272	0.0e+00	461	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2737821876	260	85.94	5	260	2	257	0.0e+00	498	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2737821877	619	72.49	1	618	1	618	0.0e+00	1050	KO:K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	EC:6.2.1.3	Yes
2737821878	420	74.35	37	418	2	383	0.0e+00	667	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2737821880	88	87.5	1	88	34	121	2.6e-54	186	KO:K02952	small subunit ribosomal protein S13		Yes
2737821881	134	95.52	1	134	1	134	5.5e-91	295	KO:K02948	small subunit ribosomal protein S11		Yes
2737821882	207	90.82	1	207	1	207	0.0e+00	431	KO:K02986	small subunit ribosomal protein S4		Yes
2737821883	330	89.06	1	329	1	329	0.0e+00	665	KO:K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	EC:2.7.7.6	Yes
2737821884	131	93.39	1	121	1	121	3.3e-79	261	KO:K02879	large subunit ribosomal protein L17		Yes
2737821888	539	73.27	1	535	1	535	0.0e+00	922	KO:K08295	2-aminobenzoate-CoA ligase [EC:6.2.1.32]	EC:6.2.1.32	Yes
2737821889	391	74.74	8	387	19	410	0.0e+00	640	KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	EC:1.3.8.7	Yes
2737821892	761	76.6	1	755	1	765	0.0e+00	1380	KO:K09461	anthraniloyl-CoA monooxygenase [EC:1.14.13.40]	EC:1.14.13.40	Yes
2737821897	296	78.38	1	296	1	287	0.0e+00	544	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	Yes
2737821903	372	60.11	1	371	1	371	0.0e+00	518	KO:K18850	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	EC:1.14.11.47	Yes
2737821905	370	53.55	14	370	22	385	6.5e-126	417	KO:K07287	outer membrane protein assembly factor BamC		Yes
2737821906	294	77.59	4	293	8	297	0.0e+00	544	KO:K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	EC:4.3.3.7	Yes
2737821909	262	62.31	2	261	6	258	4.3e-116	379	KO:K02510	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	EC:4.1.2.52	Yes
2737821910	398	54.95	12	395	6	380	0.0e+00	495	KO:K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	EC:2.1.1.14	Yes
2737821914	332	68.18	3	330	11	339	0.0e+00	512	KO:K00459	nitronate monooxygenase [EC:1.13.12.16]	EC:1.13.12.16	Yes
2737821915	458	75.44	2	443	7	462	0.0e+00	764	KO:K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG		Yes
2737821919	142	47.89	1	141	1	142	1.3e-42	159	KO:K07064	uncharacterized protein		Yes
2737821921	523	31.14	57	510	74	518	1.0e-57	223	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2737821922	339	43.69	15	338	11	335	5.4e-89	309	KO:K02033	peptide/nickel transport system permease protein		Yes
2737821923	295	43.1	2	291	13	302	4.9e-81	282	KO:K02034	peptide/nickel transport system permease protein		Yes
2737821924	325	46.33	26	323	34	333	2.0e-90	312	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2737821925	335	44.62	1	320	1	319	3.4e-93	321	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2737821926	306	37.6	62	303	47	284	1.7e-62	229	KO:K07045	uncharacterized protein		Yes
2737821927	517	38.8	9	512	12	528	1.3e-99	352	KO:K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	EC:1.1.2.4	Yes
2737821929	509	36.33	19	509	8	506	5.3e-106	370	KO:K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	EC:6.2.1.3	Yes
2737821930	421	61.37	5	419	30	451	0.0e+00	578	KO:K07007	uncharacterized protein		Yes
2737821931	267	75.38	5	265	1	264	0.0e+00	489	KO:K01142	exodeoxyribonuclease III [EC:3.1.11.2]	EC:3.1.11.2	Yes
2737821932	224	79.64	2	222	1	220	4.9e-121	389	KO:K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	EC:2.4.2.10	Yes
2737821933	78	65.38	1	78	1	78	1.1e-30	118	KO:K18829	antitoxin VapB		Yes
2737821934	135	71.76	2	132	3	133	2.4e-64	220	KO:K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	EC:3.1.-	Yes
2737821938	471	88.54	1	471	1	471	0.0e+00	1010	KO:K01915	glutamine synthetase [EC:6.3.1.2]	EC:6.3.1.2	Yes
2737821942	414	83.41	1	414	1	422	0.0e+00	765	KO:K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	EC:2.3.1.61	Yes
2737821943	959	86.69	10	959	6	959	0.0e+00	1960	KO:K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	EC:1.2.4.2	Yes
2737821945	630	75.44	4	630	7	633	0.0e+00	1130	KO:K01908	propionyl-CoA synthetase [EC:6.2.1.17]	EC:6.2.1.17	Yes
2737821951	247	79.59	4	247	8	252	0.0e+00	452	KO:K09972	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2737821952	400	75	5	395	1	392	0.0e+00	691	KO:K00481	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	EC:1.14.13.2	Yes
2737821954	324	61.25	4	323	51	362	3.0e-130	426	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2737821956	382	35.83	12	372	20	378	3.6e-65	241	KO:K11902	type VI secretion system protein ImpA		Yes
2737821960	317	82.28	1	316	1	316	0.0e+00	608	KO:K00459	nitronate monooxygenase [EC:1.13.12.16]	EC:1.13.12.16	Yes
2737821961	105	68.27	1	104	1	104	1.8e-51	180	KO:K09913	uncharacterized protein		Yes
2737821966	224	37.07	2	220	3	232	9.3e-38	151	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2737821967	362	42.42	2	357	4	342	1.4e-101	347	KO:K03862	vanillate O-demethylase monooxygenase subunit [EC:1.14.13.82]	EC:1.14.13.82	Yes
2737821975	507	62.27	12	501	4	494	0.0e+00	654	KO:K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2737821976	731	78.39	1	731	1	712	0.0e+00	1310	KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2737821982	403	72.26	11	402	6	398	0.0e+00	689	KO:K00507	stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1]	EC:1.14.19.1	Yes
2737821983	56	94.64	1	56	1	56	2.2e-34	126	KO:K02913	large subunit ribosomal protein L33		Yes
2737821984	77	90.91	1	77	1	77	6.8e-48	167	KO:K02902	large subunit ribosomal protein L28		Yes
2737821985	315	83.28	4	314	7	317	0.0e+00	614	KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	Yes
2737821986	774	76.06	1	774	1	778	0.0e+00	1280	KO:K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family		Yes
2737821987	215	56.12	19	214	18	212	2.5e-72	250	KO:K03634	outer membrane lipoprotein carrier protein		Yes
2737821990	437	45.48	1	430	1	424	1.6e-122	414	KO:K02498	HemY protein		Yes
2737821991	340	57.39	2	340	25	376	3.0e-120	398	KO:K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	EC:2.1.1.107	Yes
2737821992	265	50.78	1	254	1	247	5.6e-70	248	KO:K01719	uroporphyrinogen-III synthase [EC:4.2.1.75]	EC:4.2.1.75	Yes
2737821993	302	77.44	6	302	9	305	0.0e+00	507	KO:K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	EC:2.5.1.61	Yes
2737821999	276	31.03	68	264	61	262	1.0e-14	81.4	KO:K16841	allantoin racemase [EC:5.1.99.3]	EC:5.1.99.3	Yes
2737822001	483	49.46	17	483	6	469	0.0e+00	475	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2737822001	483	49.46	17	483	6	469	0.0e+00	475	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2737822004	363	89.81	1	363	1	363	0.0e+00	739	KO:K06942	ribosome-binding ATPase		Yes
2737822005	295	56.7	3	293	7	290	6.0e-114	376	KO:K07140	uncharacterized protein		Yes
2737822012	72	73.61	1	72	1	72	1.1e-36	135	KO:K02518	translation initiation factor IF-1		Yes
2737822013	438	89.75	1	438	1	439	0.0e+00	891	KO:K03076	preprotein translocase subunit SecY		Yes
2737822014	143	81.82	1	143	1	143	2.0e-81	269	KO:K02876	large subunit ribosomal protein L15		Yes
2737822015	60	88.33	1	60	1	60	3.5e-32	121	KO:K02907	large subunit ribosomal protein L30		Yes
2737822016	172	88.95	1	172	1	172	3.3e-106	342	KO:K02988	small subunit ribosomal protein S5		Yes
2737822017	121	87.6	1	121	1	121	9.3e-71	236	KO:K02881	large subunit ribosomal protein L18		Yes
2737822018	177	79.1	1	177	1	177	5.6e-99	322	KO:K02933	large subunit ribosomal protein L6		Yes
