gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757592825	142	8	135	6	82	1.3e-06	27.8	pfam01717	Meth_synt_2	324
2757592826	348	33	322	2	283	1.3e-46	159.1	pfam03480	DctP	286
2757592827	162	23	155	4	130	1.3e-23	83.2	pfam04290	DctQ	132
2757592828	576	27	295	4	267	7.2e-31	107.2	pfam02653	BPD_transp_2	268
2757592828	576	354	502	1	135	3.1e-23	82.7	pfam00005	ABC_tran	137
2757592828	576	550	572	1	23	9.6e-09	34.8	pfam12399	BCA_ABC_TP_C	23
2757592829	242	23	169	3	136	1.6e-27	96.6	pfam00005	ABC_tran	137
2757592830	315	153	274	2	123	4.9e-07	29.9	pfam00903	Glyoxalase	128
2757592831	339	47	258	5	210	6.3e-10	39.2	pfam09084	NMT1	216
2757592832	325	49	322	1	273	8.2e-72	241.4	pfam03401	TctC	274
2757592833	194	1	124	4	126	7.1e-16	58.4	pfam13577	SnoaL_4	127
2757592834	346	66	331	1	246	9.0e-61	205.4	pfam08450	SGL	246
2757592835	392	4	102	2	98	4.1e-40	136.3	pfam00438	S-AdoMet_synt_N	99
2757592835	392	117	238	2	118	4.3e-44	149.4	pfam02772	S-AdoMet_synt_M	118
2757592835	392	240	379	1	138	3.6e-68	227.7	pfam02773	S-AdoMet_synt_C	138
2757592836	299	8	294	20	288	1.8e-31	109.3	pfam03279	Lip_A_acyltrans	295
2757592837	296	1	279	18	295	6.2e-59	199.4	pfam03279	Lip_A_acyltrans	295
2757592838	303	28	289	1	255	1.2e-24	87.2	pfam00561	Abhydrolase_1	256
2757592839	283	58	183	1	111	6.3e-17	61.6	pfam01926	MMR_HSR1	114
2757592840	208	34	110	1	92	5.8e-09	36.8	pfam00034	Cytochrom_C	92
2757592840	208	122	208	11	90	3.5e-07	31.1	pfam00034	Cytochrom_C	92
2757592841	335	107	269	8	172	5.7e-27	94.3	pfam00174	Oxidored_molyb	172
2757592842	199	43	158	13	124	2.1e-15	56.8	pfam01794	Ferric_reduct	124
2757592843	440	59	303	12	242	7.6e-64	215.4	pfam02784	Orn_Arg_deC_N	242
2757592843	440	311	415	3	110	6.1e-18	64.8	pfam00278	Orn_DAP_Arg_deC	110
2757592844	114	9	114	2	88	1.6e-18	67.2	pfam02417	Chromate_transp	156
2757592845	192	12	179	1	149	1.8e-24	86.6	pfam02417	Chromate_transp	156
2757592846	252	18	251	1	234	5.1e-72	242.1	pfam13561	adh_short_C2	234
2757592847	787	56	440	1	298	0.0e+00	465.7	pfam08497	Radical_SAM_N	298
2757592847	787	441	647	1	164	1.6e-16	61	pfam04055	Radical_SAM	167
2757592847	787	655	771	1	107	2.8e-55	186.7	pfam11842	DUF3362	150
2757592848	157	10	74	2	64	4.2e-28	97	pfam01668	SmpB	65
2757592849	145	10	135	4	129	1.9e-24	86.2	pfam03364	Polyketide_cyc	130
