gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757592828	576	54.26	6	575	4	578	0.0e+00	687	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2757592829	242	51.5	7	239	1	233	2.0e-84	288	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2757592834	346	67.3	29	343	41	355	0.0e+00	521	KO:K01053	gluconolactonase [EC:3.1.1.17]	EC:3.1.1.17	Yes
2757592835	392	89.54	1	391	1	392	0.0e+00	826	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
2757592836	299	50.52	12	298	11	299	2.5e-105	352	KO:K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	EC:2.3.1.241	Yes
2757592837	296	59.36	6	288	16	298	5.9e-122	399	KO:K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	EC:2.3.1.241	Yes
2757592839	283	74.19	21	237	8	223	5.4e-110	364	KO:K03978	GTP-binding protein		Yes
2757592841	335	80.24	7	335	7	334	0.0e+00	625	KO:K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	EC:1.8.-	Yes
2757592842	199	69.43	4	196	7	199	1.2e-95	315	KO:K17247	methionine sulfoxide reductase heme-binding subunit		Yes
2757592843	440	75	17	440	1	424	0.0e+00	746	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2757592845	192	50.85	7	183	11	187	1.1e-63	224	KO:K07240	chromate transporter		Yes
2757592846	252	82.11	7	252	2	247	0.0e+00	461	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2757592848	157	84.81	1	157	28	185	2.8e-96	312	KO:K03664	SsrA-binding protein		Yes
2757592850	112	48.62	4	112	14	116	2.2e-27	112	KO:K09801	uncharacterized protein		Yes
2757592850	112	50.46	4	112	15	117	5.4e-28	114	KO:K03154	sulfur carrier protein		Yes
2757592857	734	48.48	12	729	11	730	0.0e+00	744	KO:K03321	sulfate permease, SulP family		Yes
2757592858	790	75	1	790	147	950	0.0e+00	1370	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	Yes
2757592860	303	76.64	1	303	1	304	0.0e+00	539	KO:K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	EC:1.1.1.60	Yes
2757592860	303	77.63	1	303	1	304	0.0e+00	547	KO:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	EC:1.1.1.31	Yes
2757592861	346	51.48	1	338	1	337	1.1e-103	352	KO:K02669	twitching motility protein PilT		Yes
2757592862	229	65.81	1	229	1	234	2.1e-106	348	KO:K06997	PLP dependent protein		Yes
2757592863	102	70	5	94	1	90	1.5e-38	143	KO:K06218	mRNA interferase RelE/StbE		Yes
2757592864	82	81.71	1	82	1	82	3.6e-43	154	KO:K18923	antitoxin StbD		Yes
2757592866	141	53.24	1	139	14	152	5.6e-51	182	KO:K07006	uncharacterized protein		Yes
2757592869	354	88.39	2	354	3	355	0.0e+00	740	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:1.1.1.83	Yes
2757592869	354	88.39	2	354	3	355	0.0e+00	740	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:1.1.1.93	Yes
2757592869	354	88.39	2	354	3	355	0.0e+00	740	KO:K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	EC:4.1.1.73	Yes
2757592871	259	84.17	1	259	1	259	0.0e+00	496	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2757592874	271	64.21	1	271	1	271	1.6e-123	401	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:3.2.2.23	Yes
2757592874	271	64.21	1	271	1	271	1.6e-123	401	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:4.2.99.18	Yes
2757592875	345	55.29	5	343	2	341	0.0e+00	432	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	Yes
2757592876	295	67.25	7	290	4	287	0.0e+00	450	KO:K06958	RNase adapter protein RapZ		Yes
2757592877	554	69.55	1	554	1	555	0.0e+00	837	KO:K03631	DNA repair protein RecN (Recombination protein N)		Yes
2757592878	298	74.16	1	298	1	298	0.0e+00	511	KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	Yes
2757592879	337	84.34	3	334	1	332	0.0e+00	624	KO:K03705	heat-inducible transcriptional repressor		Yes
2757592881	256	31.3	15	241	32	256	1.9e-28	124	KO:K19302	undecaprenyl-diphosphatase [EC:3.6.1.27]	EC:3.6.1.27	Yes
2757592883	368	81.79	1	368	1	368	0.0e+00	680	KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	EC:2.7.7.7	Yes
2757592884	464	81.98	12	464	5	459	0.0e+00	837	KO:K02313	chromosomal replication initiator protein		Yes
2757592885	44	100	1	44	1	44	8.4e-26	101	KO:K02914	large subunit ribosomal protein L34		Yes
2757592886	135	47.62	6	128	2	125	1.1e-28	118	KO:K03536	ribonuclease P protein component [EC:3.1.26.5]	EC:3.1.26.5	Yes
2757592887	91	66.67	1	69	1	69	1.7e-33	128	KO:K08998	uncharacterized protein		Yes
2757592888	559	63.51	1	556	1	570	0.0e+00	833	KO:K03217	YidC/Oxa1 family membrane protein insertase		Yes
2757592889	478	57.41	1	478	1	473	0.0e+00	574	KO:K03650	tRNA modification GTPase [EC:3.6.-.-]	EC:3.6.-	Yes
2757592890	350	68.32	29	350	12	333	0.0e+00	493	KO:K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	EC:5.3.1.13	Yes
2757592891	182	61.36	1	176	2	177	3.6e-72	247	KO:K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	EC:3.1.3.45	Yes
2757592892	231	43.01	25	214	11	203	4.2e-42	164	KO:K11719	lipopolysaccharide export system protein LptC		Yes
2757592894	400	81.5	1	400	1	400	0.0e+00	778	KO:K03320	ammonium transporter, Amt family		Yes
2757592895	384	42.33	8	384	12	389	2.9e-110	374	KO:K12542	membrane fusion protein, adhesin transport system		Yes
2757592896	706	47.35	3	698	4	692	0.0e+00	755	KO:K12541	ATP-binding cassette, subfamily C, bacterial LapB		Yes
2757592897	432	33.88	35	402	48	415	3.0e-63	238	KO:K12543	outer membrane protein, adhesin transport system		Yes
2757592898	379	80.32	3	373	5	380	0.0e+00	710	KO:K00641	homoserine O-acetyltransferase [EC:2.3.1.31]	EC:2.3.1.31	Yes
2757592901	237	58.47	1	232	3	238	3.9e-86	292	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
2757592902	369	64.86	20	369	17	362	0.0e+00	515	KO:K07102	anomeric MurNAc/GlcNAc kinase [EC:2.7.1.-]	EC:2.7.1.-	Yes
2757592903	776	49.28	20	776	48	799	0.0e+00	836	KO:K04744	LPS-assembly protein		Yes
2757592904	445	54.24	1	444	20	466	0.0e+00	523	KO:K03771	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	EC:5.2.1.8	Yes
2757592905	264	68.95	7	254	5	252	4.6e-118	385	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	Yes
2757592907	108	74.07	1	108	1	108	1.1e-53	187	KO:K07171	mRNA interferase MazF [EC:3.1.-.-]	EC:3.1.-	Yes
2757592913	397	84.77	1	394	1	394	0.0e+00	815	KO:K01451	hippurate hydrolase [EC:3.5.1.32]	EC:3.5.1.32	Yes
2757592915	263	76.47	1	255	1	252	0.0e+00	462	KO:K03525	type III pantothenate kinase [EC:2.7.1.33]	EC:2.7.1.33	Yes
2757592925	190	68.95	1	190	1	189	9.2e-82	274	KO:K03687	molecular chaperone GrpE		Yes
2757592926	116	77.88	1	113	1	113	1.8e-63	215	KO:K03772	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	EC:5.2.1.8	Yes
2757592930	609	84.07	1	609	1	609	0.0e+00	1180	KO:K06207	GTP-binding protein		Yes
