gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757598623	500	57	196	1	138	5.7e-38	129.7	pfam01565	FAD_binding_4	139
2757598623	500	231	472	1	250	5.7e-65	219.3	pfam02913	FAD-oxidase_C	250
2757598624	335	58	332	3	272	6.4e-77	258.2	pfam03401	TctC	274
2757598625	521	13	422	10	422	1.2e-89	300.7	pfam00501	AMP-binding	423
2757598625	521	430	505	1	74	1.8e-13	51.1	pfam13193	AMP-binding_C	74
2757598626	394	28	384	17	363	5.4e-53	180.3	pfam00155	Aminotran_1_2	363
2757598627	622	6	73	16	72	3.9e-18	64.9	pfam00364	Biotin_lipoyl	73
2757598627	622	139	616	6	482	6.4e-74	249.3	pfam01039	Carboxyl_trans	494
2757598628	380	33	354	1	321	8.2e-108	360.1	pfam06089	Asparaginase_II	322
2757598629	559	59	403	1	308	2.3e-52	178.2	pfam00884	Sulfatase	309
2757598629	559	502	554	2	53	1.4e-26	91.9	pfam12411	Choline_sulf_C	53
2757598630	141	1	141	4	141	2.8e-29	102.3	pfam00582	Usp	141
2757598632	244	104	226	178	299	3.7e-27	94.9	pfam00676	E1_dh	300
2757598633	346	5	183	3	174	2.5e-48	163.9	pfam02779	Transket_pyr	178
2757598633	346	205	328	1	124	9.6e-32	109.3	pfam02780	Transketolase_C	124
2757598634	82	4	79	15	72	1.6e-12	46.9	pfam00364	Biotin_lipoyl	73
2757598635	403	43	319	3	214	2.5e-23	82.3	pfam16576	HlyD_D23	214
2757598636	410	25	256	1	192	2.3e-13	50.8	pfam12704	MacB_PCD	194
2757598636	410	284	404	5	121	1.3e-17	63.8	pfam02687	FtsX	121
2757598637	235	35	185	3	136	4.6e-28	98.3	pfam00005	ABC_tran	137
2757598638	207	14	206	3	188	6.0e-12	45.3	pfam01810	LysE	193
2757598639	323	7	146	2	133	6.2e-10	39.2	pfam00892	EamA	137
2757598639	323	159	292	2	133	1.8e-16	60.4	pfam00892	EamA	137
2757598640	206	14	200	4	182	4.9e-18	65.1	pfam01810	LysE	193
2757598641	275	32	83	1	51	1.1e-08	34.6	pfam09339	HTH_IclR	52
2757598641	275	148	273	7	127	7.9e-12	45	pfam01614	IclR	129
2757598642	258	14	251	1	234	2.6e-48	164.5	pfam13561	adh_short_C2	234
2757598643	295	3	288	1	291	5.2e-30	105.1	pfam04909	Amidohydro_2	291
2757598644	426	28	136	26	116	2.7e-08	33.9	pfam02746	MR_MLE_N	117
2757598644	426	200	417	2	216	7.9e-58	195.6	pfam13378	MR_MLE_C	219
2757598645	315	31	287	2	258	2.5e-55	187.7	pfam13407	Peripla_BP_4	258
2757598646	337	53	327	2	268	1.6e-48	165	pfam02653	BPD_transp_2	268
2757598647	501	20	171	1	137	1.5e-26	93.4	pfam00005	ABC_tran	137
2757598647	501	270	426	2	136	1.9e-18	67.2	pfam00005	ABC_tran	137
2757598648	253	15	252	2	234	1.3e-55	188.4	pfam13561	adh_short_C2	234
2757598649	91	6	89	4	82	3.6e-13	49.2	pfam13670	PepSY_2	84
2757598650	344	22	343	4	304	1.5e-66	224.9	pfam00850	Hist_deacetyl	306
2757598651	96	11	71	14	70	1.6e-06	27.8	pfam13410	GST_C_2	70
2757598652	126	3	116	1	120	1.1e-05	25.8	pfam01850	PIN	122
2757598653	68	1	48	1	42	2.3e-05	24.1	pfam09957	VapB_antitoxin	47
2757598654	389	7	337	4	320	6.5e-23	81.1	pfam07690	MFS_1	353
2757598655	543	8	274	2	194	4.3e-52	176.3	pfam00009	GTP_EFTU	194
2757598655	543	317	384	2	74	4.6e-09	36.4	pfam03144	GTP_EFTU_D2	74
2757598655	543	392	520	1	130	3.8e-42	143.1	pfam16658	RF3_C	131
2757598656	421	12	130	2	119	8.2e-27	93.5	pfam01042	Ribonuc_L-PSP	121
2757598656	421	153	276	22	119	2.3e-23	82.4	pfam01042	Ribonuc_L-PSP	121
2757598656	421	298	414	14	118	7.1e-26	90.5	pfam01042	Ribonuc_L-PSP	121
2757598657	386	49	308	44	216	2.6e-22	79.2	pfam00266	Aminotran_5	371
2757598658	1166	357	513	2	114	1.7e-11	44.4	pfam07603	DUF1566	116
2757598658	1166	755	889	2	98	2.5e-11	43.8	pfam07603	DUF1566	116
2757598659	140	19	138	2	120	6.1e-14	52.4	pfam13279	4HBT_2	123
2757598660	483	12	482	1	295	0.0e+00	458.2	pfam05221	AdoHcyase	295
2757598660	483	238	402	1	162	4.8e-76	254.2	pfam00670	AdoHcyase_NAD	162
2757598661	282	61	274	1	175	4.2e-22	79	pfam01728	FtsJ	177
2757598662	285	2	277	12	287	1.3e-79	267.4	pfam02219	MTHFR	287
2757598663	822	110	817	3	711	0.0e+00	1062.4	pfam00343	Phosphorylase	712
2757598664	488	2	244	1	243	3.6e-67	226.5	pfam08323	Glyco_transf_5	244
2757598664	488	291	460	14	160	8.8e-08	31.8	pfam00534	Glycos_transf_1	172
2757598665	429	22	294	2	246	1.3e-64	218	pfam00483	NTP_transferase	248
2757598666	704	13	101	2	82	2.8e-11	43.5	pfam02922	CBM_48	83
2757598667	729	127	210	2	83	7.9e-22	77.3	pfam02922	CBM_48	83
2757598667	729	271	375	11	81	6.5e-06	25.8	pfam00128	Alpha-amylase	337
2757598667	729	632	729	1	95	3.5e-23	81.7	pfam02806	Alpha-amylase_C	96
