gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2757598623	500	40.69	25	476	1	459	1.0e-89	323	COG0277	FAD/FMN-containing dehydrogenase	459
2757598624	335	34.17	14	331	1	316	3.0e-61	229	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757598625	521	38.04	1	517	8	527	1.0e-110	394	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2757598626	394	36.69	8	389	12	390	1.0e-82	300	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2757598627	622	35.65	108	615	5	514	1.0e-118	420	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component	526
2757598628	380	41.18	32	353	13	335	5.0e-71	261	COG4448	L-asparaginase II	339
2757598629	559	33.2	57	503	3	471	2.0e-70	260	COG3119	Arylsulfatase A or related enzyme	475
2757598630	141	32.43	1	141	6	151	2.0e-10	58.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2757598633	346	53.03	7	336	2	322	6.0e-119	420	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2757598636	410	29.37	7	409	3	406	1.0e-51	197	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	408
2757598637	235	45.5	14	234	1	220	2.0e-70	259	COG1136	ABC-type lipoprotein export system, ATPase component	226
2757598638	207	27.83	1	205	1	204	8.0e-13	67.2	COG1280	Threonine/homoserine/homoserine lactone efflux protein	208
2757598639	323	25.8	9	290	4	283	2.0e-06	46.8	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2757598640	206	28.02	2	206	2	206	2.0e-25	109	COG1280	Threonine/homoserine/homoserine lactone efflux protein	208
2757598641	275	27.16	31	271	1	241	3.0e-36	145	COG1414	DNA-binding transcriptional regulator, IclR family	246
2757598642	258	38.91	3	251	1	251	9.0e-39	153	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2757598643	295	28.72	1	288	8	278	3.0e-39	155	COG3618	Predicted metal-dependent hydrolase, TIM-barrel fold	279
2757598644	426	24.47	3	426	2	371	2.0e-60	226	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2757598645	315	32.05	1	308	5	316	5.0e-41	161	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	322
2757598646	337	46.82	25	337	9	313	2.0e-61	229	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	316
2757598647	501	53.63	1	494	5	498	0.0e+00	627	COG1129	ABC-type sugar transport system, ATPase component	500
