gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737832233	62	7	61	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2737832234	44	2	21	ProSitePatterns	PS00784	IPR020939	Ribosomal protein L34, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2737832235	468	165	299	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737832235	468	364	467	SUPERFAMILY	SSF48295	IPR010921	Trp repressor/replication initiator	GO:0043565
2737832235	468	376	445	SMART	SM00760	IPR013159	Chromosomal replication initiator, DnaA C-terminal	GO:0005524|GO:0006270|GO:0006275|GO:0043565
2737832235	468	426	445	ProSitePatterns	PS01008	IPR018312	Chromosomal replication control, initiator DnaA, conserved site	GO:0003677|GO:0003688|GO:0005524|GO:0006270|GO:0006275
2737832235	468	133	344	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737832236	368	18	364	SMART	SM00480	IPR001001	DNA polymerase III, beta chain	GO:0003677|GO:0003887|GO:0006260|GO:0008408|GO:0009360
2737832236	368	6	120	SUPERFAMILY	SSF55979			
2737832236	368	130	246	SUPERFAMILY	SSF55979			
2737832236	368	247	368	SUPERFAMILY	SSF55979			
2737832237	249	68	249	SMART	SM00433	IPR001241	DNA topoisomerase, type IIA	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2737832237	249	38	249	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2737832237	249	64	224	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2737832241	314	1	59	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2737832241	314	3	84	SUPERFAMILY	SSF46785			
2737832241	314	91	298	SUPERFAMILY	SSF53850			
2737832242	363	6	359	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2737832244	443	12	442	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2737832244	443	201	206	ProSitePatterns	PS00161	IPR018523	Isocitrate lyase/phosphorylmutase, conserved site	GO:0003824|GO:0008152
2737832245	743	5	743	SUPERFAMILY	SSF53659			
2737832246	635	529	633	SUPERFAMILY	SSF52954	IPR004154	Anticodon-binding	
