gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737832234	44	1	44	5.8e-28	83.2	TIGR01030	ribosomal protein L34, bacterial type
2737832235	468	18	466	0.0e+00	554.1	TIGR00362	chromosomal replication initiator protein DnaA
2737832236	368	2	368	2.9e-98	315.1	TIGR00663	DNA polymerase III, beta subunit
2737832239	370	2	347	2.2e-110	354.6	TIGR04407	LPS export ABC transporter permease LptF
2737832240	373	3	369	9.0e-108	345.9	TIGR04408	LPS export ABC transporter permease LptG
2737832244	443	15	265	4.6e-111	357.7	TIGR01346	isocitrate lyase
2737832245	743	1	743	0.0e+00	1319.4	TIGR00178	isocitrate dehydrogenase, NADP-dependent, monomeric type
2737832246	635	72	631	0.0e+00	725.5	TIGR00418	threonyl-tRNA synthetase
2737832247	180	1	160	1.2e-64	203.1	TIGR00168	translation initiation factor IF-3
2737832250	294	4	270	2.4e-112	360.7	TIGR01099	UTP--glucose-1-phosphate uridylyltransferase
2737832252	198	6	191	3.4e-49	152.9	TIGR00172	MAF protein
2737832254	60	2	55	9.9e-25	72.9	TIGR01031	ribosomal protein L32
2737832256	321	23	320	0.0e+00	426.6	TIGR00510	lipoate synthase
2737832257	213	3	114	4.3e-38	116.8	TIGR00214	lipoate-protein ligase B
2737832260	289	19	286	4.0e-41	127.4	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2737832261	81	19	76	8.0e-27	79.4	TIGR01260	ATP synthase, F0 subunit c
2737832262	156	10	156	1.0e-41	128.4	TIGR01144	ATP synthase, F0 subunit b
2737832263	176	7	174	3.3e-41	127.5	TIGR01145	ATP synthase, F1 delta subunit
2737832264	518	2	518	0.0e+00	812.8	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2737832265	179	1	179	3.0e-58	183.8	TIGR01146	ATP synthase, F1 gamma subunit
2737832267	801	91	731	0.0e+00	614.8	TIGR02074	penicillin-binding protein, 1A family
2737832268	59	1	59	4.2e-23	67.5	TIGR03421	iron donor protein CyaY
2737832273	177	24	148	3.2e-33	100.5	TIGR01837	poly(hydroxyalkanoate) granule-associated protein
2737832274	299	33	273	9.9e-74	233.8	TIGR00761	acetylglutamate kinase
2737832282	471	7	461	0.0e+00	541.1	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2737832283	358	1	349	2.6e-98	315.2	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2737832284	417	45	408	6.0e-121	389.8	TIGR02614	cell division protein FtsW
2737832285	582	237	569	4.0e-78	249.4	TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
2737832286	206	1	206	3.6e-89	285.4	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
2737832287	266	1	266	3.9e-127	410.6	TIGR00170	3-isopropylmalate dehydratase, large subunit
2737832288	432	16	430	0.0e+00	758.9	TIGR01798	citrate synthase I (hexameric type)
2737832290	234	8	226	5.3e-88	280.2	TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
2737832295	427	4	426	0.0e+00	688.1	TIGR01060	phosphopyruvate hydratase
2737832297	244	1	235	3.3e-106	340.2	TIGR01362	3-deoxy-8-phosphooctulonate synthase
2737832298	385	152	375	1.3e-45	142.6	TIGR00227	riboflavin-specific deaminase C-terminal domain
2737832298	385	6	372	8.9e-92	294.8	TIGR00326	riboflavin biosynthesis protein RibD
2737832299	212	1	211	2.0e-56	176.4	TIGR00187	riboflavin synthase, alpha subunit
2737832300	374	9	206	5.6e-74	234.1	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2737832301	154	17	152	2.2e-43	133.8	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2737832304	555	7	537	0.0e+00	828.4	TIGR01810	choline dehydrogenase
2737832308	184	2	184	1.7e-66	209.4	TIGR00038	translation elongation factor P
2737832309	289	119	263	1.3e-13	37.8	TIGR00725	TIGR00725 family protein
2737832309	289	136	284	4.9e-35	107.9	TIGR00730	TIGR00730 family protein
2737832312	279	8	277	8.0e-95	303.3	TIGR00676	5,10-methylenetetrahydrofolate reductase, prokaryotic form
2737832314	143	3	143	7.3e-63	196.7	TIGR01066	ribosomal protein L13, bacterial type
2737832318	121	16	121	1.1e-41	127.5	TIGR00049	Iron-sulfur cluster assembly accessory protein
2737832320	421	22	420	1.7e-116	375.5	TIGR00234	tyrosyl-tRNA synthetase
2737832321	130	9	130	6.2e-32	97	TIGR01297	cation diffusion facilitator family transporter
2737832322	642	1	473	0.0e+00	817.8	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
2737832322	642	511	642	5.8e-63	197.9	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
2737832326	557	8	557	0.0e+00	610.5	TIGR02013	DNA-directed RNA polymerase, beta subunit
2737832327	125	1	125	1.4e-50	157.1	TIGR00855	ribosomal protein L7/L12
2737832329	231	3	229	1.3e-105	337.8	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2737832330	143	3	142	2.6e-68	214.5	TIGR01632	50S ribosomal protein uL11, bacterial form
2737832331	191	19	191	3.0e-72	229.1	TIGR00922	transcription termination/antitermination factor NusG
2737832332	126	67	124	3.0e-19	55	TIGR00964	preprotein translocase, SecE subunit, bacterial
2737832336	664	14	660	0.0e+00	703.5	TIGR01055	DNA topoisomerase IV, B subunit, proteobacterial
2737832338	262	1	257	5.7e-50	156.5	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2737832340	324	8	318	4.6e-129	415.7	TIGR01251	ribose-phosphate pyrophosphokinase
2737832341	209	3	183	7.1e-43	132.4	TIGR00731	ribosomal protein bL25, Ctc-form
2737832342	209	2	188	4.5e-62	195.1	TIGR00447	aminoacyl-tRNA hydrolase
2737832344	166	11	165	4.9e-53	166.4	TIGR01510	pantetheine-phosphate adenylyltransferase, bacterial
2737832344	166	11	68	3.1e-17	49.8	TIGR00125	cytidyltransferase-like domain
2737832345	198	8	194	3.5e-45	140.1	TIGR00095	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2737832348	521	2	520	0.0e+00	448	TIGR01695	murein biosynthesis integral membrane protein MurJ
2737832349	97	10	95	3.4e-27	81.1	TIGR00029	ribosomal protein S20
2737832351	327	8	325	2.6e-126	407.4	TIGR00707	transaminase, acetylornithine/succinylornithine family
2737832352	548	1	546	0.0e+00	678.8	TIGR00232	transketolase, bacterial and yeast
2737832353	335	4	326	0.0e+00	439.9	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2737832357	259	3	252	2.8e-29	88.6	TIGR00671	pantothenate kinase, type III
2737832363	157	6	105	6.4e-23	67.4	TIGR00253	putative RNA-binding protein, YhbY family
2737832364	158	5	156	1.2e-58	183.6	TIGR01462	transcription elongation factor GreA
2737832365	1000	1	980	0.0e+00	1349.2	TIGR01369	carbamoyl-phosphate synthase, large subunit
2737832367	156	6	29	6.7e-14	37.5	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2737832369	172	7	155	6.0e-66	206.9	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2737832372	130	15	105	8.0e-32	95.6	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
2737832374	75	3	49	2.3e-25	74.2	TIGR01411	twin arginine-targeting protein translocase, TatA/E family
2737832375	162	2	80	4.2e-19	55.1	TIGR01410	twin arginine-targeting protein translocase TatB
2737832376	263	18	237	3.2e-57	179.9	TIGR00945	Twin arginine targeting (Tat) protein translocase TatC
2737832377	382	4	375	6.5e-96	308.4	TIGR02038	periplasmic serine pepetdase DegS
2737832377	382	56	382	6.5e-126	407.7	TIGR02037	periplasmic serine protease, Do/DeqQ family
2737832378	228	7	228	6.5e-56	175.8	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2737832381	467	4	462	0.0e+00	564	TIGR01424	glutathione-disulfide reductase, plant
2737832382	285	51	282	8.5e-82	259.9	TIGR00163	phosphatidylserine decarboxylase precursor
2737832385	107	7	101	1.8e-40	123.5	TIGR02683	putative addiction module killer protein
2737832386	108	3	91	2.9e-38	116.3	TIGR02684	probable addiction module antidote protein
