gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737832234	44	70.45	1	44	1	44	7.0e-03	32.1	COG0230	Ribosomal protein L34	44
2737832235	468	45.19	18	464	1	408	2.0e-118	419	COG0593	Chromosomal replication initiation ATPase DnaA	408
2737832236	368	36.07	4	368	3	364	1.0e-74	273	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	364
2737832239	370	25.98	1	346	2	359	2.0e-34	140	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2737832240	373	27.59	1	372	1	364	4.0e-44	172	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2737832241	314	27.24	1	300	1	295	3.0e-32	132	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737832242	363	35.07	21	357	21	359	5.0e-80	291	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2737832244	443	67.36	11	442	4	433	0.0e+00	630	COG2224	Isocitrate lyase	433
2737832245	743	71.74	1	743	1	742	0.0e+00	1224	COG2838	Monomeric isocitrate dehydrogenase	744
2737832246	635	55.98	34	634	1	583	0.0e+00	788	COG0441	Threonyl-tRNA synthetase	589
2737832247	180	58.49	2	160	18	176	2.0e-61	228	COG0290	Translation initiation factor IF-3	176
2737832250	294	54.27	1	292	1	287	9.0e-113	399	COG1210	UTP-glucose-1-phosphate uridylyltransferase	291
2737832251	263	30.04	8	240	5	205	7.0e-33	134	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	275
2737832252	198	41.97	7	198	2	192	2.0e-47	181	COG0424	Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily	193
2737832254	60	46.43	1	55	1	56	4.0e-12	63	COG0333	Ribosomal protein L32	57
2737832256	321	61.89	14	318	1	305	0.0e+00	483	COG0320	Lipoate synthase	306
2737832257	213	45.79	1	213	28	212	2.0e-62	232	COG0321	Lipoate-protein ligase B	221
2737832258	95	29.89	9	95	5	90	2.0e-16	77.6	COG2921	Putative lipoic acid-binding regulatory protein	90
2737832259	176	29.91	47	163	5	115	4.0e-04	37.9	COG3312	FoF1-type ATP synthase assembly protein I	128
2737832260	289	35.76	2	289	1	246	7.0e-42	164	COG0356	FoF1-type ATP synthase, membrane subunit a	246
2737832261	81	50.68	6	78	7	79	5.0e-06	42.5	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	79
2737832262	156	37.91	4	156	6	158	3.0e-14	71.4	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	161
2737832263	176	35.75	1	175	1	178	7.0e-32	130	COG0712	FoF1-type ATP synthase, delta subunit	178
2737832264	518	64.85	1	515	1	499	0.0e+00	791	COG0056	FoF1-type ATP synthase, alpha subunit	504
2737832267	801	47.23	28	746	3	736	0.0e+00	819	COG5009	Membrane carboxypeptidase/penicillin-binding protein	797
2737832269	874	23.83	11	865	2	833	2.0e-86	313	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2737832272	228	25.65	1	191	3	192	3.0e-11	62.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737832274	299	48.15	30	297	1	264	1.0e-76	280	COG0548	Acetylglutamate kinase	265
2737832275	213	24.1	20	213	4	198	1.0e-07	50	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737832278	335	53.19	4	332	1	322	1.0e-128	452	COG0158	Fructose-1,6-bisphosphatase	326
2737832280	109	24.04	5	107	17	120	1.0e-11	61.5	COG1664	Cytoskeletal protein CcmA, bactofilin family	146
2737832282	471	50.97	1	462	3	455	0.0e+00	531	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2737832283	358	42.78	4	355	1	357	2.0e-85	309	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2737832284	417	41.21	41	417	11	381	3.0e-77	282	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2737832285	582	32.5	133	571	16	447	3.0e-75	276	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
2737832288	432	52.25	30	429	1	383	0.0e+00	470	COG0372	Citrate synthase	390
2737832289	96	27.91	11	96	11	92	9.0e-12	61.8	COG2938	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	94
2737832290	234	55.56	3	234	2	232	6.0e-82	297	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	234
2737832293	215	27.57	4	179	10	183	1.0e-11	63.1	COG3172	Nicotinamide riboside kinase	187
2737832294	94	40	4	88	25	109	7.0e-12	62.3	COG2919	Cell division protein FtsB	117
2737832295	427	68.54	1	426	1	423	0.0e+00	661	COG0148	Enolase	423
2737832296	95	42.55	1	94	2	95	4.0e-22	96.1	COG5470	Uncharacterized conserved protein, DUF1330 family	96
2737832297	244	60	1	240	45	278	5.0e-99	353	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2737832298	385	36.4	151	375	1	216	6.0e-43	168	COG1985	Pyrimidine reductase, riboflavin biosynthesis	218
2737832299	212	45.24	1	207	1	197	5.0e-58	217	COG0307	Riboflavin synthase alpha chain	204
2737832300	374	57.43	10	211	3	203	8.0e-76	277	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	203
2737832301	154	42.95	6	150	2	150	4.0e-39	154	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2737832304	555	51.01	1	539	3	541	0.0e+00	508	COG2303	Choline dehydrogenase or related flavoprotein	542
2737832308	184	41.09	1	128	3	131	3.0e-32	131	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
