gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757584204	318	78	85	ProSitePatterns	PS00687	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2757584204	318	106	117	ProSitePatterns	PS00070	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2757584204	318	1	312	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2757584205	555	83	106	ProSitePatterns	PS00623	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	GO:0016614|GO:0050660|GO:0055114
2757584205	555	259	273	ProSitePatterns	PS00624	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	GO:0016614|GO:0050660|GO:0055114
2757584205	555	2	293	SUPERFAMILY	SSF51905			
2757584205	555	295	477	SUPERFAMILY	SSF54373			
2757584205	555	476	535	SUPERFAMILY	SSF51905			
2757584206	371	107	369	SUPERFAMILY	SSF51197			
2757584207	201	9	140	SUPERFAMILY	SSF109604			
2757584208	504	4	442	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2757584208	504	95	105	ProSitePatterns	PS00149	IPR024607	Sulfatase, conserved site	
2757584209	260	97	117	ProSitePatterns	PS00166	IPR018376	Enoyl-CoA hydratase/isomerase, conserved site	GO:0003824|GO:0008152
2757584209	260	4	260	SUPERFAMILY	SSF52096			
2757584210	386	123	135	ProSitePatterns	PS00072	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2757584210	386	230	383	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2757584210	386	1	243	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2757584211	186	34	183	SUPERFAMILY	SSF54637			
2757584213	139	47	134	SUPERFAMILY	SSF48452			
2757584214	58	1	20	ProSiteProfiles	PS51257			
2757584215	444	19	414	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757584216	186	1	37	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2757584217	419	143	418	SUPERFAMILY	SSF53335			
2757584219	327	1	324	SUPERFAMILY	SSF75304	IPR023631	Amidase signature domain	
2757584220	484	305	409	SUPERFAMILY	SSF89095	IPR003789	Aspartyl/glutamyl-tRNA amidotransferase subunit B-related	GO:0016884
2757584220	484	153	167	ProSitePatterns	PS01234	IPR017958	Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site	GO:0016884
