gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757584204	318	1	306	157	462	4.7e-125	417.6	pfam00171	Aldedh	462
2757584205	555	6	301	1	295	9.1e-94	314	pfam00732	GMC_oxred_N	296
2757584205	555	391	527	1	144	6.1e-43	146.6	pfam05199	GMC_oxred_C	144
2757584206	371	100	353	13	269	2.4e-37	129.1	pfam02668	TauD	269
2757584207	201	60	174	1	98	6.4e-07	29.5	pfam01966	HD	122
2757584208	504	6	349	1	309	5.8e-52	176.9	pfam00884	Sulfatase	309
2757584208	504	449	501	1	53	1.4e-27	95.1	pfam12411	Choline_sulf_C	53
2757584209	260	8	260	3	250	1.3e-67	227.7	pfam00378	ECH_1	251
2757584210	386	6	117	1	113	5.8e-17	62.2	pfam02771	Acyl-CoA_dh_N	113
2757584210	386	121	220	1	97	8.8e-25	86.6	pfam02770	Acyl-CoA_dh_M	97
2757584210	386	232	381	1	150	4.3e-46	156.7	pfam00441	Acyl-CoA_dh_1	150
2757584211	186	39	164	1	120	3.0e-13	50.2	pfam13279	4HBT_2	123
2757584212	811	25	294	1	269	5.5e-93	311.1	pfam10150	RNase_E_G	270
2757584214	58	14	58	3	45	2.1e-12	46.8	pfam12915	DUF3833	163
2757584215	444	21	427	4	422	2.2e-48	164.7	pfam13347	MFS_2	427
2757584216	186	71	185	90	164	4.6e-11	43	pfam16036	Chalcone_3	165
2757584217	419	132	413	2	273	1.6e-85	286.6	pfam02353	CMAS	273
2757584219	327	1	307	139	451	6.4e-97	325.2	pfam01425	Amidase	451
2757584220	484	11	297	1	273	2.1e-108	361.7	pfam02934	GatB_N	273
2757584220	484	336	483	2	148	1.3e-50	171	pfam02637	GatB_Yqey	148
2757584223	160	13	156	4	142	4.0e-42	143.4	pfam01257	2Fe-2S_thioredx	145
2757584224	676	28	279	1	269	1.7e-65	221.2	pfam02129	Peptidase_S15	269
2757584224	676	308	540	2	206	9.4e-46	156.4	pfam08530	PepX_C	226
2757584225	294	8	142	2	136	3.8e-11	43.2	pfam00892	EamA	137
2757584225	294	150	280	2	134	8.2e-12	45.3	pfam00892	EamA	137
2757584226	418	26	361	9	353	1.9e-17	63.1	pfam07690	MFS_1	353
2757584227	403	46	202	3	136	6.8e-29	101	pfam00005	ABC_tran	137
2757584228	287	114	274	1	168	2.6e-24	85.8	pfam00528	BPD_transp_1	185
2757584229	287	6	260	2	256	4.8e-56	190	pfam04069	OpuAC	257
2757584230	56	7	56	1	50	9.6e-11	41.4	pfam14681	UPRTase	207
2757584231	144	4	140	3	94	8.9e-21	73.7	pfam06127	DUF962	95
2757584232	363	5	78	2	72	1.5e-19	69.8	pfam01883	DUF59	74
2757584232	363	96	340	2	245	1.9e-100	335.3	pfam10609	ParA	246
2757584233	728	41	448	2	390	0.0e+00	447.8	pfam09334	tRNA-synt_1g	391
2757584233	728	628	726	1	86	5.1e-22	77.7	pfam01588	tRNA_bind	96
2757584234	546	27	413	1	372	1.8e-79	267.1	pfam00916	Sulfate_transp	381
2757584234	546	448	544	17	104	4.4e-09	35.9	pfam01740	STAS	117
2757584235	67	8	65	1	58	2.6e-24	85.1	pfam11943	DUF3460	58
2757584236	283	67	279	1	240	1.3e-30	106.9	pfam02616	SMC_ScpA	241
2757584237	522	7	390	1	417	2.8e-98	329.6	pfam00890	FAD_binding_2	417
2757584237	522	436	519	2	88	2.4e-14	53.3	pfam02910	Succ_DH_flav_C	128
2757584238	345	40	343	3	270	2.3e-54	184.5	pfam00501	AMP-binding	423
2757584239	554	7	317	1	295	1.7e-70	237.6	pfam00732	GMC_oxred_N	296
2757584239	554	408	546	1	143	3.8e-36	124.6	pfam05199	GMC_oxred_C	144
2757584240	269	20	259	3	235	4.0e-43	147.6	pfam01925	TauE	236
2757584241	657	60	239	3	178	1.8e-38	132.5	pfam03717	PBP_dimer	180
2757584241	657	270	610	1	305	1.6e-67	227.8	pfam00905	Transpeptidase	306
2757584242	176	10	165	7	150	5.0e-16	59.1	pfam04093	MreD	160
2757584243	308	132	281	1	149	2.6e-34	118.1	pfam04085	MreC	150
2757584244	347	10	342	2	325	0.0e+00	489.5	pfam06723	MreB_Mbl	327
2757584245	99	19	94	2	62	2.3e-15	56.5	pfam02686	Glu-tRNAGln	62
2757584246	169	26	169	1	145	1.1e-44	153	pfam01425	Amidase	451
2757584247	42	15	37	3	23	1.8e-07	30.7	pfam13627	LPAM_2	23
2757584248	424	38	284	7	242	8.5e-67	225	pfam02784	Orn_Arg_deC_N	242
2757584248	424	293	398	2	109	1.3e-17	63.7	pfam00278	Orn_DAP_Arg_deC	110
2757584249	200	42	157	6	124	6.0e-15	55.4	pfam01794	Ferric_reduct	124
2757584250	326	97	259	8	172	3.6e-27	94.9	pfam00174	Oxidored_molyb	172
2757584251	204	27	102	2	67	2.3e-08	34.1	pfam13442	Cytochrome_CBB3	67
2757584251	204	121	204	10	89	2.3e-07	31.7	pfam00034	Cytochrom_C	92
2757584252	238	51	176	1	111	1.8e-17	63.4	pfam01926	MMR_HSR1	114
2757584253	290	1	278	78	294	6.5e-25	87.7	pfam03279	Lip_A_acyltrans	295
2757584254	394	4	102	2	98	2.8e-40	136.8	pfam00438	S-AdoMet_synt_N	99
