gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757584205	555	7	537	0.0e+00	830.2	TIGR01810	choline dehydrogenase
2757584208	504	4	502	0.0e+00	839.9	TIGR03417	choline-sulfatase
2757584212	811	1	327	0.0e+00	426.7	TIGR00757	ribonuclease, Rne/Rng family
2757584219	327	1	319	7.0e-125	403.3	TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit
2757584220	484	6	484	0.0e+00	532.9	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2757584224	676	24	528	6.4e-76	242.4	TIGR00976	putative hydrolase, CocE/NonD family
2757584227	403	7	398	0.0e+00	544.7	TIGR03415	choline ABC transporter, ATP-binding protein
2757584228	287	9	275	9.7e-129	414.5	TIGR03416	choline ABC transporter, permease protein
2757584229	287	1	286	0.0e+00	467.7	TIGR03414	choline ABC transporter, periplasmic binding protein
2757584233	728	41	589	0.0e+00	507	TIGR00398	methionine--tRNA ligase
2757584233	728	593	728	9.3e-43	132.5	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2757584234	546	14	543	3.2e-95	305.6	TIGR00815	high affinity sulphate transporter 1
2757584237	522	4	516	0.0e+00	647.5	TIGR00551	L-aspartate oxidase
2757584241	657	16	615	0.0e+00	717.3	TIGR03423	penicillin-binding protein 2
2757584242	176	13	162	6.7e-32	96.7	TIGR03426	rod shape-determining protein MreD
2757584243	308	12	290	5.7e-45	139.6	TIGR00219	rod shape-determining protein MreC
2757584244	347	9	342	0.0e+00	514.7	TIGR00904	cell shape determining protein, MreB/Mrl family
2757584245	99	3	99	1.0e-27	82.6	TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
2757584248	424	9	421	0.0e+00	514.7	TIGR01048	diaminopimelate decarboxylase
2757584252	238	32	220	2.0e-62	196.3	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2757584254	394	6	391	0.0e+00	590.1	TIGR01034	S-adenosylmethionine synthetase
2757584262	265	1	265	8.4e-83	264.3	TIGR03026	nucleotide sugar dehydrogenase
2757584264	324	7	287	1.1e-102	329	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2757584265	437	1	428	0.0e+00	524.8	TIGR00414	seryl-tRNA synthetase
2757584268	81	6	65	1.2e-32	97.8	TIGR02383	RNA chaperone Hfq
2757584269	445	2	159	6.3e-23	69	TIGR00231	small GTP-binding protein domain
2757584269	445	3	436	0.0e+00	556	TIGR03594	ribosome-associated GTPase EngA
2757584270	378	9	376	4.9e-92	294.4	TIGR03300	outer membrane assembly lipoprotein YfgL
2757584272	432	6	413	0.0e+00	476.7	TIGR00442	histidyl-tRNA synthetase
2757584273	419	15	408	7.3e-118	379.7	TIGR00612	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2757584275	251	7	235	2.6e-43	134.2	TIGR02521	type IV pilus biogenesis/stability protein PilW
2757584278	236	13	233	1.3e-33	103	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2757584278	236	18	234	1.5e-69	221.2	TIGR02479	RNA polymerase sigma factor, FliA/WhiG family
2757584281	698	19	691	0.0e+00	851.9	TIGR01398	flagellar biosynthesis protein FlhA
2757584285	81	16	72	1.4e-24	72.2	TIGR01280	exodeoxyribonuclease VII, small subunit
2757584289	1002	3	1002	0.0e+00	1416	TIGR01372	sarcosine oxidase, alpha subunit family, heterotetrameric form
2757584290	195	36	188	2.4e-44	137	TIGR01375	sarcosine oxidase, gamma subunit family, heterotetrameric form
2757584295	185	27	183	6.6e-66	206.9	TIGR01461	transcription elongation factor GreB
2757584298	100	20	97	3.4e-26	77.7	TIGR01352	TonB family C-terminal domain
2757584301	140	8	140	7.9e-56	175.2	TIGR01251	ribose-phosphate pyrophosphokinase
2757584303	304	11	299	4.9e-66	209.2	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2757584309	236	52	234	1.1e-48	151.3	TIGR00063	GTP cyclohydrolase I
2757584318	660	5	660	0.0e+00	721.8	TIGR00594	DNA-directed DNA polymerase III (polc)
2757584324	315	15	315	0.0e+00	443.9	TIGR01122	branched-chain amino acid aminotransferase, group I
2757584330	370	251	360	1.2e-46	143.9	TIGR02420	RNA polymerase-binding protein DksA
2757584331	141	1	141	2.0e-38	117.7	TIGR00242	division/cell wall cluster transcriptional repressor MraZ
2757584332	307	1	303	1.6e-103	332.4	TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2757584333	98	1	85	2.4e-20	58.5	TIGR02209	cell division protein FtsL
2757584336	419	4	409	0.0e+00	614.4	TIGR01373	sarcosine oxidase, beta subunit family, heterotetrameric form
2757584342	157	4	27	2.1e-11	29.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2757584343	385	152	375	1.3e-45	142.6	TIGR00227	riboflavin-specific deaminase C-terminal domain
2757584343	385	6	372	3.2e-91	293	TIGR00326	riboflavin biosynthesis protein RibD
2757584344	212	1	211	2.0e-56	176.4	TIGR00187	riboflavin synthase, alpha subunit
2757584345	259	9	206	1.9e-74	235.6	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2757584346	841	10	841	0.0e+00	1339.9	TIGR00759	pyruvate dehydrogenase E1 component, homodimeric type
2757584348	293	2	288	1.9e-97	313.3	TIGR00409	prolyl-tRNA synthetase, family II
2757584349	107	4	105	3.6e-49	151.2	TIGR00365	monothiol glutaredoxin, Grx4 family
2757584350	278	1	277	2.4e-73	233.6	TIGR00536	HemK family putative methylases
2757584350	278	21	271	1.1e-85	274.1	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2757584354	315	176	242	8.2e-26	76.1	TIGR03317	folate-binding protein YgfZ
2757584355	339	4	339	2.5e-84	269.2	TIGR00247	conserved hypothetical protein, YceG family
2757584356	212	1	198	5.4e-51	159.1	TIGR00041	dTMP kinase
2757584357	204	10	204	5.5e-54	168.7	TIGR00678	DNA polymerase III, delta' subunit
2757584359	259	16	259	2.1e-116	373.3	TIGR04406	LPS export ABC transporter ATP-binding protein
2757584360	195	27	188	3.3e-35	107.2	TIGR03002	lipopolysaccharide transport periplasmic protein LptA
2757584362	328	3	324	0.0e+00	471.6	TIGR01759	malate dehydrogenase
2757584364	351	4	351	0.0e+00	524	TIGR00117	aconitate hydratase 2
2757584365	440	61	440	2.1e-103	332.2	TIGR00387	glycolate oxidase, subunit GlcD
2757584366	166	9	166	1.7e-59	186.4	TIGR00636	ATP:cob(I)alamin adenosyltransferase
2757584367	513	6	513	0.0e+00	859.1	TIGR03248	galactarate dehydratase
2757584369	444	4	444	0.0e+00	819.8	TIGR03247	glucarate dehydratase
2757584373	306	6	303	7.1e-111	355.9	TIGR03298	transcriptional regulator, ArgP family
2757584374	184	2	184	1.7e-66	209.4	TIGR00038	translation elongation factor P
2757584375	289	119	262	1.3e-13	37.8	TIGR00725	TIGR00725 family protein
2757584375	289	136	284	1.7e-34	106.1	TIGR00730	TIGR00730 family protein
2757584378	254	3	254	5.2e-78	248.4	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2757584385	318	25	306	9.5e-99	316.4	TIGR01476	bacteriochlorophyll/chlorophyll synthetase
2757584386	462	14	453	2.6e-121	392.7	TIGR02040	transcriptional regulator PpsR
2757584386	462	263	377	2.9e-10	27.5	TIGR00229	PAS domain S-box
2757584388	167	9	151	1.5e-54	170.1	TIGR02020	2-vinyl bacteriochlorophyllide hydratase
2757584389	426	21	426	0.0e+00	500.8	TIGR01279	light-independent protochlorophyllide reductase, N subunit
2757584390	528	1	527	0.0e+00	618.2	TIGR01278	light-independent protochlorophyllide reductase, B subunit
2757584392	912	25	883	0.0e+00	840.6	TIGR00392	isoleucyl-tRNA synthetase
2757584393	348	17	336	2.0e-70	223.5	TIGR00083	riboflavin kinase/FMN adenylyltransferase
2757584394	196	2	196	2.5e-70	222	TIGR00639	phosphoribosylglycinamide formyltransferase, formyltetrahydrofolate-dependent
2757584399	501	6	487	0.0e+00	681.3	TIGR01722	methylmalonic acid semialdehyde dehydrogenase
2757584401	475	32	471	0.0e+00	573.1	TIGR00665	replicative DNA helicase
2757584402	150	1	148	2.4e-47	147.2	TIGR00158	ribosomal protein L9
2757584403	93	21	90	7.1e-35	105.4	TIGR00165	ribosomal protein S18
2757584404	95	2	95	4.5e-31	93.1	TIGR04418	primosomal replication protein PriB
2757584405	123	1	94	3.8e-35	106.3	TIGR00166	ribosomal protein S6
2757584406	717	62	706	0.0e+00	777.2	TIGR03648	probable sodium:solute symporter, VC_2705 subfamily
2757584407	95	18	92	1.1e-30	91.9	TIGR03647	putative solute:sodium symporter small subunit
2757584416	667	17	663	0.0e+00	700.2	TIGR01055	DNA topoisomerase IV, B subunit, proteobacterial
2757584424	400	23	390	2.3e-110	355.7	TIGR00858	8-amino-7-oxononanoate synthase
2757584424	400	7	399	0.0e+00	684.1	TIGR01822	glycine C-acetyltransferase
2757584426	342	13	337	5.3e-79	253.3	TIGR00450	tRNA modification GTPase TrmE
2757584426	342	229	334	2.5e-18	53.5	TIGR00231	small GTP-binding protein domain
2757584427	570	376	555	1.5e-69	220.9	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2757584427	570	4	375	8.2e-98	315.2	TIGR03593	membrane protein insertase, YidC/Oxa1 family, N-terminal domain
2757584428	91	9	87	5.5e-29	86.2	TIGR00278	putative membrane protein insertion efficiency factor
2757584431	459	4	459	0.0e+00	577.2	TIGR00538	oxygen-independent coproporphyrinogen III oxidase
2757584435	331	1	326	1.9e-77	248.4	TIGR01353	deoxyguanosinetriphosphate triphosphohydrolase, putative
2757584438	493	3	492	0.0e+00	741.6	TIGR01317	glutamate synthases, NADH/NADPH, small subunit
2757584440	258	1	258	3.6e-84	268.4	TIGR00056	ABC transport permease subunit
2757584441	153	2	147	8.2e-62	193.5	TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD
2757584453	113	17	112	8.4e-38	115	TIGR00987	integration host factor, alpha subunit
2757584454	545	1	544	0.0e+00	456.9	TIGR00472	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
2757584457	219	68	186	2.2e-14	41.6	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2757584457	219	87	180	9.4e-13	36.5	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2757584459	327	77	287	1.1e-47	148.5	TIGR00706	signal peptide peptidase SppA, 36K type
2757584462	125	1	124	9.0e-74	231.4	TIGR00981	ribosomal protein S12, bacterial/organelle
2757584463	156	3	156	6.5e-68	213.6	TIGR01029	ribosomal protein S7, bacterial/organelle
2757584464	171	1	171	3.5e-101	326.3	TIGR00484	translation elongation factor EF-G
2757584464	171	8	171	1.1e-34	106.7	TIGR00231	small GTP-binding protein domain
2757584467	213	22	205	3.6e-40	123.9	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2757584470	522	4	522	0.0e+00	602.3	TIGR01973	NADH-quinone oxidoreductase, chain G
2757584471	443	12	432	0.0e+00	626.6	TIGR01959	NADH-quinone oxidoreductase, F subunit
2757584472	143	15	143	1.5e-29	89.1	TIGR00682	tetraacyldisaccharide 4'-kinase
2757584475	296	18	296	1.2e-110	356.3	TIGR00237	exodeoxyribonuclease VII, large subunit
2757584480	324	29	287	6.1e-63	198.6	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2757584482	296	17	296	4.6e-89	284.9	TIGR00786	TRAP transporter, DctM subunit
2757584488	592	23	589	0.0e+00	836.7	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2757584489	163	1	158	3.9e-66	208	TIGR00119	acetolactate synthase, small subunit
2757584490	338	14	328	0.0e+00	433.1	TIGR00465	ketol-acid reductoisomerase
2757584491	155	31	155	4.8e-38	116.8	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2757584492	791	16	791	0.0e+00	972.7	TIGR00239	2-oxoglutarate dehydrogenase, E1 component
2757584494	280	6	122	2.9e-29	88	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2757584496	229	16	229	1.7e-72	229.8	TIGR00608	DNA repair protein radc
2757584499	112	1	112	2.7e-50	157	TIGR01091	uracil phosphoribosyltransferase
2757584508	775	13	775	0.0e+00	993	TIGR02414	aminopeptidase N, Escherichia coli type
2757584514	89	1	87	2.7e-32	98	TIGR00498	SOS regulatory protein LexA
2757584523	234	6	220	1.8e-92	295	TIGR02796	TolQ protein
2757584524	141	6	136	3.0e-49	153.6	TIGR02799	tol-pal system-associated acyl-CoA thioesterase
2757584524	141	9	116	9.5e-34	103.4	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2757584526	158	18	147	2.0e-39	121	TIGR01951	transcription antitermination factor NusB
2757584527	154	17	152	2.2e-43	133.8	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2757584532	423	1	423	0.0e+00	669.4	TIGR01418	phosphoenolpyruvate synthase
2757584537	1258	8	1258	0.0e+00	1541.5	TIGR02013	DNA-directed RNA polymerase, beta subunit
2757584538	543	1	365	3.4e-90	289.7	TIGR00702	YcaO-type kinase domain
2757584538	543	1	539	0.0e+00	1026.7	TIGR03549	YcaO domain protein
2757584545	222	8	218	1.4e-73	233.1	TIGR01190	heme exporter protein CcmB
2757584546	244	43	226	7.9e-68	214.1	TIGR01191	heme exporter protein CcmC
2757584547	62	10	56	1.4e-15	43.4	TIGR03141	heme exporter protein CcmD
2757584549	656	53	637	0.0e+00	730.4	TIGR00353	c-type cytochrome biogenesis protein CcmF
2757584550	174	5	171	6.7e-48	148.6	TIGR00385	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily
2757584552	299	9	125	7.3e-26	77	TIGR03142	cytochrome c-type biogenesis protein CcmI
2757584557	224	55	196	5.0e-11	31.1	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2757584557	224	9	224	1.9e-53	169.2	TIGR01449	2-phosphoglycolate phosphatase, prokaryotic
2757584557	224	92	191	1.4e-09	26.6	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2757584558	335	4	327	0.0e+00	445.6	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2757584562	169	18	154	7.1e-37	112.4	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
2757584563	351	1	335	2.4e-130	420.4	TIGR00276	epoxyqueuosine reductase
2757584566	672	8	668	0.0e+00	720.9	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
2757584567	318	2	315	1.5e-111	358.3	TIGR02122	TRAP transporter solute receptor, TAXI family
2757584575	427	4	426	0.0e+00	688.1	TIGR01060	phosphopyruvate hydratase
2757584577	284	12	275	2.1e-116	373.6	TIGR01362	3-deoxy-8-phosphooctulonate synthase
2757584578	549	1	535	0.0e+00	795.6	TIGR00337	CTP synthase
2757584581	454	1	304	6.0e-93	298.1	TIGR00614	ATP-dependent DNA helicase, RecQ family
2757584583	382	132	377	3.5e-62	196.4	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2757584588	203	4	203	8.5e-71	224.9	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2757584589	450	4	450	0.0e+00	505.6	TIGR01350	dihydrolipoamide dehydrogenase
2757584590	418	4	418	0.0e+00	542.3	TIGR01347	2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase (E2 component)
2757584593	601	1	598	0.0e+00	795.5	TIGR00459	aspartyl-tRNA synthetase, bacterial type
2757584595	87	1	52	1.3e-25	75.6	TIGR02605	putative regulatory protein, FmdB family
2757584596	522	3	444	0.0e+00	552.8	TIGR01982	2-polyprenylphenol 6-hydroxylase
2757584602	467	20	467	7.0e-121	389.9	TIGR00928	adenylosuccinate lyase
2757584606	172	7	155	6.0e-66	206.9	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2757584608	156	6	29	6.7e-14	37.5	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2757584615	322	10	305	5.9e-95	303.8	TIGR00174	tRNA dimethylallyltransferase
2757584616	406	7	396	1.8e-69	220.9	TIGR00710	drug resistance transporter, Bcr/CflA subfamily
2757584628	353	17	326	2.5e-107	344.9	TIGR03167	tRNA 2-selenouridine synthase
2757584643	377	5	354	0.0e+00	442.9	TIGR02349	chaperone protein DnaJ
2757584644	640	3	605	0.0e+00	939.1	TIGR02350	chaperone protein DnaK
2757584650	138	3	132	3.8e-46	142.5	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2757584651	315	1	313	0.0e+00	590	TIGR01039	ATP synthase, F1 beta subunit
2757584658	275	15	256	2.8e-66	209.5	TIGR00087	5'/3'-nucleotidase SurE
2757584659	260	48	260	3.5e-62	196	TIGR00080	protein-L-isoaspartate(D-aspartate) O-methyltransferase
2757584662	276	18	276	4.0e-95	305.1	TIGR02963	xanthine dehydrogenase, small subunit
2757584667	322	16	310	8.7e-85	270.6	TIGR02152	ribokinase
2757584669	415	175	402	3.8e-44	137.3	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2757584669	415	176	413	2.7e-122	393.9	TIGR02393	RNA polymerase sigma factor RpoD, C-terminal domain
2757584671	799	1	779	0.0e+00	1042.2	TIGR01369	carbamoyl-phosphate synthase, large subunit
2757584672	106	29	104	1.4e-08	21.2	TIGR00188	ribonuclease P protein component, eubacterial
2757584673	44	1	44	5.8e-28	83.2	TIGR01030	ribosomal protein L34, bacterial type
2757584674	468	18	466	0.0e+00	552.5	TIGR00362	chromosomal replication initiator protein DnaA
2757584675	368	2	368	2.9e-98	315.1	TIGR00663	DNA polymerase III, beta subunit
2757584679	347	7	346	0.0e+00	469.6	TIGR00856	dihydroorotase, homodimeric type
2757584682	327	1	327	0.0e+00	467.1	TIGR00416	DNA repair protein RadA
2757584684	158	55	147	1.2e-22	66.1	TIGR00637	ModE molybdate transport repressor domain
2757584692	362	13	362	0.0e+00	465.6	TIGR00032	argininosuccinate synthase
2757584694	116	2	115	5.6e-30	90.2	TIGR01617	transcriptional regulator, Spx/MgsR family
2757584695	161	32	161	5.9e-43	133.7	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2757584696	383	1	353	0.0e+00	464.9	TIGR00959	signal recognition particle protein
