gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757587557	781	35	155	2	109	2.5e-26	92	pfam01315	Ald_Xan_dh_C	110
2757587557	781	170	710	4	544	0.0e+00	513.8	pfam02738	Ald_Xan_dh_C2	544
2757587559	45	17	45	2	29	4.2e-05	24	pfam00005	ABC_tran	137
2757587560	259	1	57	7	58	4.2e-13	49.1	pfam02625	XdhC_CoxI	68
2757587560	259	110	256	1	125	3.1e-35	121.3	pfam13478	XdhC_C	125
2757587561	406	3	311	1	296	8.1e-127	422.5	pfam06181	Urate_ox_N	297
2757587562	222	1	198	174	322	2.4e-26	92.7	pfam01979	Amidohydro_1	344
2757587563	245	12	240	1	259	1.9e-36	126	pfam03009	GDPD	259
2757587565	353	6	159	1	137	1.0e-45	154.7	pfam05201	GlutR_N	137
2757587565	353	174	309	2	138	1.5e-44	151.3	pfam01488	Shikimate_DH	138
2757587565	353	323	353	1	30	2.1e-06	27.9	pfam00745	GlutR_dimer	96
2757587566	305	52	305	2	249	4.5e-79	265.2	pfam03401	TctC	274
2757587567	348	5	82	1	77	2.9e-13	49.4	pfam00111	Fer2	78
2757587567	348	104	202	2	99	1.1e-13	51.2	pfam00970	FAD_binding_6	99
2757587567	348	213	319	1	106	5.2e-18	65.5	pfam00175	NAD_binding_1	109
2757587568	295	7	295	1	289	1.2e-99	333.3	pfam06089	Asparaginase_II	322
2757587569	252	14	250	30	260	1.3e-23	83.8	pfam03781	FGE-sulfatase	260
2757587572	288	63	218	6	122	1.5e-07	31.2	pfam13847	Methyltransf_31	152
2757587573	254	1	251	26	273	3.6e-64	216.3	pfam03401	TctC	274
2757587574	53	4	53	1	45	6.5e-10	38.8	pfam00884	Sulfatase	309
2757587575	156	23	130	1	104	4.1e-35	119.8	pfam04314	PCuAC	109
2757587577	211	7	185	2	170	7.0e-23	81.4	pfam00881	Nitroreductase	170
2757587578	164	7	164	3	154	3.1e-14	52.5	pfam07690	MFS_1	353
2757587579	521	118	196	2	74	4.0e-10	39.5	pfam13192	Thioredoxin_3	76
2757587579	521	212	504	1	288	1.8e-45	155.3	pfam07992	Pyr_redox_2	292
2757587580	135	12	97	2	88	2.5e-10	40.3	pfam04241	DUF423	88
2757587581	345	90	250	1	203	4.1e-24	85.8	pfam01734	Patatin	204
2757587582	180	5	104	1	99	9.6e-30	102.7	pfam09361	Phasin_2	100
2757587584	221	1	139	236	339	1.9e-23	83.2	pfam01979	Amidohydro_1	344
2757587585	187	11	71	5	62	2.4e-16	58.9	pfam02814	UreE_N	62
2757587585	187	78	168	2	87	7.3e-30	103.2	pfam05194	UreE_C	87
2757587586	236	48	194	1	132	1.3e-45	155.1	pfam01730	UreF	132
2757587587	218	17	190	3	174	3.1e-37	127.7	pfam02492	cobW	177
2757587589	334	10	334	1	329	8.3e-109	363.9	pfam02515	CoA_transf_3	368
2757587590	385	34	165	15	106	3.0e-09	37.2	pfam00581	Rhodanese	107
2757587591	326	50	323	1	272	2.1e-81	272.9	pfam03401	TctC	274
2757587592	166	59	132	2	64	1.5e-10	40.5	pfam07883	Cupin_2	71
2757587593	472	89	454	3	204	7.0e-17	61.7	pfam01546	Peptidase_M20	207
2757587593	472	201	357	2	106	9.0e-08	31.9	pfam07687	M20_dimer	109
2757587594	395	78	390	1	206	9.4e-39	133.1	pfam01546	Peptidase_M20	207
2757587594	395	190	292	8	106	8.3e-10	38.4	pfam07687	M20_dimer	109
2757587595	168	5	165	1	161	2.8e-59	199.7	pfam09351	DUF1993	161
2757587596	355	1	338	9	278	1.5e-22	79.9	pfam04952	AstE_AspA	291
2757587597	204	24	184	1	145	4.7e-09	36.4	pfam01202	SKI	158
2757587598	334	57	331	2	272	7.8e-92	307.1	pfam03401	TctC	274
2757587599	397	9	230	4	207	1.5e-20	73.3	pfam07690	MFS_1	353
2757587600	53	1	53	69	120	1.5e-09	37.7	pfam01042	Ribonuc_L-PSP	121
2757587601	405	18	358	4	338	9.8e-32	110.2	pfam00266	Aminotran_5	371
2757587602	392	12	268	2	268	3.2e-22	78.8	pfam07690	MFS_1	353
2757587603	247	9	240	4	236	8.7e-26	90.9	pfam01925	TauE	236
2757587605	356	11	143	51	120	1.8e-07	31.1	pfam02310	B12-binding	121
2757587605	356	186	354	2	162	7.0e-11	42.6	pfam04055	Radical_SAM	167
2757587606	425	58	400	2	347	1.7e-129	431.7	pfam05292	MCD	347
2757587607	162	16	139	1	115	2.2e-33	115.1	pfam13380	CoA_binding_2	116
2757587608	435	9	423	1	381	0.0e+00	483.7	pfam01053	Cys_Met_Meta_PP	382
2757587609	546	25	450	2	422	5.1e-84	282.2	pfam00501	AMP-binding	423
2757587609	546	458	532	1	74	2.9e-18	66.5	pfam13193	AMP-binding_C	74
2757587610	50	2	49	1	47	2.7e-09	36.8	pfam02824	TGS	60
2757587611	439	14	262	6	253	3.4e-56	190.7	pfam00463	ICL	526
2757587611	439	259	438	352	526	1.3e-50	172.3	pfam00463	ICL	526
2757587612	144	71	143	3	74	7.5e-25	86.5	pfam02201	SWIB	74
2757587613	583	17	191	3	170	7.8e-53	178.5	pfam02776	TPP_enzyme_N	172
2757587613	583	207	345	2	137	1.3e-29	102.6	pfam00205	TPP_enzyme_M	137
2757587613	583	410	559	1	153	5.8e-36	123.5	pfam02775	TPP_enzyme_C	153
2757587614	866	17	68	1	49	6.1e-09	35.7	pfam02861	Clp_N	53
2757587614	866	92	143	1	53	7.9e-08	32.2	pfam02861	Clp_N	53
2757587614	866	200	338	2	112	5.8e-13	49.3	pfam00004	AAA	132
2757587614	866	599	762	1	170	1.0e-53	181.8	pfam07724	AAA_2	171
2757587614	866	768	848	1	79	8.1e-23	80.1	pfam10431	ClpB_D2-small	81
2757587616	163	7	126	1	113	1.1e-33	115.8	pfam02391	MoaE	113
2757587617	82	5	82	2	77	2.7e-17	63.1	pfam02597	ThiS	77
2757587618	426	13	181	2	115	1.3e-35	121.8	pfam03453	MoeA_N	115
2757587618	426	194	341	2	142	1.1e-26	93.1	pfam00994	MoCF_biosynth	144
2757587618	426	354	421	3	72	3.9e-08	33.2	pfam03454	MoeA_C	72
2757587619	481	2	83	1	79	7.8e-26	90	pfam14821	Thr_synth_N	79
2757587619	481	86	348	12	236	1.2e-12	47.7	pfam00291	PALP	294
2757587620	440	10	129	1	117	1.5e-21	77.1	pfam03447	NAD_binding_3	117
2757587620	440	137	315	1	173	5.9e-64	215	pfam00742	Homoserine_dh	173
2757587620	440	354	426	1	66	6.6e-11	41.7	pfam01842	ACT	67
