gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757587557	781	66.1	17	780	8	774	0.0e+00	1150	KO:K03520	carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]	EC:1.2.99.2	Yes
2757587560	259	65.53	2	258	21	284	1.2e-114	375	KO:K07402	xanthine dehydrogenase accessory factor		Yes
2757587563	245	73.44	4	244	7	247	1.4e-130	419	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	Yes
2757587565	353	79.61	1	353	1	358	0.0e+00	634	KO:K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	EC:1.2.1.70	Yes
2757587567	348	73.62	1	345	1	343	0.0e+00	600	KO:K00523	CDP-4-dehydro-6-deoxyglucose reductase [EC:1.17.1.1]	EC:1.17.1.1	Yes
2757587575	156	64.38	7	151	11	156	1.1e-60	212	KO:K09796	uncharacterized protein		Yes
2757587579	521	79.12	1	521	1	522	0.0e+00	950	KO:K03387	alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]	EC:1.6.4.-	Yes
2757587581	345	68.7	81	342	33	294	1.6e-120	400	KO:K07001	NTE family protein		Yes
2757587585	187	69.31	1	187	1	184	1.3e-87	291	KO:K03187	urease accessory protein		Yes
2757587586	236	63.64	17	236	13	232	8.1e-98	325	KO:K03188	urease accessory protein		Yes
2757587587	218	89.72	3	216	2	215	0.0e+00	442	KO:K03189	urease accessory protein		Yes
2757587589	334	87.13	1	334	21	354	0.0e+00	683	KO:K07749	formyl-CoA transferase [EC:2.8.3.16]	EC:2.8.3.16	Yes
2757587590	385	63.8	46	382	12	348	0.0e+00	511	KO:K06917	tRNA 2-selenouridine synthase [EC:2.9.1.-]	EC:2.9.1.-	Yes
2757587594	395	65.37	8	393	5	391	0.0e+00	606	KO:K01451	hippurate hydrolase [EC:3.5.1.32]	EC:3.5.1.32	Yes
2757587595	168	68.07	1	166	1	166	9.0e-84	278	KO:K09983	uncharacterized protein		Yes
2757587596	355	37.36	1	347	38	372	1.1e-69	253	KO:K06987	uncharacterized protein		Yes
2757587597	204	50.3	18	181	5	164	5.8e-47	176	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	Yes
2757587601	405	42.78	13	400	9	394	7.3e-102	351	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.44	Yes
2757587601	405	42.78	13	400	9	394	7.3e-102	351	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.45	Yes
2757587601	405	42.78	13	400	9	394	7.3e-102	351	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.51	Yes
2757587603	247	51.68	6	243	8	244	1.0e-86	295	KO:K07090	uncharacterized protein		Yes
2757587606	425	53.36	1	425	1	431	0.0e+00	509	KO:K01578	malonyl-CoA decarboxylase [EC:4.1.1.9]	EC:4.1.1.9	Yes
