gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757604384	179	76.54	1	179	1	179	5.5e-98	319	KO:K01462	peptide deformylase [EC:3.5.1.88]	EC:3.5.1.88	Yes
2757604390	201	70.71	4	201	2	194	1.0e-94	312	KO:K18335	2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]	EC:1.1.1.-	Yes
2757604391	508	79.72	1	508	1	508	0.0e+00	964	KO:K01685	altronate hydrolase [EC:4.2.1.7]	EC:4.2.1.7	Yes
2757604394	503	61.75	3	503	1	502	0.0e+00	662	KO:K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2757604395	731	78.52	1	731	1	712	0.0e+00	1310	KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2757604401	602	59.71	41	599	229	789	0.0e+00	790	KO:K01434	penicillin amidase [EC:3.5.1.11]	EC:3.5.1.11	Yes
2757604404	293	47.89	1	284	22	293	1.6e-85	295	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2757604405	300	44.75	1	295	1	280	3.5e-83	289	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2757604406	252	47.41	1	241	1	251	2.9e-69	245	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2757604407	233	63.52	2	232	3	235	8.8e-98	324	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2757604410	377	67.28	1	374	1	379	0.0e+00	566	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2757604414	353	64.95	23	353	24	354	0.0e+00	518	KO:K00784	ribonuclease Z [EC:3.1.26.11]	EC:3.1.26.11	Yes
2757604415	257	42.8	10	253	1	249	1.6e-50	190	KO:K00034	glucose 1-dehydrogenase [EC:1.1.1.47]	EC:1.1.1.47	Yes
2757604415	257	43.32	12	256	2	246	3.4e-55	204	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2757604418	270	78.73	1	265	1	268	0.0e+00	509	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	Yes
2757604419	1317	68.39	1	1317	1	1335	0.0e+00	2090	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	Yes
2757604420	261	71.54	9	261	9	261	1.0e-128	415	KO:K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	EC:5.2.1.8	Yes
2757604421	100	62.79	1	86	1	86	1.5e-32	126	KO:K05527	BolA protein		Yes
2757604422	187	71.43	1	182	1	182	2.0e-99	324	KO:K06190	intracellular septation protein		Yes
2757604423	139	75.57	3	133	5	134	1.3e-71	240	KO:K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	EC:1.8.4.12	Yes
2757604426	237	79.02	33	237	1	205	3.0e-116	377	KO:K03978	GTP-binding protein		Yes
2757604428	335	79.1	1	335	1	334	0.0e+00	627	KO:K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	EC:1.8.-	Yes
2757604429	199	69.43	4	196	7	199	5.2e-94	310	KO:K17247	methionine sulfoxide reductase heme-binding subunit		Yes
2757604430	1202	91.43	1	1202	1	1202	0.0e+00	2500	KO:K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2757604433	96	78.12	1	96	1	96	2.5e-49	173	KO:K07075	uncharacterized protein		Yes
2757604437	363	79.06	1	363	1	363	0.0e+00	666	KO:K03593	ATP-binding protein involved in chromosome partitioning		Yes
2757604442	146	67.88	10	146	1	137	1.4e-64	222	KO:K04762	ribosome-associated heat shock protein Hsp15		Yes
2757604444	638	59.72	1	635	1	635	0.0e+00	855	KO:K03722	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	EC:3.6.4.12	Yes
2757604446	365	76.92	2	365	3	366	0.0e+00	656	KO:K06916	cell division protein ZapE		Yes
2757604449	727	85.57	13	726	16	722	0.0e+00	1390	KO:K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	EC:5.4.99.2	Yes
2757604450	352	68.86	10	340	3	336	0.0e+00	514	KO:K07588	LAO/AO transport system kinase [EC:2.7.-.-]	EC:2.7.-	Yes
2757604451	510	90.78	1	510	1	510	0.0e+00	1090	KO:K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3]	EC:6.4.1.3	Yes
2757604452	683	77.16	1	682	1	696	0.0e+00	1210	KO:K01965	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	EC:6.4.1.3	Yes
2757604453	164	83.23	1	161	1	161	3.6e-96	313	KO:K01759	lactoylglutathione lyase [EC:4.4.1.5]	EC:4.4.1.5	Yes
2757604454	399	71.72	8	394	9	397	0.0e+00	670	KO:K01451	hippurate hydrolase [EC:3.5.1.32]	EC:3.5.1.32	Yes
2757604456	224	58.06	2	218	13	223	4.4e-89	299	KO:K03616	electron transport complex protein RnfB		Yes
2757604457	446	75.68	1	444	1	443	0.0e+00	807	KO:K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	EC:3.1.1.75	Yes
2757604458	398	80.4	1	398	1	398	0.0e+00	743	KO:K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]	EC:2.6.1.57	Yes
2757604459	706	82.65	15	697	10	695	0.0e+00	1310	KO:K03702	excinuclease ABC subunit B		Yes
2757604460	178	90.45	1	178	1	178	5.2e-116	371	KO:K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor		Yes
2757604461	230	70.59	10	230	5	225	6.2e-110	359	KO:K09810	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2757604462	423	77.64	9	423	3	418	0.0e+00	727	KO:K09808	lipoprotein-releasing system permease protein		Yes
2757604466	259	84.56	1	259	1	259	0.0e+00	495	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2757604467	264	70.68	1	263	1	266	0.0e+00	427	KO:K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	EC:5.3.3.18	Yes
2757604468	142	75.56	6	140	6	140	4.6e-71	239	KO:K02614	acyl-CoA thioesterase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2757604469	434	82.24	6	433	4	431	0.0e+00	820	KO:K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	EC:6.2.1.30	Yes
2757604472	250	66.08	20	246	16	242	4.4e-109	358	KO:K03981	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	EC:5.3.4.1	Yes
2757604474	295	55.67	3	293	7	290	1.4e-112	372	KO:K07140	uncharacterized protein		Yes
2757604475	361	89.2	1	361	1	361	0.0e+00	731	KO:K06942	ribosome-binding ATPase		Yes
2757604477	535	75.7	1	535	1	535	0.0e+00	1000	KO:K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	EC:6.2.1.-	Yes
2757604480	327	71.25	1	327	1	327	0.0e+00	507	KO:K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	EC:2.5.1.90	Yes
2757604481	103	93.2	1	103	1	103	7.9e-66	220	KO:K02888	large subunit ribosomal protein L21		Yes
2757604482	85	89.41	1	85	1	85	1.5e-52	181	KO:K02899	large subunit ribosomal protein L27		Yes
2757604483	362	85.23	1	352	10	360	0.0e+00	710	KO:K03979	GTPase [EC:3.6.5.-]	EC:3.6.5.-	Yes
2757604484	379	82.53	4	375	16	387	0.0e+00	696	KO:K00931	glutamate 5-kinase [EC:2.7.2.11]	EC:2.7.2.11	Yes
2757604485	202	81.28	1	201	1	203	4.7e-129	410	KO:K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2757604489	756	86.2	1	755	1	761	0.0e+00	1560	KO:K01581	ornithine decarboxylase [EC:4.1.1.17]	EC:4.1.1.17	Yes
2757604489	756	87.12	1	753	16	776	0.0e+00	1570	KO:K01582	lysine decarboxylase [EC:4.1.1.18]	EC:4.1.1.18	Yes
2757604489	756	87.65	1	753	1	753	0.0e+00	1580	KO:K01584	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2757604491	428	34.75	1	413	1	413	6.8e-65	243	KO:K18068	phthalate 4,5-dioxygenase oxygenase subunit [EC:1.14.12.7]	EC:1.14.12.7	Yes
2757604495	435	61.72	1	416	1	418	0.0e+00	642	KO:K15060	5,5'-dehydrodivanillate O-demethylase		Yes
2757604496	331	36.42	1	330	1	329	3.3e-64	235	KO:K15065	3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]	EC:1.13.11.-	Yes
2757604497	135	59.22	31	133	1	103	1.3e-35	138	KO:K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	EC:3.5.99.10	Yes
2757604499	227	44.09	33	214	1	186	3.1e-40	158	KO:K07448	restriction system protein		Yes
2757604501	257	58.95	32	255	1	220	3.3e-79	274	KO:K02460	general secretion pathway protein K		Yes
2757604502	254	44.58	23	254	4	233	2.3e-57	210	KO:K02459	general secretion pathway protein J		Yes
2757604503	128	54.24	11	128	2	119	5.7e-38	144	KO:K02458	general secretion pathway protein I		Yes
2757604504	166	46	14	162	34	181	2.1e-36	143	KO:K02457	general secretion pathway protein H		Yes
2757604505	185	78.38	39	185	12	159	1.6e-80	270	KO:K02456	general secretion pathway protein G		Yes
2757604509	251	81.2	1	250	1	250	0.0e+00	487	KO:K01992	ABC-2 type transport system permease protein		Yes
2757604510	313	78.41	1	301	1	301	0.0e+00	536	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2757604515	47	85.37	6	46	7	47	1.1e-22	92.4	KO:K08927	light-harvesting complex 1 beta chain		Yes
2757604516	74	61.67	15	74	8	67	7.7e-24	98.6	KO:K08927	light-harvesting complex 1 beta chain		Yes
2757604517	66	63.93	1	61	1	60	4.8e-23	95.5	KO:K08926	light-harvesting complex 1 alpha chain		Yes
2757604518	274	83.52	1	273	1	273	0.0e+00	593	KO:K08928	photosynthetic reaction center L subunit		Yes
2757604519	325	76.31	1	324	1	325	0.0e+00	623	KO:K08929	photosynthetic reaction center M subunit		Yes
2757604520	344	60.78	10	342	12	342	0.0e+00	478	KO:K13992	photosynthetic reaction center cytochrome c subunit		Yes
2757604522	229	77.29	1	229	74	302	9.9e-130	415	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	Yes
2757604523	253	69.2	5	252	4	253	1.1e-119	389	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
