gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757585793	380	32	380	3.9e-113	363.8	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2757585794	176	9	176	9.5e-59	184.6	TIGR02665	molybdenum cofactor guanylyltransferase, proteobacterial
2757585805	246	12	153	1.6e-35	108.3	TIGR00177	molybdenum cofactor synthesis domain
2757585806	1030	3	1021	0.0e+00	779.9	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2757585807	271	1	182	2.4e-45	140.8	TIGR01730	RND family efflux transporter, MFP subunit
2757585812	227	1	227	2.5e-78	248.8	TIGR00044	pyridoxal phosphate enzyme, YggS family
2757585815	343	30	286	7.0e-86	273.8	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2757585816	425	17	421	0.0e+00	492	TIGR00786	TRAP transporter, DctM subunit
2757585821	230	1	227	7.3e-78	247.5	TIGR02964	xanthine dehydrogenase accessory protein XdhC
2757585825	174	30	159	5.4e-36	109.9	TIGR01951	transcription antitermination factor NusB
2757585826	168	17	150	9.1e-43	131.8	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2757585827	375	11	208	1.9e-74	235.6	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2757585828	216	1	211	1.9e-58	183	TIGR00187	riboflavin synthase, alpha subunit
2757585829	192	25	131	2.8e-45	139.4	TIGR01848	polyhydroxyalkanoate synthesis repressor PhaR
2757585830	293	14	293	3.7e-104	336.1	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2757585830	293	14	293	2.8e-61	194.5	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2757585831	1147	25	56	2.2e-10	26.4	TIGR02601	autotransporter-associated beta strand repeat
2757585832	192	3	192	8.4e-85	271.5	TIGR01792	urease, alpha subunit
2757585833	112	1	103	4.5e-47	144.7	TIGR00192	urease, beta subunit
2757585835	100	1	100	1.8e-56	174.9	TIGR00193	urease, gamma subunit
2757585836	426	36	410	0.0e+00	600.4	TIGR03407	urea ABC transporter, urea binding protein
2757585837	516	231	516	2.1e-129	417.3	TIGR03409	urea ABC transporter, permease protein UrtB
2757585838	364	39	364	2.1e-129	418.1	TIGR00069	histidinol dehydrogenase
2757585839	213	2	187	4.7e-64	201.7	TIGR00070	ATP phosphoribosyltransferase
