gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737841721	246	1	245	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2737841721	246	152	173	ProSitePatterns	PS01223	IPR020593	Gamma-glutamyl phosphate reductase GPR, conserved site	GO:0004350|GO:0006561|GO:0055114
2737841726	127	3	125	SUPERFAMILY	SSF54427			
2737841727	455	136	234	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2737841727	455	136	252	SMART	SM00100	IPR000595	Cyclic nucleotide-binding domain	
2737841727	455	125	252	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2737841728	407	1	30	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2737841728	407	35	405	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2737841731	256	6	239	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737841731	256	30	215	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737841731	256	5	238	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737841732	234	2	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737841732	234	26	213	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737841732	234	135	149	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737841732	234	2	232	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737841734	427	16	414	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2737841734	427	235	427	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2737841736	302	18	120	SUPERFAMILY	SSF53681	IPR001920	Asp/Glu racemase	GO:0008152|GO:0016855
2737841736	302	123	290	SUPERFAMILY	SSF53681	IPR001920	Asp/Glu racemase	GO:0008152|GO:0016855
2737841736	302	83	91	ProSitePatterns	PS00923	IPR018187	Asp/Glu racemase, active site	GO:0016855
2737841737	517	325	493	SUPERFAMILY	SSF117457	IPR004647	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain	GO:0016836
2737841740	332	1	32	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2737841741	240	9	77	ProSiteProfiles	PS50949	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2737841741	240	15	74	SMART	SM00345	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2737841741	240	97	230	SUPERFAMILY	SSF48008	IPR008920	Transcription regulator FadR/GntR, C-terminal	
2737841741	240	98	224	SMART	SM00895	IPR011711	GntR, C-terminal	
2737841741	240	6	103	SUPERFAMILY	SSF46785			
2737841742	372	149	246	SMART	SM00922	IPR013342	Mandelate racemase/muconate lactonizing enzyme, C-terminal	
2737841742	372	5	130	SUPERFAMILY	SSF54826			
2737841742	372	118	360	SUPERFAMILY	SSF51604			
2737841743	192	133	161	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2737841743	192	1	187	SUPERFAMILY	SSF51735			
2737841744	659	4	269	SMART	SM00475	IPR002421	5'-3' exonuclease, N-terminal	GO:0003677
2737841744	659	332	518	SMART	SM00474	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408
2737841744	659	175	210	SMART	SM00279	IPR008918	Helix-hairpin-helix motif, class 2	GO:0003677|GO:0003824
2737841744	659	335	518	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2737841744	659	174	292	SUPERFAMILY	SSF47807	IPR020045	5'-3' exonuclease, C-terminal domain	GO:0003677|GO:0003824
2737841744	659	4	172	SUPERFAMILY	SSF88723			
2737841744	659	524	659	SUPERFAMILY	SSF56672			
2737841745	318	5	309	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2737841747	158	6	85	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2737841747	158	2	138	SUPERFAMILY	SSF54534			
2737841748	765	9	290	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
2737841748	765	291	579	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
2737841748	765	6	539	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737841748	765	568	657	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737841749	325	163	175	ProSitePatterns	PS00487	IPR015875	IMP dehydrogenase / GMP reductase, conserved site	GO:0016491|GO:0055114
2737841749	325	3	311	SUPERFAMILY	SSF51412			
2737841750	379	15	223	SUPERFAMILY	SSF56524	IPR000572	Oxidoreductase, molybdopterin-binding domain	GO:0009055|GO:0055114
2737841750	379	280	378	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2737841751	139	23	123	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737841751	139	41	120	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737841752	343	19	322	SUPERFAMILY	SSF51735			
2737841753	113	9	112	SUPERFAMILY	SSF54991	IPR005121	Phenylalanine-tRNA ligase, beta subunit, ferrodoxin-fold anticodon-binding	GO:0000049|GO:0000287|GO:0004826|GO:0005524|GO:0006432|GO:0008033
2737841753	113	14	112	ProSiteProfiles	PS51447	IPR005121	Phenylalanine-tRNA ligase, beta subunit, ferrodoxin-fold anticodon-binding	GO:0000049|GO:0000287|GO:0004826|GO:0005524|GO:0006432|GO:0008033
