gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737841721	246	1	235	1.4e-92	296.5	TIGR00407	gamma-glutamyl phosphate reductase
2737841722	431	17	424	0.0e+00	595	TIGR02049	glutamate--cysteine ligase, T. ferrooxidans family
2737841723	622	89	560	0.0e+00	483.7	TIGR00794	potassium uptake protein
2737841724	280	49	280	2.1e-82	261.9	TIGR00163	phosphatidylserine decarboxylase precursor
2737841736	302	18	286	6.0e-56	175.6	TIGR00067	glutamate racemase
2737841737	517	10	292	3.4e-65	206.9	TIGR00722	hydro-lyases, Fe-S type, tartrate/fumarate subfamily, alpha region
2737841737	517	331	495	1.0e-50	159.1	TIGR00723	hydro-lyases, Fe-S type, tartrate/fumarate subfamily, beta region
2737841738	200	15	76	3.3e-13	36.4	TIGR00645	TIGR00645 family protein
2737841740	332	38	294	3.0e-59	186.5	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2737841745	318	1	308	9.7e-98	313.2	TIGR00938	homoserine kinase, Neisseria type
2737841748	765	7	762	0.0e+00	955.1	TIGR01075	DNA helicase II
2737841749	325	3	318	0.0e+00	536.4	TIGR01306	guanosine monophosphate reductase, bacterial
2737841754	108	12	107	8.3e-41	124.6	TIGR00987	integration host factor, alpha subunit
2737841759	96	10	96	8.3e-26	76.8	TIGR01144	ATP synthase, F0 subunit b
2737841760	82	19	76	3.6e-26	77.3	TIGR01260	ATP synthase, F0 subunit c
2737841761	281	16	278	6.6e-43	133.2	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2737841767	159	23	154	5.5e-29	87.3	TIGR03054	putative photosynthetic complex assembly protein
2737841769	253	1	248	1.3e-94	302.2	TIGR01150	photosynthetic reaction center, subunit H, bacterial
2737841771	232	9	229	1.0e-77	246.5	TIGR02021	magnesium protoporphyrin O-methyltransferase
2737841772	302	37	302	0.0e+00	445	TIGR01281	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein
2737841774	517	8	517	0.0e+00	791.1	TIGR00759	pyruvate dehydrogenase E1 component, homodimeric type
2737841775	469	340	466	1.1e-28	86.1	TIGR00229	PAS domain S-box
2737841777	521	1	476	1.1e-125	407.1	TIGR00705	signal peptide peptidase SppA, 67K type
