gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737841721	246	129	231	366	437	9.1e-07	27.6	pfam00171	Aldedh	462
2737841722	431	17	420	1	402	0.0e+00	663.8	pfam08886	GshA	402
2737841723	622	12	544	2	533	0.0e+00	685.7	pfam02705	K_trans	534
2737841724	280	63	278	1	196	1.8e-58	197.3	pfam02666	PS_Dcarbxylase	200
2737841726	127	8	121	2	101	3.6e-09	37.1	pfam12680	SnoaL_2	102
2737841727	455	154	236	2	86	3.1e-14	52.6	pfam00027	cNMP_binding	88
2737841728	407	34	387	2	342	1.7e-47	162.6	pfam13458	Peripla_BP_6	342
2737841729	290	9	277	4	268	1.9e-42	145.1	pfam02653	BPD_transp_2	268
2737841730	336	34	307	2	265	5.4e-32	110.9	pfam02653	BPD_transp_2	268
2737841731	256	21	168	2	136	4.0e-23	82.3	pfam00005	ABC_tran	137
2737841731	256	216	238	1	23	6.4e-05	22.6	pfam12399	BCA_ABC_TP_C	23
2737841732	234	17	163	3	136	5.8e-32	110.9	pfam00005	ABC_tran	137
2737841734	427	48	141	77	158	6.5e-10	38.1	pfam11700	ATG22	478
2737841734	427	138	420	192	477	8.2e-32	110.3	pfam11700	ATG22	478
2737841735	171	32	156	126	205	8.8e-11	42.1	pfam01863	DUF45	207
2737841736	302	18	243	1	223	2.0e-28	99.6	pfam01177	Asp_Glu_race	224
2737841737	517	11	291	2	269	9.7e-100	333.3	pfam05681	Fumerase	270
2737841737	517	294	496	1	208	1.5e-79	266	pfam05683	Fumerase_C	209
2737841738	200	21	159	1	118	1.9e-41	140.8	pfam03350	UPF0114	118
2737841740	332	38	316	2	275	3.9e-64	216.6	pfam03480	DctP	286
2737841741	240	11	74	1	64	2.0e-21	75.3	pfam00392	GntR	64
2737841741	240	98	224	1	124	3.7e-22	78.9	pfam07729	FCD	125
2737841742	372	8	129	19	117	7.8e-17	61.4	pfam02746	MR_MLE_N	117
2737841742	372	151	358	3	218	3.4e-66	222.9	pfam13378	MR_MLE_C	219
2737841743	192	6	192	1	189	1.2e-44	152	pfam00106	adh_short	195
2737841744	659	6	172	2	159	1.5e-46	158	pfam02739	5_3_exonuc_N	159
2737841744	659	173	272	2	86	8.7e-22	77.4	pfam01367	5_3_exonuc	97
2737841744	659	332	518	1	174	4.6e-32	111	pfam01612	DNA_pol_A_exo1	175
2737841744	659	550	659	4	108	7.5e-30	104.1	pfam00476	DNA_pol_A	376
2737841745	318	26	265	2	229	9.4e-31	107.4	pfam01636	APH	240
2737841748	765	11	276	1	314	8.6e-71	238.9	pfam00580	UvrD-helicase	315
2737841748	765	281	632	1	348	3.6e-72	243.5	pfam13361	UvrD_C	349
2737841749	325	3	320	3	327	2.8e-61	207.3	pfam00478	IMPDH	345
2737841750	379	30	209	5	167	7.7e-40	136.2	pfam00174	Oxidored_molyb	172
2737841750	379	271	379	32	135	7.4e-06	25.9	pfam03404	Mo-co_dimer	138
2737841751	139	41	116	3	67	1.7e-09	37.7	pfam13442	Cytochrome_CBB3	67
2737841752	343	25	220	1	183	2.1e-20	73.3	pfam13460	NAD_binding_10	184
2737841753	113	14	112	1	94	2.0e-28	98.5	pfam03147	FDX-ACB	94
2737841754	108	13	102	1	89	6.7e-28	96.6	pfam00216	Bac_DNA_binding	90
2737841755	158	14	84	1	68	9.2e-22	76.8	pfam13411	MerR_1	69
2737841757	328	51	325	2	272	3.5e-81	272.1	pfam03401	TctC	274
2737841758	170	31	167	6	139	1.2e-44	151.8	pfam00080	Sod_Cu	139
2737841759	96	6	96	1	90	2.8e-17	62.9	pfam00430	ATP-synt_B	132
2737841760	82	10	73	1	59	6.8e-12	45.4	pfam00137	ATP-synt_C	60
2737841761	281	39	275	2	210	6.8e-52	176.4	pfam00119	ATP-synt_A	211
2737841762	160	42	140	1	100	7.4e-18	64.6	pfam03899	ATP-synt_I	100
2737841763	148	45	147	2	105	1.4e-09	38.1	pfam05425	CopD	105
2737841764	99	16	99	1	84	2.4e-29	101.7	pfam04359	DUF493	84
2737841768	226	100	190	2	80	1.5e-12	47.4	pfam03703	bPH_2	80
2737841769	253	5	135	1	132	2.4e-48	163.5	pfam03967	PRCH	132
