gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737697635	377	31.31	1	375	1	389	7.7e-50	194	KO:K18983	D-galactarolactone cycloisomerase [EC:5.5.1.-]	EC:5.5.1.-	Yes
2737697638	199	57.44	5	199	10	204	9.1e-78	265	KO:K09459	phosphonopyruvate decarboxylase [EC:4.1.1.82]	EC:4.1.1.82	Yes
2737697641	332	76.51	1	332	1	331	0.0e+00	613	KO:K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	EC:1.8.-	Yes
2737697642	199	63.4	6	199	5	198	1.4e-88	295	KO:K17247	methionine sulfoxide reductase heme-binding subunit		Yes
2737697643	429	73.36	1	428	1	426	0.0e+00	721	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2737697645	109	69.72	1	109	1	109	5.4e-56	194	KO:K06202	CyaY protein		Yes
2737697646	791	70.39	5	791	1	797	0.0e+00	1300	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:2.4.1.-	Yes
2737697646	791	70.39	5	791	1	797	0.0e+00	1300	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:3.4.-	Yes
2737697649	492	80.57	1	486	161	648	0.0e+00	915	KO:K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme		Yes
2737697650	215	64.11	7	211	5	213	1.7e-90	302	KO:K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	EC:2.1.1.170	Yes
2737697652	265	81.37	1	263	1	259	0.0e+00	475	KO:K03496	chromosome partitioning protein		Yes
2737697654	305	82.62	1	303	1	305	0.0e+00	550	KO:K03497	chromosome partitioning protein, ParB family		Yes
2737697655	474	83.54	1	474	1	474	0.0e+00	915	KO:K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	EC:1.1.2.4	Yes
2737697656	186	81.87	1	182	1	182	1.1e-104	339	KO:K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	Yes
2737697657	696	69.58	5	690	2	682	0.0e+00	1170	KO:K01907	acetoacetyl-CoA synthetase [EC:6.2.1.16]	EC:6.2.1.16	Yes
2737697658	398	88.44	1	398	1	398	0.0e+00	835	KO:K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	EC:1.3.8.6	Yes
