gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737697626	310	3	179	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2737697626	310	230	310	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2737697626	310	1	310	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2737697628	313	8	305	SUPERFAMILY	SSF51569			
2737697629	199	32	176	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2737697630	308	13	296	SUPERFAMILY	SSF88713	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0003824|GO:0005975
2737697631	329	119	292	SUPERFAMILY	SSF53850			
2737697633	287	152	281	SUPERFAMILY	SSF51261	IPR011055	Duplicated hybrid motif	
2737697635	377	153	251	SMART	SM00922	IPR013342	Mandelate racemase/muconate lactonizing enzyme, C-terminal	
2737697635	377	200	231	ProSitePatterns	PS00909	IPR018110	Mandelate racemase/muconate lactonizing enzyme, conserved site	GO:0009063
2737697635	377	1	132	SUPERFAMILY	SSF54826			
2737697635	377	120	372	SUPERFAMILY	SSF51604			
2737697636	335	122	295	SUPERFAMILY	SSF53850			
2737697637	178	9	156	SUPERFAMILY	SSF52518			
2737697638	199	9	176	SUPERFAMILY	SSF52518			
2737697639	159	71	157	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737697640	208	25	109	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737697640	208	31	110	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737697640	208	119	206	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737697640	208	120	208	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737697641	332	79	328	SUPERFAMILY	SSF56524	IPR000572	Oxidoreductase, molybdopterin-binding domain	GO:0009055|GO:0055114
2737697641	332	1	53	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2737697643	429	267	426	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
2737697643	429	34	293	SUPERFAMILY	SSF51419			
2737697644	60	1	23	ProSiteProfiles	PS51257			
2737697645	109	1	104	SUPERFAMILY	SSF55387	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2737697645	109	1	105	ProSiteProfiles	PS50810	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2737697645	109	52	66	ProSitePatterns	PS01344	IPR020895	Frataxin conserved site	
2737697646	791	238	260	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737697646	791	289	340	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737697646	791	443	748	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737697646	791	70	280	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2737697649	492	120	134	ProSitePatterns	PS01280	IPR020595	Glucose-inhibited division protein A-related, conserved site	
2737697649	492	215	238	ProSitePatterns	PS01281	IPR020595	Glucose-inhibited division protein A-related, conserved site	
2737697649	492	3	108	SUPERFAMILY	SSF51905			
2737697649	492	118	147	SUPERFAMILY	SSF51905			
2737697649	492	189	240	SUPERFAMILY	SSF51905			
2737697650	215	13	211	SUPERFAMILY	SSF53335			
2737697652	265	1	261	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737697653	175	44	125	SUPERFAMILY	SSF53474			
2737697654	305	35	129	SMART	SM00470	IPR003115	ParB/Sulfiredoxin	
2737697654	305	37	131	SUPERFAMILY	SSF110849	IPR003115	ParB/Sulfiredoxin	
2737697654	305	122	229	SUPERFAMILY	SSF109709			
2737697655	474	234	472	SUPERFAMILY	SSF55103	IPR016164	FAD-linked oxidase-like, C-terminal	GO:0003824|GO:0050660
2737697655	474	16	231	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2737697655	474	53	230	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2737697656	186	7	178	SUPERFAMILY	SSF89028	IPR016030	Adenosylcobalamin biosynthesis, ATP:cob(I)alamin adenosyltransferase-like	
2737697657	696	271	282	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2737697657	696	23	686	SUPERFAMILY	SSF56801			
2737697658	398	349	368	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2737697658	398	246	393	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2737697658	398	6	242	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2737697659	385	3	243	SUPERFAMILY	SSF52402			
2737697660	529	155	324	SUPERFAMILY	SSF56300			
2737697660	529	353	498	SUPERFAMILY	SSF56300			
2737697661	264	19	236	SUPERFAMILY	SSF53850			
2737697663	379	243	350	SUPERFAMILY	SSF160544			
2737697666	250	224	236	ProSitePatterns	PS01061	IPR005838	Type III secretion system inner membrane P protein	GO:0009306|GO:0016020
2737697671	742	134	229	SMART	SM00436	IPR003601	DNA topoisomerase, type IA, domain 2	GO:0003677|GO:0003916|GO:0006265
2737697671	742	287	574	SMART	SM00437	IPR003602	DNA topoisomerase, type IA, DNA-binding	GO:0003677|GO:0003916|GO:0006265
2737697671	742	3	130	SMART	SM00493	IPR006171	Toprim domain	
2737697671	742	3	140	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2737697671	742	3	627	SUPERFAMILY	SSF56712	IPR023405	DNA topoisomerase, type IA, core domain	
2737697671	742	324	339	ProSitePatterns	PS00396	IPR023406	DNA topoisomerase, type IA, active site	GO:0003917
2737697672	170	23	135	ProSiteProfiles	PS50280	IPR001214	SET domain	GO:0005515
2737697672	170	23	141	SMART	SM00317	IPR001214	SET domain	GO:0005515
2737697672	170	148	164	ProSiteProfiles	PS50868	IPR003616	Post-SET domain	
2737697672	170	24	161	SUPERFAMILY	SSF82199			
2737697673	278	12	230	SUPERFAMILY	SSF55681			
