gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737697628	313	23.61	8	309	5	296	3.0e-26	112	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2737697631	329	34.81	10	325	3	316	6.0e-67	247	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737697635	377	34.47	1	375	1	369	5.0e-64	238	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2737697636	335	37.27	13	333	1	318	3.0e-67	248	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737697637	178	32.08	12	169	7	165	2.0e-26	111	COG4032	Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)	172
2737697640	208	44.44	24	131	15	121	2.0e-21	95.8	COG2863	Cytochrome c553	121
2737697641	332	39.51	19	303	1	270	4.0e-61	228	COG2041	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	271
2737697642	199	40.43	11	198	11	195	3.0e-32	131	COG2717	Periplasmic DMSO/TMAO reductase YedYZ, heme-binding membrane subunit	209
2737697643	429	46.72	11	403	3	394	1.0e-116	413	COG0019	Diaminopimelate decarboxylase	394
2737697645	109	42.59	1	108	1	106	2.0e-24	104	COG1965	Iron-binding protein CyaY, frataxin homolog	106
2737697646	791	47.7	28	745	1	733	0.0e+00	843	COG5009	Membrane carboxypeptidase/penicillin-binding protein	797
2737697649	492	60.08	1	481	160	620	0.0e+00	708	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	621
2737697650	215	36.41	5	213	1	214	4.0e-44	171	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	215
2737697651	204	40.1	3	204	2	207	4.0e-23	101	COG1280	Threonine/homoserine/homoserine lactone efflux protein	208
2737697652	265	38.17	1	261	1	253	3.0e-59	221	COG1192	Cellulose biosynthesis protein BcsQ	259
2737697653	175	28.87	9	146	11	145	1.0e-09	56.5	COG3545	Predicted esterase of the alpha/beta hydrolase fold	181
2737697654	305	40.51	36	270	6	226	6.0e-29	121	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	240
2737697655	474	43.07	27	474	2	458	5.0e-92	331	COG0277	FAD/FMN-containing dehydrogenase	459
2737697656	186	46.93	2	178	1	179	2.0e-50	191	COG2096	Cob(I)alamin adenosyltransferase	184
2737697657	696	32.14	80	665	2	522	4.0e-99	356	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2737697658	398	37.76	14	396	1	392	8.0e-84	304	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2737697659	385	52.56	1	369	1	352	5.0e-126	444	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	356
2737697660	529	38.32	13	529	16	521	4.0e-100	358	COG3540	Phosphodiesterase/alkaline phosphatase D	522
2737697661	264	21.54	1	245	66	297	3.0e-11	62.7	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737697663	379	39.5	1	362	2	363	4.0e-101	361	COG1377	Flagellar biosynthesis protein FlhB	363
2737697664	256	30.31	2	254	1	254	1.0e-30	126	COG1684	Flagellar biosynthesis protein FliR	258
2737697665	89	51.69	1	89	1	89	4.0e-19	86.3	COG1987	Flagellar biosynthesis protein FliQ	89
2737697666	250	54.25	1	247	1	247	1.0e-71	263	COG1338	Flagellar biosynthetic protein FliP	248
2737697671	742	31.26	3	642	1	570	1.0e-128	453	COG0550	DNA topoisomerase IA	570
2737697673	278	34.87	26	277	1	238	3.0e-40	158	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2737697674	350	28.57	47	350	5	299	2.0e-40	160	COG1840	ABC-type Fe3+ transport system, periplasmic component	299
2737697675	545	33.83	14	545	14	538	5.0e-69	255	COG1178	ABC-type Fe3+ transport system, permease component	540
2737697676	373	37.91	1	356	1	352	1.0e-86	313	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components	352
2737697677	218	28.04	3	210	1	206	9.0e-22	97.2	COG0625	Glutathione S-transferase	211
2737697678	500	28.7	145	487	2	327	7.0e-38	152	COG0642	Signal transduction histidine kinase	336
2737697679	224	45.61	1	220	1	226	1.0e-54	206	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2737697680	163	24.49	50	146	14	111	2.0e-05	41.8	COG1846	DNA-binding transcriptional regulator, MarR family	126
2737697681	356	64.56	8	289	1	277	3.0e-88	318	COG0468	RecA/RadA recombinase	279
2737697682	132	39.55	1	130	27	160	2.0e-15	74.9	COG2137	SOS response regulatory protein OraA/RecX, interacts with RecA	174
2737697683	305	28.74	1	304	2	335	1.0e-65	243	COG0002	N-acetyl-gamma-glutamylphosphate reductase	349
2737697686	241	28.69	1	239	4	245	5.0e-28	118	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2737697687	777	36.18	18	775	14	731	0.0e+00	501	COG1529	CO or xanthine dehydrogenase, Mo-binding subunit	731
2737697688	358	22.12	6	342	4	328	3.0e-33	136	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2737697689	181	21.08	1	165	1	163	2.0e-09	55.7	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2737697690	439	30.65	53	436	1	379	4.0e-61	228	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2737697691	221	34.86	3	217	1	211	9.0e-29	120	COG0625	Glutathione S-transferase	211
2737697692	571	27.63	6	568	21	563	2.0e-74	273	COG2936	Predicted acyl esterase	563
2737697693	578	27.02	13	577	18	562	4.0e-66	246	COG2936	Predicted acyl esterase	563
2737697694	380	25.76	85	372	39	290	2.0e-25	110	COG2159	Predicted metal-dependent hydrolase, TIM-barrel fold	293
2737697695	164	34.87	10	160	2	153	5.0e-32	130	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2737697696	391	57.94	32	384	3	361	0.0e+00	466	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	363
2737697698	402	36.45	4	402	11	422	1.0e-92	334	COG0405	Gamma-glutamyltranspeptidase	539
2737697700	327	39.32	12	327	4	322	1.0e-73	269	COG0142	Geranylgeranyl pyrophosphate synthase	322
2737697701	103	55.34	1	103	1	103	2.0e-31	127	COG0261	Ribosomal protein L21	103
2737697702	86	70.93	1	86	1	85	1.0e-27	114	COG0211	Ribosomal protein L27	87
2737697703	353	54.19	1	352	1	357	0.0e+00	479	COG0536	GTPase involved in cell partioning and DNA repair	369
2737697704	379	52.14	6	378	3	369	4.0e-120	425	COG0263	Glutamate 5-kinase	369
2737697705	204	16.78	13	157	17	156	8.0e-08	50.8	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2737697708	327	33.86	8	326	5	308	3.0e-46	179	COG4965	Flp pilus assembly protein TadB	309
2737697709	478	53.63	78	435	1	353	1.0e-118	420	COG4962	Pilus assembly protein, ATPase of CpaF family	355
2737697710	417	31.2	149	414	94	357	5.0e-36	145	COG4963	Flp pilus assembly protein, ATPase CpaE	366
2737697715	1171	32.91	1	1168	1	1163	0.0e+00	562	COG1196	Chromosome segregation ATPase	1163
2737697717	399	31.92	4	394	3	389	9.0e-76	277	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2737697718	274	50.54	2	274	1	270	2.0e-84	305	COG2171	Tetrahydrodipicolinate N-succinyltransferase	271
2737697719	389	35.26	1	380	12	406	2.0e-83	303	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2737697720	289	35.06	1	251	1	240	6.0e-43	167	COG2890	Methylase of polypeptide chain release factors	280
