gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737697637	178	12	170	3.2e-37	114	TIGR03845	sulfopyruvate decarboxylase, alpha subunit
2737697639	159	61	159	4.4e-43	133.2	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2737697643	429	11	425	0.0e+00	509.6	TIGR01048	diaminopimelate decarboxylase
2737697645	109	2	107	1.0e-38	117.7	TIGR03421	iron donor protein CyaY
2737697646	791	93	733	0.0e+00	612.3	TIGR02074	penicillin-binding protein, 1A family
2737697649	492	1	479	0.0e+00	614.7	TIGR00136	glucose-inhibited division protein A
2737697650	215	28	210	3.6e-45	139.9	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
2737697654	305	31	215	5.1e-60	188.5	TIGR00180	ParB/RepB/Spo0J family partition protein
2737697655	474	60	470	1.2e-111	359.4	TIGR00387	glycolate oxidase, subunit GlcD
2737697656	186	9	178	5.0e-60	188.2	TIGR00636	ATP:cob(I)alamin adenosyltransferase
2737697657	696	13	694	0.0e+00	636.7	TIGR01217	acetoacetyl-CoA synthase
2737697659	385	4	369	4.3e-127	409.7	TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2737697663	379	6	352	1.5e-115	372.1	TIGR00328	flagellar biosynthetic protein FlhB
2737697664	256	13	254	2.7e-59	186.7	TIGR01400	flagellar biosynthetic protein FliR
2737697665	89	1	88	8.0e-37	112.5	TIGR01402	flagellar biosynthetic protein FliQ
2737697665	89	5	85	1.1e-24	73.5	TIGR01403	type III secretion protein, HrpO family
2737697666	250	48	243	4.6e-62	196.4	TIGR01102	type III secretion apparatus protein, YscR/HrcR family
2737697666	250	51	247	1.9e-87	279.2	TIGR01103	flagellar biosynthetic protein FliP
2737697667	113	13	81	2.9e-18	52	TIGR03500	flagellar biosynthetic protein FliO
2737697670	160	10	144	1.8e-12	34	TIGR02473	flagellar export protein FliJ
2737697671	742	2	725	0.0e+00	545.8	TIGR01056	DNA topoisomerase III, bacteria and conjugative plasmid
2737697673	278	22	275	2.7e-40	124.4	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
2737697681	356	13	334	0.0e+00	575.6	TIGR02012	protein RecA
2737697683	305	1	305	5.6e-123	396.1	TIGR01851	N-acetyl-gamma-glutamyl-phosphate reductase, uncommon form
2737697684	258	1	258	4.8e-100	321.1	TIGR01016	succinyl-CoA synthetase, beta subunit
2737697690	439	21	432	1.4e-93	299.8	TIGR00786	TRAP transporter, DctM subunit
2737697691	221	4	216	2.1e-69	219.4	TIGR01262	maleylacetoacetate isomerase
2737697692	571	9	380	9.8e-66	208.8	TIGR00976	putative hydrolase, CocE/NonD family
2737697693	578	17	393	3.0e-67	213.8	TIGR00976	putative hydrolase, CocE/NonD family
2737697695	164	10	160	1.2e-46	144.3	TIGR00011	Cys-tRNA(Pro) deacylase
