gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737697626	310	1	310	4	271	1.2e-36	126.2	pfam07690	MFS_1	353
2737697628	313	7	306	2	287	1.1e-20	73.5	pfam00701	DHDPS	289
2737697629	199	83	156	3	64	1.2e-08	34.4	pfam07883	Cupin_2	71
2737697631	329	52	326	1	271	7.4e-82	274.3	pfam03401	TctC	274
2737697632	145	19	120	1	97	4.9e-23	81.1	pfam04519	Bactofilin	98
2737697633	287	183	278	3	96	2.0e-30	104.7	pfam01551	Peptidase_M23	96
2737697635	377	5	132	3	117	7.6e-15	55	pfam02746	MR_MLE_N	117
2737697635	377	155	368	2	217	2.7e-55	187.3	pfam13378	MR_MLE_C	219
2737697636	335	59	332	2	273	1.6e-91	306	pfam03401	TctC	274
2737697637	178	9	168	3	157	3.9e-10	39.5	pfam02776	TPP_enzyme_N	172
2737697638	199	32	167	24	150	2.3e-16	59.8	pfam02775	TPP_enzyme_C	153
2737697639	159	80	159	1	61	1.9e-14	53.6	pfam01926	MMR_HSR1	114
2737697640	208	31	106	2	67	2.1e-09	37.4	pfam13442	Cytochrome_CBB3	67
2737697640	208	122	208	10	90	1.7e-08	35.3	pfam00034	Cytochrom_C	92
2737697641	332	104	266	8	172	6.9e-29	100.5	pfam00174	Oxidored_molyb	172
2737697642	199	46	162	21	123	8.1e-16	58.2	pfam01794	Ferric_reduct	124
2737697643	429	42	287	16	242	2.5e-64	216.9	pfam02784	Orn_Arg_deC_N	242
2737697643	429	295	402	2	109	9.0e-18	64.3	pfam00278	Orn_DAP_Arg_deC	110
2737697645	109	1	105	1	106	3.0e-23	81.8	pfam01491	Frataxin_Cyay	108
2737697646	791	82	257	2	177	2.8e-63	212.5	pfam00912	Transgly	178
2737697646	791	343	446	1	112	5.6e-17	62.4	pfam17092	PCB_OB	112
2737697646	791	448	723	1	282	5.2e-36	124.3	pfam00905	Transpeptidase	306
2737697649	492	1	246	154	391	4.6e-90	302.4	pfam01134	GIDA	392
2737697649	492	248	472	2	184	8.3e-72	241	pfam13932	GIDA_assoc	184
2737697650	215	24	207	2	181	3.1e-42	143.8	pfam02527	GidB	184
2737697651	204	15	204	2	191	3.6e-32	111.3	pfam01810	LysE	193
2737697652	265	3	187	3	177	5.8e-59	198.8	pfam13614	AAA_31	177
2737697653	175	9	153	15	144	4.2e-13	49.4	pfam06821	Ser_hydrolase	171
2737697654	305	35	129	2	90	2.2e-24	85.4	pfam02195	ParBc	90
2737697655	474	57	194	1	139	5.3e-42	142.7	pfam01565	FAD_binding_4	139
2737697655	474	230	471	2	250	1.1e-63	215.1	pfam02913	FAD-oxidase_C	250
2737697656	186	8	166	1	163	2.0e-53	180.8	pfam01923	Cob_adeno_trans	164
2737697657	696	36	92	1	53	4.0e-12	45.7	pfam16177	ACAS_N	55
2737697657	696	94	567	8	422	1.9e-43	148.5	pfam00501	AMP-binding	423
2737697658	398	19	131	1	113	1.7e-34	118.7	pfam02771	Acyl-CoA_dh_N	113
2737697658	398	135	231	1	97	9.7e-21	73.6	pfam02770	Acyl-CoA_dh_M	97
2737697658	398	243	391	3	148	9.2e-29	100.4	pfam00441	Acyl-CoA_dh_1	150
2737697659	385	4	369	2	356	1.1e-126	422.3	pfam03054	tRNA_Me_trans	356
2737697660	529	42	146	1	90	6.9e-28	96.9	pfam16655	PhoD_N	90
2737697660	529	159	498	1	350	3.2e-96	322.3	pfam09423	PhoD	350
2737697661	264	22	240	6	208	1.5e-26	93	pfam03466	LysR_substrate	209
2737697663	379	6	346	2	330	1.3e-117	392.5	pfam01312	Bac_export_2	330
2737697664	256	13	245	2	223	3.5e-54	183.7	pfam01311	Bac_export_1	230
2737697665	89	5	78	1	74	5.1e-33	112.7	pfam01313	Bac_export_3	74
2737697666	250	51	243	1	191	2.7e-81	271.9	pfam00813	FliP	191
2737697667	113	25	109	1	61	2.5e-11	43.6	pfam04347	FliO	90
2737697670	160	13	141	8	116	2.5e-09	37.3	pfam02050	FliJ	123
2737697671	742	4	143	1	98	3.6e-10	39.8	pfam01751	Toprim	103
2737697671	742	159	613	2	411	1.0e-110	370.4	pfam01131	Topoisom_bac	412
2737697671	742	670	734	1	59	3.7e-18	65.1	pfam13342	Toprim_Crpt	60
2737697672	170	34	135	1	169	3.6e-20	72.9	pfam00856	SET	169
2737697673	278	25	171	3	131	1.2e-06	28.4	pfam03099	BPL_LplA_LipB	131
2737697673	278	232	275	16	48	5.9e-05	22.8	pfam02237	BPL_C	48
