gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757589896	238	47	60	ProSitePatterns	PS00715	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589896	238	93	153	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589896	238	160	235	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589896	238	17	91	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589897	274	7	252	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757589898	505	227	412	SMART	SM00962	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614
2757589898	505	216	346	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757589901	338	183	332	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2757589901	338	2	182	SUPERFAMILY	SSF51735			
2757589902	163	4	78	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2757589902	163	1	76	SUPERFAMILY	SSF55021			
2757589902	163	79	162	SUPERFAMILY	SSF55021			
2757589903	590	18	188	SUPERFAMILY	SSF52518			
2757589903	590	205	379	SUPERFAMILY	SSF52467			
2757589903	590	390	585	SUPERFAMILY	SSF52518			
2757589904	188	120	181	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589904	188	14	89	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2757589908	203	14	188	SUPERFAMILY	SSF102405			
2757589909	112	1	112	ProSiteProfiles	PS51343	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2757589909	112	4	105	SMART	SM00938	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2757589909	112	46	51	ProSitePatterns	PS00496	IPR002332	Nitrogen regulatory protein P-II, urydylation site	GO:0006808|GO:0030234
2757589909	112	1	112	SUPERFAMILY	SSF54913	IPR011322	Nitrogen regulatory PII-like, alpha/beta	
2757589909	112	83	96	ProSitePatterns	PS00638	IPR017918	Nitrogen regulatory protein PII, conserved site	GO:0006808|GO:0030234
2757589910	90	1	74	SUPERFAMILY	SSF52402			
2757589911	177	4	98	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2757589911	177	3	144	SUPERFAMILY	SSF54534			
2757589912	151	5	150	SUPERFAMILY	SSF51283			
2757589913	407	1	183	SUPERFAMILY	SSF52507	IPR003382	Flavoprotein	GO:0003824
2757589913	407	175	402	SUPERFAMILY	SSF102645	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	
2757589914	575	322	574	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2757589914	575	28	299	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757589914	575	320	573	SUPERFAMILY	SSF52317			
2757589915	284	2	277	SUPERFAMILY	SSF51569			
2757589916	95	1	95	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2757589917	48	4	48	SUPERFAMILY	SSF54826			
2757589921	208	15	206	SUPERFAMILY	SSF89155			
2757589922	705	176	205	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	206	232	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	296	325	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	327	356	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	560	589	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	591	620	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757589922	705	185	196	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2757589922	705	336	347	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2757589922	705	569	580	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2757589922	705	600	611	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2757589922	705	180	357	SUPERFAMILY	SSF54862			
2757589922	705	560	663	SUPERFAMILY	SSF54862			
2757589925	500	335	493	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2757589925	500	385	495	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2757589925	500	269	344	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2757589925	500	276	495	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2757589925	500	263	345	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2757589926	607	346	363	ProSitePatterns	PS00490	IPR006655	Molybdopterin oxidoreductase, prokaryotic, conserved site	GO:0009055|GO:0016491|GO:0055114
2757589926	607	453	600	SUPERFAMILY	SSF50692	IPR009010	Aspartate decarboxylase-like domain	
2757589926	607	2	508	SUPERFAMILY	SSF53706			
2757589927	270	2	169	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757589927	270	171	269	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2757589927	270	69	83	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757589927	270	2	178	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757589928	247	8	242	SUPERFAMILY	SSF51695	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	GO:0006629|GO:0008081
2757589930	429	7	167	SUPERFAMILY	SSF69742	IPR015895	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, N-terminal	GO:0008883|GO:0033014|GO:0050661|GO:0055114
2757589930	429	326	424	SUPERFAMILY	SSF69075	IPR015896	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain	GO:0008883|GO:0033014|GO:0050661|GO:0055114
2757589930	429	108	131	ProSitePatterns	PS00747	IPR018214	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, conserved site	GO:0008883|GO:0055114
2757589930	429	177	359	SUPERFAMILY	SSF51735			
2757589931	213	63	178	SMART	SM00937	IPR005139	Peptide chain release factor	GO:0005737|GO:0006415|GO:0016149
2757589931	213	6	211	SUPERFAMILY	SSF75620			
2757589933	109	1	105	ProSiteProfiles	PS50810	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2757589933	109	1	107	SUPERFAMILY	SSF55387	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2757589933	109	52	66	ProSitePatterns	PS01344	IPR020895	Frataxin conserved site	
2757589934	425	271	423	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
2757589934	425	35	294	SUPERFAMILY	SSF51419			
2757589935	199	1	19	ProSiteProfiles	PS51257			
2757589936	331	75	327	SUPERFAMILY	SSF56524	IPR000572	Oxidoreductase, molybdopterin-binding domain	GO:0009055|GO:0055114
2757589936	331	1	53	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2757589937	126	5	116	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2757589937	126	6	120	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2757589937	126	8	121	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2757589941	163	7	159	SUPERFAMILY	SSF55826	IPR007214	YbaK/aminoacyl-tRNA synthetase-associated domain	GO:0002161
2757589943	118	4	117	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2757589944	394	4	269	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2757589944	394	272	393	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2757589944	394	375	388	ProSitePatterns	PS00099	IPR020610	Thiolase, active site	GO:0008152|GO:0016747
2757589944	394	86	104	ProSitePatterns	PS00098	IPR020615	Thiolase, acyl-enzyme intermediate active site	GO:0008152|GO:0016747
2757589945	285	177	205	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2757589945	285	28	267	SUPERFAMILY	SSF51735			
2757589947	158	1	158	ProSiteProfiles	PS50989	IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal	GO:0016874
2757589947	158	6	158	SUPERFAMILY	SSF52096			
2757589948	216	58	210	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2757589948	216	40	208	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2757589949	458	320	455	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2757589949	458	346	401	SMART	SM00840	IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR	GO:0000166|GO:0004817|GO:0005524|GO:0005737|GO:0006423
2757589949	458	4	316	SUPERFAMILY	SSF52374			
2757589950	168	21	122	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2757589950	168	89	122	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2757589950	168	26	137	SUPERFAMILY	SSF48452			
2757589951	234	37	147	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2757589951	234	45	232	ProSiteProfiles	PS50072	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2757589951	234	178	233	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2757589951	234	75	92	ProSitePatterns	PS00170	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457
2757589952	168	11	166	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2757589952	168	14	167	ProSiteProfiles	PS50072	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2757589952	168	41	58	ProSitePatterns	PS00170	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457
2757589953	267	26	253	SUPERFAMILY	SSF56300			
2757589956	243	3	133	SUPERFAMILY	SSF53756			
2757589958	525	122	458	ProSiteProfiles	PS50011	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
2757589958	525	93	160	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2757589958	525	195	438	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2757589959	491	1	444	ProSiteProfiles	PS50283	IPR001734	Sodium/solute symporter	GO:0005215|GO:0006810|GO:0016020|GO:0055085
2757589960	111	1	42	SMART	SM00834	IPR013429	Putative regulatory protein, FmdB, Zinc ribbon domain	
2757589962	473	293	422	SUPERFAMILY	SSF55261	IPR004115	GAD domain	GO:0004812|GO:0005524|GO:0005737
2757589962	473	141	449	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2757589962	473	3	107	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2757589962	473	110	290	SUPERFAMILY	SSF55681			
2757589962	473	431	470	SUPERFAMILY	SSF55681			
2757589965	238	85	234	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757589965	238	27	84	SUPERFAMILY	SSF54423	IPR018950	Disulphide bond isomerase, DsbC/G, N-terminal	
2757589966	396	289	302	ProSitePatterns	PS01304	IPR018168	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site	GO:0016709|GO:0055114
2757589966	396	8	152	SUPERFAMILY	SSF51905			
2757589966	396	255	378	SUPERFAMILY	SSF51905			
2757589968	146	3	145	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757589969	102	14	69	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2757589969	102	15	69	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2757589969	102	9	90	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2757589970	92	36	92	SUPERFAMILY	SSF143011			
2757589971	108	23	106	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757589972	312	6	63	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2757589972	312	2	85	SUPERFAMILY	SSF46785			
2757589972	312	90	304	SUPERFAMILY	SSF53850			
2757589973	265	6	265	SUPERFAMILY	SSF52096			
2757589974	407	1	395	SUPERFAMILY	SSF89796	IPR023606	CoA-transferase family III domain	
2757589976	431	1	55	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757589976	431	373	429	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757589976	431	56	362	SUPERFAMILY	SSF51556			
2757589977	276	3	274	SUPERFAMILY	SSF53671	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2757589977	276	18	25	ProSitePatterns	PS00097	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2757589978	697	60	656	SMART	SM00433	IPR001241	DNA topoisomerase, type IIA	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2757589978	697	30	255	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2757589978	697	56	216	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2757589978	697	469	594	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2757589978	697	445	620	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
2757589978	697	473	481	ProSitePatterns	PS00177	IPR018522	DNA topoisomerase, type IIA, conserved site	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2757589978	697	262	443	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2757589979	369	18	365	SMART	SM00480	IPR001001	DNA polymerase III, beta chain	GO:0003677|GO:0003887|GO:0006260|GO:0008408|GO:0009360
2757589979	369	6	121	SUPERFAMILY	SSF55979			
2757589979	369	130	247	SUPERFAMILY	SSF55979			
2757589979	369	248	369	SUPERFAMILY	SSF55979			
2757589980	466	163	297	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757589980	466	362	465	SUPERFAMILY	SSF48295	IPR010921	Trp repressor/replication initiator	GO:0043565
