gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737694510	234	69.78	1	225	1	225	1.8e-118	383	KO:K07491	putative transposase		Yes
2737694511	155	62.99	1	154	1	154	2.1e-62	216	KO:K06077	outer membrane lipoprotein SlyB		Yes
2737694513	194	58.6	1	186	1	186	6.4e-70	242	KO:K09941	uncharacterized protein		Yes
2737694514	386	70.23	3	385	11	382	0.0e+00	582	KO:K01129	dGTPase [EC:3.1.5.1]	EC:3.1.5.1	Yes
2737694515	369	78.21	11	368	15	372	0.0e+00	651	KO:K01735	3-dehydroquinate synthase [EC:4.2.3.4]	EC:4.2.3.4	Yes
2737694516	189	71.08	17	182	1	166	3.9e-79	267	KO:K00891	shikimate kinase [EC:2.7.1.71]	EC:2.7.1.71	Yes
2737694517	732	58.13	6	730	8	709	0.0e+00	901	KO:K02666	type IV pilus assembly protein PilQ		Yes
2737694518	179	37.91	3	179	2	183	1.4e-37	147	KO:K02665	type IV pilus assembly protein PilP		Yes
2737694519	216	39.63	10	216	15	231	9.4e-46	174	KO:K02664	type IV pilus assembly protein PilO		Yes
2737694520	209	46.6	1	206	1	206	9.5e-55	199	KO:K02663	type IV pilus assembly protein PilN		Yes
2737694521	357	45.89	5	355	3	354	1.2e-95	329	KO:K02662	type IV pilus assembly protein PilM		Yes
2737694522	802	70	6	802	4	797	0.0e+00	1310	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:2.4.1.-	Yes
2737694522	802	70	6	802	4	797	0.0e+00	1310	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:3.4.-	Yes
2737694523	109	64.22	1	109	1	109	2.8e-45	163	KO:K06202	CyaY protein		Yes
2737694524	426	78.1	5	424	6	425	0.0e+00	755	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2737694525	203	61.11	3	200	1	198	4.4e-82	276	KO:K17247	methionine sulfoxide reductase heme-binding subunit		Yes
2737694526	324	77.09	2	324	12	334	0.0e+00	592	KO:K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	EC:1.8.-	Yes
2737694528	239	87.32	26	230	2	206	0.0e+00	422	KO:K03978	GTP-binding protein		Yes
2737694529	287	50.9	8	286	11	289	1.7e-100	337	KO:K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	EC:2.3.1.241	Yes
2737694530	278	57.45	1	275	1	275	6.9e-116	380	KO:K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	EC:2.3.1.241	Yes
2737694531	393	93.89	1	393	1	393	0.0e+00	864	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
2737694537	347	64.97	12	345	2	334	0.0e+00	541	KO:K06911	uncharacterized protein		Yes
2737694539	329	63.61	8	329	21	343	1.0e-122	404	KO:K06204	DnaK suppressor protein		Yes
2737694541	143	84.51	2	143	24	165	2.1e-89	291	KO:K03925	MraZ protein		Yes
2737694542	317	75.9	7	311	3	309	0.0e+00	513	KO:K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	EC:2.1.1.199	Yes
2737694543	94	63.1	1	84	1	84	3.3e-31	122	KO:K03586	cell division protein FtsL		Yes
2737694544	580	73.92	1	579	1	579	0.0e+00	984	KO:K03587	cell division protein FtsI (penicillin-binding protein 3)		Yes
2737694545	505	57.25	7	496	6	520	0.0e+00	633	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	Yes
2737694546	492	56.48	8	478	4	451	0.0e+00	524	KO:K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	EC:6.3.2.10	Yes
2737694547	392	84.44	1	392	1	392	0.0e+00	776	KO:K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	EC:2.7.8.13	Yes
2737694548	505	64.14	3	504	4	504	0.0e+00	713	KO:K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	EC:6.3.2.9	Yes
2737694549	418	70.94	10	415	3	408	0.0e+00	667	KO:K03588	cell division protein FtsW		Yes
2737694550	360	65.72	8	360	12	364	0.0e+00	525	KO:K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	EC:2.4.1.227	Yes
2737694551	474	78.85	1	468	1	468	0.0e+00	846	KO:K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	EC:6.3.2.8	Yes
2737694552	331	72.01	5	322	2	317	0.0e+00	523	KO:K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	EC:6.3.2.4	Yes
2737694553	262	52.4	6	255	6	255	1.0e-88	302	KO:K03589	cell division protein FtsQ		Yes
2737694554	409	89.49	1	409	1	409	0.0e+00	817	KO:K03590	cell division protein FtsA		Yes
2737694555	429	76.33	1	429	1	409	0.0e+00	693	KO:K03531	cell division protein FtsZ		Yes
2737694556	307	77.85	1	307	1	307	0.0e+00	557	KO:K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	EC:3.5.1.108	Yes
