gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737694509	412	25	412	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
2737694509	412	25	412	SUPERFAMILY	SSF56235			
2737694510	234	3	127	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2737694511	155	1	20	ProSiteProfiles	PS51257			
2737694512	323	86	208	SUPERFAMILY	SSF53335			
2737694514	386	58	213	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2737694514	386	14	380	SUPERFAMILY	SSF109604			
2737694515	369	10	363	SUPERFAMILY	SSF56796			
2737694516	189	71	96	ProSitePatterns	PS01128	IPR023000	Shikimate kinase, conserved site	
2737694516	189	15	180	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737694517	732	316	364	SMART	SM00965	IPR011662	Secretin/TonB, short N-terminal	GO:0019867
2737694518	179	1	20	ProSiteProfiles	PS51257			
2737694521	357	14	181	SMART	SM00842	IPR003494	SHS2 domain inserted in FtsA	GO:0005515|GO:0007049
2737694521	357	14	179	SUPERFAMILY	SSF53067			
2737694521	357	191	352	SUPERFAMILY	SSF53067			
2737694522	802	236	258	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737694522	802	288	339	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737694522	802	443	760	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737694522	802	68	275	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2737694523	109	1	104	SUPERFAMILY	SSF55387	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2737694523	109	1	105	ProSiteProfiles	PS50810	IPR002908	Frataxin/CyaY	GO:0008199|GO:0016226
2737694523	109	52	66	ProSitePatterns	PS01344	IPR020895	Frataxin conserved site	
2737694524	426	268	424	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
2737694524	426	33	292	SUPERFAMILY	SSF51419			
2737694526	324	70	320	SUPERFAMILY	SSF56524	IPR000572	Oxidoreductase, molybdopterin-binding domain	GO:0009055|GO:0055114
2737694526	324	1	44	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2737694527	210	28	110	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737694527	210	33	112	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737694527	210	121	208	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737694527	210	122	210	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2737694528	239	40	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737694531	393	119	129	ProSitePatterns	PS00376	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
2737694531	393	267	275	ProSitePatterns	PS00377	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
2737694531	393	4	110	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2737694531	393	113	240	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2737694531	393	241	391	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2737694532	416	42	404	SUPERFAMILY	SSF53756			
2737694536	411	84	394	SUPERFAMILY	SSF50939	IPR011040	Sialidases	
2737694537	347	74	323	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2737694538	364	269	362	SUPERFAMILY	SSF90002	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2737694538	364	269	363	SMART	SM00833	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2737694538	364	5	200	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737694539	329	249	329	ProSiteProfiles	PS51128	IPR000962	Zinc finger, DksA/TraR C4-type	GO:0008270
2737694539	329	292	316	ProSitePatterns	PS01102	IPR020458	Zinc finger, DksA/TraR C4-type conserved site	
2737694539	329	189	288	SUPERFAMILY	SSF109635			
2737694539	329	289	327	SUPERFAMILY	SSF57716			
2737694541	143	2	131	SUPERFAMILY	SSF89447			
2737694542	317	117	217	SUPERFAMILY	SSF81799	IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain	GO:0008168
2737694542	317	7	116	SUPERFAMILY	SSF53335			
2737694542	317	217	308	SUPERFAMILY	SSF53335			
2737694544	580	61	227	SUPERFAMILY	SSF56519	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
2737694544	580	180	564	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2737694545	505	341	497	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
2737694545	505	99	338	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
2737694545	505	14	97	SUPERFAMILY	SSF63418			
2737694546	492	345	475	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
