gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737694509	412	25	412	1	383	0.0e+00	564.4	pfam00310	GATase_2	420
2737694510	234	9	124	5	119	2.6e-14	53.3	pfam01797	Y1_Tnp	121
2737694512	323	65	212	1	155	1.4e-35	122.5	pfam13679	Methyltransf_32	158
2737694513	194	10	180	3	170	6.9e-63	211.3	pfam07209	DUF1415	171
2737694514	386	62	204	1	121	2.7e-16	59.8	pfam01966	HD	122
2737694514	386	291	378	1	92	2.0e-27	95.4	pfam13286	HD_assoc	92
2737694515	369	71	334	2	261	5.2e-108	360	pfam01761	DHQ_synthase	262
2737694516	189	24	181	1	157	1.1e-50	171.7	pfam01202	SKI	158
2737694517	732	38	129	8	98	2.0e-06	27.7	pfam11741	AMIN	98
2737694517	732	316	364	3	52	2.7e-07	30.1	pfam07660	STN	52
2737694517	732	389	465	1	82	1.5e-14	54	pfam03958	Secretin_N	82
2737694517	732	571	726	1	169	9.9e-48	161.9	pfam00263	Secretin	170
2737694518	179	27	174	2	146	6.2e-38	129.9	pfam04351	PilP	147
2737694519	216	60	201	1	146	8.5e-39	132.9	pfam04350	PilO	146
2737694520	209	100	183	1	76	2.9e-18	65.6	pfam05137	PilN	78
2737694521	357	16	355	1	340	4.9e-102	341.3	pfam11104	PilM_2	340
2737694522	802	80	255	2	178	5.1e-62	208.4	pfam00912	Transgly	178
2737694522	802	342	446	1	112	1.2e-20	74.2	pfam17092	PCB_OB	112
2737694522	802	448	728	1	284	3.0e-38	131.6	pfam00905	Transpeptidase	306
2737694523	109	1	105	1	105	1.9e-20	72.8	pfam01491	Frataxin_Cyay	108
2737694524	426	41	286	10	242	5.9e-62	209.2	pfam02784	Orn_Arg_deC_N	242
2737694524	426	295	400	2	109	5.9e-18	64.9	pfam00278	Orn_DAP_Arg_deC	110
2737694525	203	51	166	3	124	9.3e-15	54.7	pfam01794	Ferric_reduct	124
2737694526	324	96	258	8	172	2.7e-30	105.1	pfam00174	Oxidored_molyb	172
2737694527	210	33	108	2	67	7.8e-09	35.6	pfam13442	Cytochrome_CBB3	67
2737694527	210	124	210	11	90	1.4e-07	32.4	pfam00034	Cytochrom_C	92
2737694528	239	52	177	1	114	2.6e-18	66.1	pfam01926	MMR_HSR1	114
2737694529	287	4	277	20	295	8.8e-43	146.4	pfam03279	Lip_A_acyltrans	295
