gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737694509	412	50.77	13	400	1	371	0.0e+00	477	COG0067	Glutamate synthase domain 1	371
2737694510	234	22.7	1	140	1	136	1.0e-15	76.8	COG1943	REP element-mobilizing transposase RayT	136
2737694511	155	28.37	15	151	14	153	2.0e-12	65.3	COG3133	Outer membrane lipoprotein SlyB	154
2737694513	194	49.14	7	181	11	185	2.0e-53	201	COG3310	Uncharacterized protein	196
2737694514	386	43.17	1	383	8	412	4.0e-97	348	COG0232	dGTP triphosphohydrolase	412
2737694515	369	56.91	9	369	4	360	0.0e+00	463	COG0337	3-dehydroquinate synthetase	360
2737694516	189	50.3	18	186	5	172	3.0e-51	195	COG0703	Shikimate kinase	172
2737694517	732	30.23	2	727	1	709	4.0e-103	369	COG4796	Type II secretory pathway, component HofQ	709
2737694518	179	33.72	5	175	3	167	7.0e-31	127	COG3168	Tfp pilus assembly protein PilP	170
2737694519	216	34.54	14	204	8	198	2.0e-39	155	COG3167	Tfp pilus assembly protein PilO	211
2737694520	209	29.21	5	200	8	204	1.0e-18	86.5	COG3166	Tfp pilus assembly protein PilN	206
2737694521	357	34.76	5	355	3	353	2.0e-69	255	COG4972	Tfp pilus assembly protein, ATPase PilM	354
2737694522	802	46.13	27	800	6	797	0.0e+00	841	COG5009	Membrane carboxypeptidase/penicillin-binding protein	797
2737694523	109	42.99	1	107	1	105	1.0e-22	98	COG1965	Iron-binding protein CyaY, frataxin homolog	106
2737694524	426	45.34	9	401	1	394	5.0e-116	411	COG0019	Diaminopimelate decarboxylase	394
2737694525	203	39.79	13	203	9	196	1.0e-29	123	COG2717	Periplasmic DMSO/TMAO reductase YedYZ, heme-binding membrane subunit	209
2737694526	324	42.4	21	295	3	270	3.0e-61	229	COG2041	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	271
2737694527	210	44.55	24	133	13	121	6.0e-19	87.7	COG2863	Cytochrome c553	121
2737694528	239	43.28	31	226	5	198	1.0e-51	196	COG0218	GTP-binding protein EngB required for normal cell division	200
2737694529	287	33.68	4	286	21	307	2.0e-54	205	COG1560	Lauroyl/myristoyl acyltransferase	308
2737694530	278	33.21	5	273	25	300	8.0e-42	164	COG1560	Lauroyl/myristoyl acyltransferase	308
2737694531	393	67.85	1	393	1	388	0.0e+00	657	COG0192	S-adenosylmethionine synthetase	388
2737694532	416	26.98	42	407	2	334	2.0e-33	137	COG0859	ADP-heptose:LPS heptosyltransferase	334
2737694533	162	29.87	11	160	1	136	7.0e-11	60.3	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2737694534	598	21.94	11	435	3	401	4.0e-14	73.2	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	535
2737694536	411	18.18	35	395	19	372	2.0e-09	57.8	COG4692	Predicted neuraminidase (sialidase)	381
2737694537	347	34.83	56	318	34	276	5.0e-43	168	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily	276
2737694538	364	38.84	4	363	1	321	8.0e-84	304	COG0523	GTPase, G3E family	323
2737694539	329	53.33	210	329	1	120	4.0e-34	138	COG1734	RNA polymerase-binding transcription factor DksA	120
2737694541	143	41.5	2	143	1	146	2.0e-39	154	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	146
2737694542	317	46.13	1	311	1	314	1.0e-95	343	COG0275	16S rRNA C1402 N4-methylase RsmH	314
