gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737840564	60	4	58	1	47	4.9e-12	46	pfam01266	DAO	336
2737840565	366	66	363	78	339	2.1e-55	187.9	pfam00465	Fe-ADH	364
2737840566	270	80	270	2	178	2.2e-15	56.7	pfam00528	BPD_transp_1	185
2737840567	316	26	274	1	241	2.8e-63	213.6	pfam12974	Phosphonate-bd	243
2737840568	288	31	191	1	137	7.9e-30	104	pfam00005	ABC_tran	137
2737840570	186	1	108	426	534	8.5e-20	70.7	pfam02705	K_trans	534
2737840571	493	10	489	3	398	4.1e-81	273.1	pfam08811	DUF1800	433
2737840572	367	31	367	2	381	4.4e-30	104.9	pfam07394	DUF1501	392
2737840573	1007	72	170	2	85	2.9e-16	59.7	pfam03477	ATP-cone	86
2737840573	1007	327	402	2	80	6.9e-21	73.9	pfam00317	Ribonuc_red_lgN	83
2737840573	1007	405	944	1	523	0.0e+00	605.5	pfam02867	Ribonuc_red_lgC	524
2737840574	122	15	122	2	106	2.4e-33	115.7	pfam00268	Ribonuc_red_sm	278
2737840575	186	3	114	332	430	3.4e-15	55.8	pfam00384	Molybdopterin	432
2737840576	360	30	349	2	298	4.3e-123	410.3	pfam00146	NADHdh	299
2737840577	169	69	123	1	51	1.7e-11	44.4	pfam12838	Fer4_7	52
2737840578	211	18	164	2	137	3.0e-32	111.2	pfam00499	Oxidored_q3	137
2737840579	103	8	102	3	103	7.3e-22	76.9	pfam00420	Oxidored_q2	105
2737840580	262	73	130	1	58	1.6e-27	95.2	pfam00662	Proton_antipo_N	58
2737840580	262	142	262	1	109	6.3e-29	101	pfam00361	Proton_antipo_M	293
2737840581	353	6	330	19	305	1.5e-68	231.4	pfam00933	Glyco_hydro_3	319
2737840582	135	4	125	1	114	6.8e-21	74.4	pfam01648	ACPS	114
2737840583	249	9	247	2	233	2.3e-88	295.1	pfam03740	PdxJ	234
2737840584	249	1	82	5	78	6.3e-21	74	pfam11967	RecO_N	80
2737840584	249	84	241	3	156	3.9e-14	52.6	pfam02565	RecO_C	157
2737840585	279	1	102	14	114	1.8e-13	50.4	pfam01926	MMR_HSR1	114
2737840585	279	186	267	1	77	2.4e-17	62.4	pfam07650	KH_2	78
2737840586	236	1	228	15	236	1.0e-72	244.5	pfam02634	FdhD-NarQ	237
2737840587	851	279	397	2	106	4.6e-06	26.5	pfam02687	FtsX	121
2737840587	851	727	842	3	119	5.9e-08	32.6	pfam02687	FtsX	121
2737840588	440	17	283	1	314	3.2e-72	243.6	pfam00580	UvrD-helicase	315
2737840588	440	288	440	1	151	8.1e-36	124	pfam13361	UvrD_C	349
2737840589	325	3	321	3	327	3.5e-60	203.7	pfam00478	IMPDH	345
2737840590	185	1	184	32	207	5.3e-19	68.3	pfam03466	LysR_substrate	209
2737840591	143	1	131	101	224	1.4e-30	106.4	pfam01311	Bac_export_1	230
2737840592	383	7	347	2	330	2.3e-119	398.4	pfam01312	Bac_export_2	330
2737840596	147	77	128	15	53	5.7e-04	20.4	pfam13432	TPR_16	68
2737840597	157	107	148	2	42	4.0e-16	58.4	pfam02954	HTH_8	42
2737840598	330	39	174	4	135	3.9e-13	49.6	pfam00892	EamA	137
2737840598	330	188	326	2	136	1.1e-16	61.1	pfam00892	EamA	137
2737840599	574	99	193	1	90	3.1e-25	88.4	pfam16655	PhoD_N	90
2737840599	574	206	543	2	350	1.1e-96	323.8	pfam09423	PhoD	350
2737840600	207	25	71	6	44	3.0e-15	55.6	pfam00440	TetR_N	47
2737840601	140	1	140	4	141	8.4e-22	78.1	pfam00582	Usp	141
2737840603	1029	662	762	16	84	2.0e-04	21.9	pfam00059	Lectin_C	108
2737840604	260	45	150	1	105	6.6e-36	122.5	pfam11987	IF-2	105
2737840605	124	12	113	3	104	4.0e-28	97.8	pfam02033	RBFA	104
2737840606	326	35	186	1	149	5.7e-55	185.6	pfam01509	TruB_N	149
2737840606	326	187	246	1	49	2.1e-14	53.3	pfam16198	TruB_C_2	64
2737840607	352	3	200	1	193	7.2e-57	191.9	pfam00009	GTP_EFTU	194
2737840607	352	223	294	1	74	5.9e-09	36.1	pfam03144	GTP_EFTU_D2	74
2737840608	293	21	292	1	279	3.1e-85	286.5	pfam00012	HSP70	599
2737840609	172	92	165	1	75	2.3e-14	53.5	pfam07743	HSCB_C	76
2737840610	107	1	103	1	111	1.5e-20	73.3	pfam01521	Fe-S_biosyn	111
2737840611	128	2	128	1	126	8.2e-57	190.8	pfam01592	NifU_N	129
2737840612	405	8	370	1	370	1.5e-81	274.1	pfam00266	Aminotran_5	371
2737840613	178	1	83	1	82	7.5e-27	93.4	pfam02082	Rrf2	83
2737840614	46	1	30	7	34	5.4e-08	32.2	pfam02151	UVR	36
2737840615	621	84	259	2	177	3.2e-62	209	pfam00912	Transgly	178
2737840615	621	345	449	1	112	2.2e-22	79.8	pfam17092	PCB_OB	112
2737840615	621	451	621	1	191	5.4e-27	94.7	pfam00905	Transpeptidase	306
2737840618	57	1	57	334	391	9.6e-05	21.3	pfam02388	FemAB	408
2737840620	312	6	311	6	125	1.0e-08	34.8	pfam00389	2-Hacid_dh	134
2737840620	312	104	285	1	177	6.5e-27	93.9	pfam02826	2-Hacid_dh_C	178
2737840621	322	28	83	8	55	2.6e-17	62	pfam13677	MotB_plug	58
2737840621	322	215	313	1	92	5.9e-13	48.9	pfam00691	OmpA	95
2737840622	287	122	243	19	118	2.9e-11	43.1	pfam01618	MotA_ExbB	124
2737840623	186	32	119	5	66	1.1e-06	28.4	pfam00270	DEAD	176
2737840624	72	18	63	7	47	7.8e-11	41.7	pfam04325	DUF465	48
2737840626	365	1	356	1	360	2.0e-124	415	pfam03969	AFG1_ATPase	362
2737840627	268	1	130	165	292	2.0e-30	105.9	pfam07992	Pyr_redox_2	292
