gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737840566	270	42.75	1	270	7	282	1.0e-61	230	COG3639	ABC-type phosphate/phosphonate transport system, permease component	283
2737840567	316	39.34	13	281	26	291	7.0e-61	227	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	299
2737840568	288	47.27	13	268	2	253	8.0e-82	297	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	258
2737840572	367	36.62	1	367	7	398	6.0e-60	224	COG4102	Uncharacterized conserved protein, DUF1501 family	418
2737840573	1007	35.9	223	961	1	652	0.0e+00	590	COG0209	Ribonucleotide reductase alpha subunit	696
2737840576	360	50.15	15	357	1	332	4.0e-94	338	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	332
2737840577	169	44.51	11	169	3	161	5.0e-45	173	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2737840578	211	43.79	1	169	1	166	1.0e-22	99.5	COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	166
2737840579	103	59	4	103	2	100	5.0e-20	89.4	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	100
2737840581	353	45.85	1	296	1	281	7.0e-71	261	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2737840582	135	35.66	1	128	1	124	3.0e-31	127	COG0736	Phosphopantetheinyl transferase (holo-ACP synthase)	127
2737840583	249	38.84	10	248	3	239	6.0e-63	233	COG0854	Pyridoxine 5'-phosphate synthase PdxJ	243
2737840584	249	29.63	4	242	3	239	6.0e-32	131	COG1381	Recombinational DNA repair protein (RecF pathway)	251
2737840585	279	47.69	1	279	21	296	5.0e-87	314	COG1159	GTPase Era, involved in 16S rRNA processing	298
2737840586	236	32.17	1	228	42	265	4.0e-52	197	COG1526	Formate dehydrogenase assembly factor FdhD	266
2737840587	851	37.83	11	849	5	829	0.0e+00	576	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	829
2737840589	325	22.58	125	308	1	152	2.0e-15	77.2	COG0516	IMP dehydrogenase/GMP reductase	170
2737840592	383	40.62	1	357	1	357	2.0e-101	362	COG1377	Flagellar biosynthesis protein FlhB	363
2737840598	330	26.8	40	328	7	289	2.0e-11	63.7	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2737840599	574	36.33	73	544	14	491	9.0e-102	364	COG3540	Phosphodiesterase/alkaline phosphatase D	522
2737840600	207	25	14	169	6	161	1.0e-09	57	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2737840601	140	31.08	1	140	6	151	1.0e-09	56.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2737840605	124	42.48	12	121	6	118	1.0e-25	108	COG0858	Ribosome-binding factor A	118
2737840606	326	36.64	14	305	15	271	1.0e-57	216	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	271
2737840609	172	33.33	6	171	1	170	4.0e-15	74.6	COG1076	DnaJ-domain-containing proteins 1	174
