gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2737840564	60	1	52	SUPERFAMILY	SSF51905			
2737840565	366	75	334	SUPERFAMILY	SSF56796			
2737840566	270	80	262	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2737840566	270	75	260	SUPERFAMILY	SSF161098			
2737840567	316	46	237	SUPERFAMILY	SSF53850			
2737840568	288	15	263	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2737840568	288	40	239	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2737840568	288	11	273	ProSiteProfiles	PS51249	IPR012693	ABC transporter, phosphonate import, PhnC	GO:0005524|GO:0015416|GO:0015716|GO:0016020
2737840568	288	163	177	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2737840568	288	13	250	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737840573	1007	787	809	ProSitePatterns	PS00089	IPR000788	Ribonucleotide reductase large subunit, C-terminal	GO:0006260|GO:0055114
2737840573	1007	72	172	ProSiteProfiles	PS51161	IPR005144	ATP-cone	
2737840573	1007	187	276	ProSiteProfiles	PS51161	IPR005144	ATP-cone	
2737840573	1007	192	403	SUPERFAMILY	SSF48168	IPR008926	Ribonucleotide reductase R1 subunit, N-terminal	GO:0004748|GO:0005971|GO:0006260|GO:0055114
2737840573	1007	404	847	SUPERFAMILY	SSF51998			
2737840573	1007	878	948	SUPERFAMILY	SSF51998			
2737840574	122	3	122	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2737840575	186	4	135	SUPERFAMILY	SSF53706			
2737840576	360	70	85	ProSitePatterns	PS00667	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	GO:0016020|GO:0055114
2737840576	360	236	249	ProSitePatterns	PS00668	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	GO:0016020|GO:0055114
2737840577	169	61	90	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2737840577	169	100	129	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2737840577	169	70	81	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2737840577	169	109	120	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2737840577	169	43	152	SUPERFAMILY	SSF54862			
2737840581	353	5	326	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2737840582	135	1	128	SUPERFAMILY	SSF56214	IPR008278	4'-phosphopantetheinyl transferase superfamily	GO:0000287|GO:0008897|GO:0009059
2737840583	249	8	248	SUPERFAMILY	SSF63892	IPR004569	Pyridoxal phosphate (active vitamin B6) biosynthesis PdxJ	GO:0005737|GO:0008615|GO:0033856
2737840584	249	8	80	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2737840584	249	90	155	SUPERFAMILY	SSF57863			
2737840585	279	159	279	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
2737840585	279	1	190	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737840586	236	2	228	SUPERFAMILY	SSF53927	IPR016193	Cytidine deaminase-like	GO:0003824
2737840588	440	15	297	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
2737840588	440	298	440	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
2737840588	440	11	437	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2737840589	325	163	175	ProSitePatterns	PS00487	IPR015875	IMP dehydrogenase / GMP reductase, conserved site	GO:0016491|GO:0055114
2737840589	325	3	311	SUPERFAMILY	SSF51412			
2737840590	185	1	183	SUPERFAMILY	SSF53850			
2737840592	383	244	350	SUPERFAMILY	SSF160544			
2737840596	147	30	127	SUPERFAMILY	SSF48452			
2737840597	157	1	18	ProSiteProfiles	PS50045	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524|GO:0006355|GO:0008134
2737840597	157	2	45	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737840597	157	98	150	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737840597	157	2	11	ProSitePatterns	PS00688	IPR025944	Sigma-54 interaction domain, conserved site	
2737840598	330	74	176	SUPERFAMILY	SSF103481			
2737840598	330	240	328	SUPERFAMILY	SSF103481			
2737840599	574	199	369	SUPERFAMILY	SSF56300			
2737840599	574	398	544	SUPERFAMILY	SSF56300			
2737840600	207	19	79	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2737840600	207	21	92	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2737840600	207	133	206	SUPERFAMILY	SSF48498	IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	
2737840600	207	37	67	ProSitePatterns	PS01081	IPR023772	DNA-binding HTH domain, TetR-type, conserved site	
