gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2737840566	270	70.85	25	270	10	256	0.0e+00	424	KO:K02042	phosphonate transport system permease protein		Yes
2737840567	316	63.43	6	314	7	314	0.0e+00	463	KO:K02044	phosphonate transport system substrate-binding protein		Yes
2737840568	288	58.1	14	266	4	256	9.4e-96	324	KO:K02041	phosphonate transport system ATP-binding protein [EC:3.6.3.28]	EC:3.6.3.28	Yes
2737840573	1007	83.2	39	1007	1	971	0.0e+00	1850	KO:K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	EC:1.17.4.1	Yes
2737840576	360	89.17	1	360	1	360	0.0e+00	759	KO:K00337	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	EC:1.6.5.3	Yes
2737840577	169	93.9	6	169	7	170	4.1e-113	361	KO:K00338	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	EC:1.6.5.3	Yes
2737840578	211	72.85	1	211	1	221	5.9e-102	334	KO:K00339	NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	EC:1.6.5.3	Yes
2737840579	103	96.08	2	103	1	102	9.8e-65	217	KO:K00340	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	EC:1.6.5.3	Yes
2737840581	353	69.94	1	353	1	356	0.0e+00	583	KO:K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	EC:3.2.1.52	Yes
2737840582	135	80	1	130	1	130	1.0e-77	257	KO:K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	EC:2.7.8.7	Yes
2737840583	249	81.33	7	247	10	250	0.0e+00	461	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
2737840584	249	68.67	1	249	1	249	1.4e-120	391	KO:K03584	DNA repair protein RecO (recombination protein O)		Yes
2737840585	279	84.23	1	279	66	344	0.0e+00	543	KO:K03595	GTPase		Yes
2737840586	236	74.15	1	233	45	272	4.6e-120	388	KO:K02379	FdhD protein		Yes
2737840587	851	64.8	11	851	24	856	0.0e+00	1180	KO:K02004	putative ABC transport system permease protein		Yes
2737840589	325	91.08	1	325	1	325	0.0e+00	698	KO:K00364	GMP reductase [EC:1.7.1.7]	EC:1.7.1.7	Yes
2737840592	383	43.27	1	378	1	376	1.5e-102	352	KO:K02401	flagellar biosynthetic protein FlhB		Yes
2737840599	574	53.94	95	573	42	522	0.0e+00	577	KO:K01113	alkaline phosphatase D [EC:3.1.3.1]	EC:3.1.3.1	Yes
2737840605	124	80.99	4	124	2	122	1.8e-68	230	KO:K02834	ribosome-binding factor A		Yes
2737840606	326	68.34	1	319	1	315	0.0e+00	487	KO:K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	EC:5.4.99.25	Yes
2737840609	172	67.65	2	171	1	170	1.1e-78	264	KO:K04082	molecular chaperone HscB		Yes
2737840610	107	92.52	1	107	1	107	7.5e-71	235	KO:K13628	iron-sulfur cluster assembly protein		Yes
2737840611	128	96.03	1	126	1	126	3.8e-87	283	KO:K04488	nitrogen fixation protein NifU and related proteins		Yes
2737840612	405	85.93	1	405	1	405	0.0e+00	839	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	Yes
2737840613	178	82.58	1	178	1	178	3.4e-104	337	KO:K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor		Yes
2737840615	621	72.93	7	621	2	618	0.0e+00	1070	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:2.4.1.-	Yes
2737840615	621	72.93	7	621	2	618	0.0e+00	1070	KO:K05366	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	EC:3.4.-	Yes
2737840621	322	45.54	17	318	2	279	3.0e-81	285	KO:K02557	chemotaxis protein MotB		Yes
2737840622	287	62.02	1	287	1	287	3.1e-130	422	KO:K02556	chemotaxis protein MotA		Yes
2737840626	365	79.89	3	365	5	367	0.0e+00	688	KO:K06916	cell division protein ZapE		Yes
2737840628	324	83.7	6	324	15	332	0.0e+00	623	KO:K02048	sulfate transport system substrate-binding protein		Yes
2737840629	287	87.54	7	287	9	289	0.0e+00	559	KO:K02046	sulfate transport system permease protein		Yes
2737840630	305	90.97	11	298	9	296	0.0e+00	599	KO:K02047	sulfate transport system permease protein		Yes
2737840631	331	82.09	1	331	1	335	0.0e+00	618	KO:K02045	sulfate transport system ATP-binding protein [EC:3.6.3.25]	EC:3.6.3.25	Yes
2737840632	438	83.57	19	438	3	422	0.0e+00	859	KO:K11335	chlorophyllide a reductase subunit Z [EC:1.3.99.35]	EC:1.3.99.35	Yes
2737840633	517	72.14	17	515	11	509	0.0e+00	847	KO:K11334	chlorophyllide a reductase subunit Y [EC:1.3.99.35]	EC:1.3.99.35	Yes
2737840636	257	68.25	4	255	2	253	2.2e-124	402	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
2737840637	83	87.34	4	82	1	79	1.1e-44	159	KO:K03676	glutaredoxin 3		Yes
2737840642	117	81.2	1	117	1	116	6.2e-66	222	KO:K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]	EC:3.5.2.17	Yes
2737840647	438	60.48	16	434	1	400	0.0e+00	538	KO:K07007	uncharacterized protein		Yes
2737840648	110	88.18	1	110	1	110	1.6e-70	234	KO:K03671	thioredoxin 1		Yes
2737840649	420	91.43	1	420	1	420	0.0e+00	870	KO:K03628	transcription termination factor Rho		Yes
2737840650	86	87.8	1	82	1	82	1.1e-52	182	KO:K02909	large subunit ribosomal protein L31		Yes
2737840653	617	77.15	1	616	1	617	0.0e+00	1130	KO:K12508	feruloyl-CoA synthase [EC:6.2.1.34]	EC:6.2.1.34	Yes
2737840656	337	85.59	1	333	1	333	0.0e+00	682	KO:K16171	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	EC:3.7.1.2	Yes
2737840660	372	66	19	368	8	353	0.0e+00	515	KO:K07120	uncharacterized protein		Yes
