gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2737840566	270	20	270	3.6e-94	300.9	TIGR01097	phosphonate ABC transporter, permease protein PhnE
2737840567	316	2	246	4.8e-75	239.3	TIGR01098	phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
2737840567	316	2	286	2.9e-95	305.9	TIGR03431	phosphonate ABC transporter, periplasmic phosphonate binding protein
2737840568	288	14	260	8.4e-89	283.1	TIGR02315	phosphonate ABC transporter, ATP-binding protein
2737840573	1007	331	947	0.0e+00	715.2	TIGR02506	ribonucleoside-diphosphate reductase, alpha subunit
2737840577	169	26	147	3.7e-50	154.8	TIGR01971	NADH-quinone oxidoreductase, chain I
2737840582	135	1	130	6.4e-26	78.1	TIGR00556	phosphopantetheine--protein transferase domain
2737840582	135	1	132	2.5e-32	98.9	TIGR00516	holo-[acyl-carrier-protein] synthase
2737840583	249	9	249	4.1e-70	222	TIGR00559	pyridoxine 5'-phosphate synthase
2737840584	249	9	160	2.5e-23	68.7	TIGR00613	DNA repair protein RecO
2737840585	279	1	148	1.5e-24	73.7	TIGR00231	small GTP-binding protein domain
2737840585	279	1	261	8.8e-75	238.5	TIGR00436	GTP-binding protein Era
2737840586	236	2	229	7.7e-40	122.8	TIGR00129	formate dehydrogenase family accessory protein FdhD
2737840589	325	3	317	0.0e+00	531.6	TIGR01306	guanosine monophosphate reductase, bacterial
2737840592	383	7	354	1.3e-116	375.5	TIGR00328	flagellar biosynthetic protein FlhB
2737840604	260	1	260	4.3e-110	355.1	TIGR00487	translation initiation factor IF-2
2737840605	124	7	119	5.7e-28	84	TIGR00082	ribosome-binding factor A
2737840606	326	13	225	1.4e-79	252.7	TIGR00431	tRNA pseudouridine(55) synthase
2737840607	352	3	174	1.0e-29	90.5	TIGR00231	small GTP-binding protein domain
2737840607	352	5	352	0.0e+00	522.7	TIGR01394	GTP-binding protein TypA/BipA
2737840609	172	18	172	2.5e-29	88.5	TIGR00714	Fe-S protein assembly co-chaperone HscB
2737840610	107	3	107	3.2e-55	172	TIGR02011	iron-sulfur cluster assembly protein IscA
2737840610	107	3	107	7.2e-38	116.2	TIGR00049	Iron-sulfur cluster assembly accessory protein
2737840611	128	3	127	3.1e-71	223.4	TIGR01999	FeS cluster assembly scaffold IscU
2737840612	405	4	405	0.0e+00	711.9	TIGR02006	cysteine desulfurase IscS
2737840612	405	8	387	0.0e+00	463.6	TIGR03402	cysteine desulfurase NifS
2737840613	178	1	132	6.9e-48	149	TIGR00738	Rrf2 family protein
2737840613	178	1	136	1.8e-66	209.2	TIGR02010	iron-sulfur cluster assembly transcription factor IscR
2737840622	287	1	286	3.3e-104	334	TIGR03818	flagellar motor stator protein MotA
2737840628	324	3	320	7.6e-120	385.9	TIGR00971	sulfate/thiosulfate-binding protein
2737840629	287	18	282	0.0e+00	424.1	TIGR02139	sulfate ABC transporter, permease protein CysT
2737840629	287	6	278	8.5e-102	327.2	TIGR00969	sulfate ABC transporter, permease protein
2737840630	305	23	283	0.0e+00	433.9	TIGR02140	sulfate ABC transporter, permease protein CysW
2737840630	305	9	280	5.9e-105	337.6	TIGR00969	sulfate ABC transporter, permease protein
2737840631	331	3	243	7.5e-128	411	TIGR00968	sulfate ABC transporter, ATP-binding protein
2737840632	438	18	438	0.0e+00	715.5	TIGR02014	chlorophyllide reductase subunit Z
2737840633	517	52	477	0.0e+00	685.7	TIGR02015	chlorophyllide reductase subunit Y
2737840641	287	8	287	1.8e-99	319.4	TIGR02963	xanthine dehydrogenase, small subunit
2737840642	117	1	117	1.1e-39	121.5	TIGR02962	hydroxyisourate hydrolase
2737840644	316	10	314	0.0e+00	504.7	TIGR03212	putative urate catabolism protein
2737840647	438	20	432	1.5e-79	254.7	TIGR00275	flavoprotein, HI0933 family
2737840647	438	40	438	0.0e+00	479.6	TIGR03862	uncharacterized flavoprotein, PP_4765 family
2737840648	110	9	109	1.6e-43	133.3	TIGR01068	thioredoxin
2737840649	420	1	418	0.0e+00	685.1	TIGR00767	transcription termination factor Rho
2737840650	86	1	82	3.8e-23	67.6	TIGR00105	ribosomal protein L31
2737840655	325	1	324	4.3e-95	304.9	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2737840660	372	20	184	2.8e-32	97.8	TIGR03082	membrane protein AbrB duplication
2737840662	282	5	281	1.4e-108	348.8	TIGR00655	formyltetrahydrofolate deformylase
2737840664	502	62	473	0.0e+00	507.2	TIGR00387	glycolate oxidase, subunit GlcD
2737840669	603	1	573	5.6e-72	229.7	TIGR00361	DNA internalization-related competence protein ComEC/Rec2
2737840669	603	3	141	4.1e-21	63.1	TIGR00360	ComEC/Rec2-related protein
2737840672	303	37	277	3.2e-76	241.9	TIGR00761	acetylglutamate kinase
2737840673	305	2	304	6.6e-103	329.7	TIGR01214	dTDP-4-dehydrorhamnose reductase
2737840674	355	3	339	0.0e+00	505.7	TIGR01181	dTDP-glucose 4,6-dehydratase
2737840689	770	413	770	0.0e+00	529.1	TIGR00487	translation initiation factor IF-2
2737840689	770	497	658	1.2e-34	106.6	TIGR00231	small GTP-binding protein domain
2737840690	494	367	416	6.0e-22	65.3	TIGR01954	transcription termination factor NusA, C-terminal duplication
2737840690	494	4	345	3.2e-121	392	TIGR01953	transcription termination factor NusA
2737840698	879	25	877	0.0e+00	755.5	TIGR01693	[Protein-PII] uridylyltransferase
2737840699	271	3	255	1.9e-98	314.9	TIGR00500	methionine aminopeptidase, type I
2737840700	573	7	573	0.0e+00	719	TIGR01735	phosphoribosylformylglycinamidine synthase, single chain form
2737840702	271	1	269	2.8e-87	278.5	TIGR00577	DNA-formamidopyrimidine glycosylase
2737840703	342	7	283	4.1e-111	356.9	TIGR01084	A/G-specific adenine glycosylase
2737840708	113	9	112	2.3e-15	42.6	TIGR00547	periplasmic chaperone LolA
2737840709	224	50	224	4.4e-38	117.2	TIGR00157	ribosome small subunit-dependent GTPase A
2737840715	127	1	116	1.2e-52	163.1	TIGR01024	ribosomal protein L19, bacterial type
2737840716	265	1	239	6.9e-82	260.2	TIGR00088	tRNA (guanine-N1)-methyltransferase
2737840717	202	14	202	8.8e-46	141.4	TIGR02273	16S rRNA processing protein RimM
2737840718	83	2	81	4.2e-29	86.7	TIGR00002	ribosomal protein S16
2737840721	161	11	139	1.2e-43	134.4	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2737840725	525	8	525	0.0e+00	818.7	TIGR03248	galactarate dehydratase
2737840727	653	136	263	6.8e-28	83.5	TIGR00229	PAS domain S-box
2737840731	404	27	403	0.0e+00	479	TIGR00630	excinuclease ABC, A subunit
2737840733	165	1	165	5.2e-57	178.9	TIGR00621	single stranded DNA-binding protein (ssb)
2737840737	417	28	288	1.7e-63	200.8	TIGR00765	YihY family inner membrane protein
2737840741	432	17	427	0.0e+00	468.9	TIGR00786	TRAP transporter, DctM subunit
2737840744	578	27	564	0.0e+00	442.1	TIGR00110	dihydroxy-acid dehydratase
2737840748	538	25	529	0.0e+00	702.2	TIGR02891	cytochrome c oxidase, subunit I
2737840761	112	3	112	9.4e-52	160	TIGR00686	alkylphosphonate utilization operon protein PhnA
2737840765	317	2	312	0.0e+00	432.2	TIGR01202	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase
2737840766	233	37	233	1.4e-106	342.1	TIGR02016	chlorophyllide reductase iron protein subunit X
2737840768	174	30	159	5.4e-36	109.9	TIGR01951	transcription antitermination factor NusB
2737840769	168	17	150	9.1e-43	131.8	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2737840770	375	11	208	1.9e-74	235.6	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2737840771	216	1	211	1.9e-58	183	TIGR00187	riboflavin synthase, alpha subunit
2737840772	192	25	131	2.8e-45	139.4	TIGR01848	polyhydroxyalkanoate synthesis repressor PhaR
2737840773	293	14	293	3.7e-104	336.1	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2737840773	293	14	293	2.8e-61	194.5	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2737840774	224	5	224	8.5e-99	317.6	TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
2737840776	84	20	76	2.7e-24	71.3	TIGR01280	exodeoxyribonuclease VII, small subunit
2737840783	177	2	176	2.5e-76	241.4	TIGR03654	ribosomal protein L6, bacterial type
2737840784	121	4	121	2.2e-35	107.7	TIGR00060	ribosomal protein L18, bacterial type
2737840785	172	14	169	1.1e-67	212.8	TIGR01021	ribosomal protein S5, bacterial/organelle type
2737840786	60	7	60	8.7e-27	78.9	TIGR01308	ribosomal protein L30, bacterial/organelle
2737840787	143	2	143	1.2e-49	153.9	TIGR01071	ribosomal protein L15, bacterial/organelle
2737840789	66	1	59	4.4e-20	58.4	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2737840793	467	9	466	0.0e+00	575.2	TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
2737840801	139	8	128	8.5e-18	51	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2737840805	199	10	150	4.1e-16	45.9	TIGR00725	TIGR00725 family protein
2737840805	199	10	186	6.5e-64	202	TIGR00730	TIGR00730 family protein
2737840807	541	254	529	3.9e-63	199	TIGR00552	NAD+ synthetase
2737840811	145	23	137	8.0e-25	74.4	TIGR00369	uncharacterized domain 1
2737840811	145	25	138	3.5e-48	149.7	TIGR02286	phenylacetic acid degradation protein PaaD
2737840812	267	9	267	2.6e-102	327.7	TIGR02280	phenylacetate degradation probable enoyl-CoA hydratase paaB
2737840815	661	96	172	9.5e-25	72.6	TIGR01901	filamentous hemagglutinin family N-terminal domain
2737840819	252	172	249	2.6e-24	71.6	TIGR01352	TonB family C-terminal domain
2737840825	128	10	126	9.3e-30	89.6	TIGR00004	reactive intermediate/imine deaminase
2737840831	328	3	324	0.0e+00	465.9	TIGR01759	malate dehydrogenase
2737840833	143	6	138	1.2e-33	102.1	TIGR02970	succinate dehydrogenase, cytochrome b556 subunit
2737840834	122	15	120	1.5e-36	111.1	TIGR02968	succinate dehydrogenase, hydrophobic membrane anchor protein
2737840835	601	11	601	0.0e+00	914.9	TIGR01816	succinate dehydrogenase, flavoprotein subunit, E. coli/mitochondrial subgroup
2737840835	601	14	601	0.0e+00	780.9	TIGR01812	succinate dehydrogenase or fumarate reductase, flavoprotein subunitGram-negative/mitochondrial subgroup
2737840836	234	8	226	2.7e-87	277.9	TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
2737840838	432	16	430	0.0e+00	763.8	TIGR01798	citrate synthase I (hexameric type)
2737840839	483	1	482	0.0e+00	763.5	TIGR00170	3-isopropylmalate dehydratase, large subunit
2737840840	217	1	196	6.0e-86	273.2	TIGR00171	3-isopropylmalate dehydratase, small subunit
2737840841	356	2	351	0.0e+00	499.4	TIGR00169	3-isopropylmalate dehydrogenase
2737840842	208	3	208	5.0e-103	330.8	TIGR01745	aspartate-semialdehyde dehydrogenase, gamma-proteobacterial
2737840843	1963	5	969	0.0e+00	929	TIGR00630	excinuclease ABC, A subunit
2737840846	321	1	295	9.4e-127	409.6	TIGR03156	GTP-binding protein HflX
2737840846	321	123	288	5.8e-13	36	TIGR00231	small GTP-binding protein domain
2737840847	456	131	406	4.6e-93	297.4	TIGR01933	HflK protein
2737840848	299	154	289	2.8e-45	140.5	TIGR01932	HflC protein
2737840859	907	13	904	0.0e+00	1136.1	TIGR02414	aminopeptidase N, Escherichia coli type
2737840862	223	11	223	1.3e-70	223.6	TIGR00608	DNA repair protein radc
2737840864	308	3	283	3.2e-102	327.5	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2737840865	436	1	428	0.0e+00	551.4	TIGR00414	seryl-tRNA synthetase
2737840867	514	466	514	2.2e-10	26.9	TIGR00229	PAS domain S-box
2737840870	176	12	118	5.4e-16	45	TIGR00229	PAS domain S-box
2737840874	321	29	282	4.2e-67	212.3	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2737840876	370	17	370	2.2e-105	338.7	TIGR00786	TRAP transporter, DctM subunit
2737840877	405	12	405	0.0e+00	579.8	TIGR00561	NAD(P) transhydrogenase, alpha subunit
2737840881	647	18	179	5.2e-33	101.6	TIGR03061	YhgE/Pip N-terminal domain
2737840881	647	189	216	3.3e-06	15.1	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2737840881	647	431	635	5.6e-37	115	TIGR03062	YhgE/Pip C-terminal domain
2737840885	230	1	227	7.3e-78	247.5	TIGR02964	xanthine dehydrogenase accessory protein XdhC
2737840888	202	29	194	2.7e-46	143.4	TIGR00093	pseudouridine synthase
2737840890	315	15	52	2.9e-10	26.2	TIGR02276	40-residue YVTN family beta-propeller repeat
2737840895	471	6	470	0.0e+00	654.1	TIGR00653	glutamine synthetase, type I
2737840900	351	17	327	1.1e-111	359.1	TIGR03167	tRNA 2-selenouridine synthase
2737840905	449	1	448	0.0e+00	739.8	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2737840906	154	1	154	5.2e-60	188.5	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2737840909	444	1	442	0.0e+00	649	TIGR01081	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
2737840910	372	23	371	0.0e+00	549.3	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
2737840915	83	3	83	8.2e-26	77.9	TIGR01682	molybdopterin converting factor, subunit 1, non-archaeal
2737840915	83	3	83	9.6e-18	51.7	TIGR01687	MoaD family protein, archaeal
2737840916	228	1	139	4.8e-29	87.3	TIGR00177	molybdenum cofactor synthesis domain
2737840917	906	2	906	0.0e+00	1121.7	TIGR00594	DNA-directed DNA polymerase III (polc)
2737840923	724	7	724	0.0e+00	843	TIGR02068	cyanophycin synthetase
2737840926	379	5	355	0.0e+00	445.2	TIGR02349	chaperone protein DnaJ
