gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2757595900	883	56.74	4	874	9	842	0.0e+00	1082	COG1410	Methionine synthase I, cobalamin-binding domain	842
2757595902	159	37.41	18	159	1	146	1.0e-39	155	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	146
2757595903	311	51.78	8	304	7	314	5.0e-100	357	COG0275	16S rRNA C1402 N4-methylase RsmH	314
2757595904	106	32.91	1	79	20	98	6.0e-09	52.6	COG3116	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ	105
2757595905	578	36.73	21	562	15	597	7.0e-121	427	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2757595906	516	37.45	22	513	13	475	1.0e-104	374	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2757595907	478	41.06	15	463	3	449	5.0e-108	385	COG0770	UDP-N-acetylmuramyl pentapeptide synthase	451
2757595909	162	53.09	1	161	55	215	3.0e-48	184	COG0087	Ribosomal protein L3	218
2757595910	206	39.52	1	206	2	211	4.0e-55	207	COG0088	Ribosomal protein L4	214
2757595911	104	52.13	11	103	1	94	1.0e-20	91.4	COG0089	Ribosomal protein L23	94
2757595912	274	58.18	1	274	1	275	5.0e-104	370	COG0090	Ribosomal protein L2	275
2757595913	92	70.65	1	92	1	92	1.0e-35	141	COG0185	Ribosomal protein S19	93
2757595914	109	60.19	1	108	9	116	3.0e-33	133	COG0091	Ribosomal protein L22	120
2757595915	295	55.36	12	243	1	232	2.0e-75	275	COG0092	Ribosomal protein S3	233
2757595916	183	45.83	9	152	19	155	4.0e-26	111	COG2371	Urease accessory protein UreE	155
2757595917	242	35.53	18	242	2	229	1.0e-41	163	COG0830	Urease accessory protein UreF	229
2757595918	219	52.17	10	215	7	202	1.0e-64	239	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	202
2757595919	451	42.13	17	192	6	183	2.0e-35	143	COG2059	Chromate transport protein ChrA	195
2757595920	299	24.22	50	271	15	211	1.0e-08	54.1	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2757595921	339	34.27	22	336	3	318	2.0e-51	196	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757595922	379	38.79	1	376	1	374	1.0e-86	313	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	396
2757595923	565	39.43	1	562	2	549	0.0e+00	473	COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	563
2757595924	684	38.87	1	683	2	672	0.0e+00	536	COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	674
2757595925	361	38.14	12	342	1	332	4.0e-70	258	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2757595926	314	30.1	55	245	6	183	1.0e-23	103	COG3485	Protocatechuate 3,4-dioxygenase beta subunit	226
