gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757587556	122	29	114	SUPERFAMILY	SSF46785			
2757587557	781	19	177	SUPERFAMILY	SSF54665	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	
2757587557	781	35	155	SMART	SM01008	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	
2757587557	781	147	779	SUPERFAMILY	SSF56003	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding	GO:0016491|GO:0055114
2757587559	45	1	45	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587561	406	304	405	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2757587562	222	143	216	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757587562	222	1	142	SUPERFAMILY	SSF51556			
2757587563	245	5	241	SUPERFAMILY	SSF51695	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	GO:0006629|GO:0008081
2757587565	353	1	161	SUPERFAMILY	SSF69742	IPR015895	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, N-terminal	GO:0008883|GO:0033014|GO:0050661|GO:0055114
2757587565	353	102	125	ProSitePatterns	PS00747	IPR018214	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, conserved site	GO:0008883|GO:0055114
2757587565	353	166	317	SUPERFAMILY	SSF51735			
2757587566	305	116	290	SUPERFAMILY	SSF53850			
2757587567	348	1	89	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2757587567	348	3	93	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2757587567	348	37	45	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
2757587567	348	100	204	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2757587567	348	102	202	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2757587567	348	205	338	SUPERFAMILY	SSF52343			
2757587569	252	32	250	SUPERFAMILY	SSF56436	IPR016187	C-type lectin fold	
2757587570	94	27	91	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2757587572	288	1	24	ProSiteProfiles	PS51257			
2757587572	288	47	185	SUPERFAMILY	SSF53335			
2757587573	254	45	212	SUPERFAMILY	SSF53850			
2757587574	53	3	52	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2757587575	156	4	137	SUPERFAMILY	SSF110087	IPR007410	DR1885-like metal-binding protein	
2757587577	211	1	209	SUPERFAMILY	SSF55469	IPR000415	Nitroreductase-like	GO:0016491
2757587578	164	3	162	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757587578	164	1	164	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757587579	521	108	210	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2757587579	521	344	364	ProSitePatterns	PS00573	IPR008255	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	GO:0016491|GO:0055114
2757587579	521	1	101	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757587579	521	103	196	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757587579	521	204	513	SUPERFAMILY	SSF51905			
2757587581	345	83	342	SUPERFAMILY	SSF52151	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	GO:0008152
2757587583	92	21	90	SUPERFAMILY	SSF52768			
2757587584	221	76	128	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757587584	221	1	221	ProSiteProfiles	PS51368	IPR017951	Urease, alpha subunit, C-terminal	GO:0006807|GO:0009039|GO:0016151
2757587584	221	1	85	SUPERFAMILY	SSF51556			
2757587584	221	134	221	SUPERFAMILY	SSF51556			
2757587585	187	8	71	SMART	SM00988	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757587585	187	21	77	SUPERFAMILY	SSF69287	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757587585	187	89	148	SUPERFAMILY	SSF69737	IPR007864	UreE urease accessory, C-terminal	GO:0006461|GO:0016151|GO:0019627
2757587587	218	15	212	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587589	334	9	334	SUPERFAMILY	SSF89796	IPR023606	CoA-transferase family III domain	
2757587590	385	29	91	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2757587590	385	33	168	SMART	SM00450	IPR001763	Rhodanese-like domain	
2757587590	385	49	168	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2757587590	385	118	167	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2757587591	326	116	279	SUPERFAMILY	SSF53850			
2757587592	166	14	161	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2757587593	472	13	204	SUPERFAMILY	SSF53187			
2757587593	472	370	455	SUPERFAMILY	SSF53187			
2757587594	395	191	304	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2757587594	395	18	205	SUPERFAMILY	SSF53187			
2757587594	395	306	393	SUPERFAMILY	SSF53187			
2757587595	168	4	166	SUPERFAMILY	SSF109854			
2757587596	355	1	70	SUPERFAMILY	SSF53187			
2757587596	355	105	343	SUPERFAMILY	SSF53187			
2757587597	204	13	178	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587598	334	123	295	SUPERFAMILY	SSF53850			
2757587599	397	7	383	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757587599	397	5	384	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757587600	53	2	53	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2757587601	405	19	383	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757587602	392	1	389	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757587602	392	8	389	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757587605	356	9	153	ProSiteProfiles	PS51332	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757587605	356	182	356	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2757587605	356	167	355	SUPERFAMILY	SSF102114			
2757587607	162	12	112	SMART	SM00881	IPR003781	CoA-binding	GO:0048037
2757587607	162	7	141	SUPERFAMILY	SSF51735			
2757587608	435	201	215	ProSitePatterns	PS00868	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170
2757587608	435	7	423	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757587609	546	192	203	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2757587609	546	17	544	SUPERFAMILY	SSF56801			
2757587610	50	2	48	SUPERFAMILY	SSF81271	IPR012676	TGS-like	
2757587611	439	12	438	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2757587611	439	198	203	ProSitePatterns	PS00161	IPR018523	Isocitrate lyase/phosphorylmutase, conserved site	GO:0003824|GO:0008152
2757587612	144	65	143	SUPERFAMILY	SSF47592	IPR003121	SWIB/MDM2 domain	GO:0005515
2757587612	144	69	144	SMART	SM00151	IPR019835	SWIB domain	
2757587613	583	16	198	SUPERFAMILY	SSF52518			
2757587613	583	173	367	SUPERFAMILY	SSF52467			
2757587613	583	389	567	SUPERFAMILY	SSF52518			
2757587614	866	196	341	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757587614	866	600	743	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757587614	866	292	304	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2757587614	866	768	859	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2757587614	866	158	546	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587614	866	549	850	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587614	866	634	652	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2757587614	866	4	154	SUPERFAMILY	SSF81923			
2757587616	163	4	155	SUPERFAMILY	SSF54690	IPR003448	Molybdopterin biosynthesis MoaE	GO:0006777
2757587617	82	2	82	SUPERFAMILY	SSF54285	IPR016155	Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp	
2757587618	426	191	347	SUPERFAMILY	SSF53218	IPR001453	Molybdopterin binding domain	GO:0006777
2757587618	426	194	341	SMART	SM00852	IPR001453	Molybdopterin binding domain	GO:0006777
2757587618	426	10	190	SUPERFAMILY	SSF63882	IPR005110	MoeA, N-terminal and linker domain	GO:0032324
2757587618	426	353	423	SUPERFAMILY	SSF63867	IPR005111	MoeA, C-terminal, domain IV	GO:0032324
2757587618	426	271	304	ProSitePatterns	PS01079	IPR008284	Molybdenum cofactor biosynthesis, conserved site	GO:0006777
2757587619	481	1	479	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2757587620	440	355	436	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2757587620	440	183	205	ProSitePatterns	PS01042	IPR019811	Homoserine dehydrogenase, conserved site	GO:0006520|GO:0055114
2757587620	440	1	158	SUPERFAMILY	SSF51735			
2757587620	440	137	302	SUPERFAMILY	SSF55347			
2757587620	440	353	428	SUPERFAMILY	SSF55021			
2757587621	410	5	401	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757587622	125	7	121	SUPERFAMILY	SSF64076	IPR007523	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	
2757587623	158	3	154	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2757587623	158	3	156	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2757587625	553	94	229	SMART	SM00670	IPR002716	PIN domain	
2757587625	553	322	532	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587625	553	94	155	SUPERFAMILY	SSF88723			
2757587625	553	192	245	SUPERFAMILY	SSF88723			
2757587626	477	227	427	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757587626	477	30	141	SUPERFAMILY	SSF48024	IPR007693	DNA helicase, DnaB-like, N-terminal	GO:0003678|GO:0005524|GO:0006260
2757587626	477	204	472	ProSiteProfiles	PS51199	IPR007694	DNA helicase, DnaB-like, C-terminal	GO:0003678|GO:0005524|GO:0006260
2757587626	477	208	459	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587627	42	2	40	SUPERFAMILY	SSF55653	IPR020069	Ribosomal protein L9, C-terminal	
2757587628	78	8	76	SUPERFAMILY	SSF53474			
2757587629	405	9	394	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757587629	405	14	405	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757587630	310	1	291	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2757587631	243	61	227	SUPERFAMILY	SSF56519	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
2757587633	310	114	214	SUPERFAMILY	SSF81799	IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain	GO:0008168
2757587633	310	7	113	SUPERFAMILY	SSF53335			
2757587633	310	214	305	SUPERFAMILY	SSF53335			
2757587634	104	30	45	ProSitePatterns	PS00361	IPR018268	Ribosomal protein S10, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2757587634	104	6	103	SUPERFAMILY	SSF54999	IPR027486	Ribosomal protein S10 domain	
2757587635	220	6	217	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2757587635	220	108	131	ProSitePatterns	PS00474	IPR019926	Ribosomal protein L3, conserved site	
2757587636	206	1	205	SUPERFAMILY	SSF52166	IPR023574	Ribosomal protein L4 domain	GO:0003735|GO:0005840|GO:0006412
2757587637	76	8	75	SUPERFAMILY	SSF54189	IPR012678	Ribosomal protein L23/L15e core domain	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2757587638	119	4	115	SUPERFAMILY	SSF53659			
2757587639	134	35	130	SUPERFAMILY	SSF53933	IPR016191	Ribonuclease/ribotoxin	GO:0003723|GO:0004540
2757587639	134	1	22	ProSiteProfiles	PS51257			
2757587640	203	42	134	SUPERFAMILY	SSF52038	IPR000468	Barstar (barnase inhibitor)	
2757587641	251	35	62	ProSitePatterns	PS01131	IPR020596	Ribosomal RNA adenine methylase transferase, conserved site	GO:0000154|GO:0000179|GO:0008649
2757587641	251	19	186	SMART	SM00650	IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal	GO:0000154|GO:0000179|GO:0008649
2757587641	251	3	249	SUPERFAMILY	SSF53335			
2757587642	333	74	176	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2757587642	333	187	285	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2757587642	333	225	245	ProSitePatterns	PS01096	IPR023058	Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site	
2757587642	333	2	99	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2757587642	333	78	179	SUPERFAMILY	SSF54534			
2757587642	333	189	288	SUPERFAMILY	SSF54534			
2757587651	234	1	83	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2757587651	234	1	85	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2757587651	234	80	234	SUPERFAMILY	SSF52343			
2757587656	307	38	206	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757587656	307	26	84	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587656	307	118	265	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757587657	263	167	261	SUPERFAMILY	SSF55447	IPR005107	CO dehydrogenase flavoprotein, C-terminal	
2757587657	263	169	261	SMART	SM01092	IPR005107	CO dehydrogenase flavoprotein, C-terminal	
2757587657	263	1	165	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2757587657	263	1	168	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
