gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2757587557	781	35.72	21	780	6	731	0.0e+00	523	COG1529	CO or xanthine dehydrogenase, Mo-binding subunit	731
2757587560	259	30.53	2	259	16	256	5.0e-31	128	COG1975	Xanthine and CO dehydrogenase maturation factor, XdhC/CoxF family	278
2757587561	406	41.09	1	404	1	406	1.0e-105	376	COG3748	Uncharacterized membrane protein	407
2757587563	245	34.41	6	241	5	250	7.0e-42	164	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2757587565	353	45.61	1	353	1	344	9.0e-101	360	COG0373	Glutamyl-tRNA reductase	414
2757587566	305	38.7	15	305	8	294	1.0e-56	213	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587567	348	35.5	101	331	6	220	7.0e-45	174	COG0543	NAD(P)H-flavin reductase	252
2757587568	295	36.43	6	295	13	303	6.0e-59	221	COG4448	L-asparaginase II	339
2757587569	252	24.08	42	252	91	313	2.0e-14	72.9	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2757587573	254	35.97	1	251	68	317	5.0e-41	161	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587575	156	41.38	6	148	11	151	2.0e-28	118	COG2847	Copper(I)-binding protein	151
2757587577	211	25	1	211	3	206	6.0e-21	94.3	COG0778	Nitroreductase	207
2757587579	521	69.04	1	520	1	520	0.0e+00	808	COG3634	Alkyl hydroperoxide reductase subunit AhpF	520
2757587580	135	29.57	2	114	9	121	2.0e-08	51.7	COG2363	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	124
2757587581	345	33.68	82	336	6	290	1.0e-45	177	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	306
2757587585	187	43.66	25	166	24	155	7.0e-25	107	COG2371	Urease accessory protein UreE	155
2757587586	236	36.73	14	236	4	229	1.0e-39	156	COG0830	Urease accessory protein UreF	229
2757587587	218	50.48	10	216	7	202	1.0e-61	229	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	202
2757587589	334	39.47	3	334	1	335	8.0e-96	343	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	396
2757587590	385	33.06	52	294	15	250	2.0e-30	126	COG2603	tRNA 2-selenouridine synthase SelU, contains rhodanese domain	334
2757587591	326	36.59	7	322	3	316	8.0e-61	227	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587592	166	42.48	11	162	2	142	3.0e-35	141	COG4101	Uncharacterized protein, RmlC-like cupin domain	142
2757587593	472	22.39	7	451	2	402	1.0e-29	124	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2757587594	395	50.13	10	393	3	390	6.0e-123	434	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2757587595	168	59.64	1	166	26	191	1.0e-60	225	COG3812	Uncharacterized protein	193
2757587596	355	22.32	1	327	55	314	8.0e-26	111	COG3608	Predicted deacylase	331
2757587597	204	49.07	21	181	1	157	3.0e-47	181	COG3265	Gluconate kinase	161
2757587598	334	38.41	16	330	4	316	1.0e-70	260	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587601	405	35.64	23	381	11	361	5.0e-71	261	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2757587602	392	21.25	4	382	10	398	1.0e-12	67.9	COG2223	Nitrate/nitrite transporter NarK	417
2757587603	247	22.18	1	247	1	257	3.0e-09	55.8	COG0730	Uncharacterized membrane protein YfcA	258
2757587605	356	21.11	16	347	23	369	4.0e-24	105	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2757587607	162	47.59	1	145	2	140	1.0e-43	169	COG1832	Predicted CoA-binding protein	140
2757587608	435	58.55	1	425	1	426	0.0e+00	614	COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	426
2757587609	546	31.39	11	544	3	527	1.0e-106	380	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2757587611	439	73.09	11	438	4	433	0.0e+00	662	COG2224	Isocitrate lyase	433
2757587613	583	35.26	18	566	4	535	0.0e+00	469	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2757587614	866	54.98	5	851	1	775	0.0e+00	948	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2757587616	163	39.87	2	154	3	149	2.0e-39	155	COG0314	Molybdopterin synthase catalytic subunit	149
2757587617	82	35.71	2	82	1	84	2.0e-11	60.3	COG1977	Molybdopterin converting factor, small subunit	84
2757587618	426	44.18	9	424	3	404	1.0e-107	383	COG0303	Molybdopterin biosynthesis enzyme	404
2757587619	481	29.13	1	479	1	411	4.0e-89	322	COG0498	Threonine synthase	411
2757587620	440	49.85	1	324	1	333	9.0e-102	364	COG0460	Homoserine dehydrogenase	333
2757587621	410	36.39	9	403	2	393	4.0e-97	348	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2757587622	125	33.06	1	121	5	127	2.0e-18	84.6	COG3737	Uncharacterized conserved protein, contains Mth938-like domain	127
2757587623	158	47.74	1	155	2	156	5.0e-45	173	COG1225	Peroxiredoxin	157
2757587625	553	49.78	92	553	1	436	0.0e+00	520	COG1875	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	436
2757587626	477	50.45	30	469	1	434	0.0e+00	526	COG0305	Replicative DNA helicase	435
2757587629	405	22.86	1	395	1	386	2.0e-15	76.8	COG2814	Predicted arabinose efflux permease, MFS family	394
2757587632	110	32.05	1	78	20	97	3.0e-09	53.8	COG3116	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ	105
2757587633	310	48.09	6	307	6	313	3.0e-99	355	COG0275	16S rRNA C1402 N4-methylase RsmH	314
2757587634	104	73.53	3	104	2	103	2.0e-37	147	COG0051	Ribosomal protein S10	104
2757587635	220	52.09	6	219	1	215	5.0e-69	253	COG0087	Ribosomal protein L3	218
2757587636	206	40	1	206	2	211	1.0e-54	205	COG0088	Ribosomal protein L4	214
2757587641	251	47.43	5	249	4	254	5.0e-72	264	COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	259
2757587657	263	34.16	1	263	1	281	2.0e-51	195	COG1319	CO or xanthine dehydrogenase, FAD-binding subunit	284
2757587661	255	37.29	31	253	1	236	3.0e-43	168	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2757587670	420	49.05	2	419	1	404	2.0e-108	385	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	404
2757587671	475	48.71	1	465	1	454	0.0e+00	498	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2757587672	365	47.35	1	358	9	367	1.0e-124	439	COG1485	Predicted ATPase	367
2757587674	671	33.89	12	650	1	636	3.0e-106	379	COG1199	Rad3-related DNA helicase	654
2757587675	265	35.18	8	258	3	245	4.0e-54	205	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family	254
2757587676	340	45.76	32	322	1	288	1.0e-76	279	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2757587677	226	40.91	1	175	4	177	6.0e-41	160	COG1386	Chromosome segregation and condensation protein ScpB	184
2757587678	385	42.62	48	284	1	241	1.0e-60	227	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	248
2757587679	141	59.7	2	135	1	134	4.0e-52	196	COG0105	Nucleoside diphosphate kinase	135
2757587680	383	52.26	4	355	3	347	1.0e-118	420	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	349
2757587681	250	26.75	6	247	8	250	8.0e-24	104	COG3063	Tfp pilus assembly protein PilF	250
2757587682	197	19.51	3	197	2	201	2.0e-10	59.3	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	284
2757587684	558	61.74	56	558	1	507	0.0e+00	650	COG0532	Translation initiation factor IF-2, a GTPase	509
2757587685	124	39.13	8	119	3	117	3.0e-25	107	COG0858	Ribosome-binding factor A	118
2757587686	317	36.86	14	305	15	271	6.0e-59	221	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	271
2757587687	607	61.94	1	607	1	602	0.0e+00	936	COG1217	Predicted membrane GTPase involved in stress response	603
2757587688	295	19.16	9	292	8	288	3.0e-06	46.3	COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	293
2757587689	220	29.95	17	202	7	186	2.0e-34	139	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2757587693	148	45.7	1	146	18	166	1.0e-35	141	COG0262	Dihydrofolate reductase	167
2757587694	261	40.23	1	260	1	259	3.0e-80	291	COG0708	Exonuclease III	261
2757587695	303	38.39	3	222	1	214	2.0e-32	133	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2757587696	156	25.5	8	152	11	153	8.0e-08	49.9	COG5615	Uncharacterized membrane protein	161
2757587697	680	23.71	340	584	3	273	3.0e-11	63.9	COG1600	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)	337
2757587698	384	30.16	19	380	2	363	5.0e-64	238	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	363
2757587699	226	28.95	10	199	4	176	3.0e-29	121	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2757587700	155	34.19	1	152	1	155	2.0e-35	141	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2757587704	340	34.89	26	338	4	296	6.0e-67	248	COG1162	Putative ribosome biogenesis GTPase RsgA	301
2757587705	421	23.93	152	421	45	298	8.0e-20	91.9	COG0501	Zn-dependent protease with chaperone function	302
2757587706	199	59.67	19	199	1	181	5.0e-75	273	COG1949	Oligoribonuclease (3'-5' exoribonuclease)	184
2757587707	689	32.97	61	595	24	513	1.0e-98	354	COG0513	Superfamily II DNA and RNA helicase	513
2757587708	128	63.79	1	116	3	115	2.0e-38	150	COG0335	Ribosomal protein L19	115
2757587709	264	44.4	1	241	1	231	4.0e-85	307	COG0336	tRNA G37 N-methylase TrmD	240
2757587710	196	32.82	2	196	4	172	2.0e-36	145	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2757587711	83	58.23	1	79	1	78	3.0e-22	96.8	COG0228	Ribosomal protein S16	87
2757587712	173	41.67	3	169	3	169	7.0e-40	156	COG1247	L-amino acid N-acyltransferase YncA	169
2757587714	155	48.12	8	139	4	136	2.0e-37	148	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	160
2757587715	483	31.98	34	467	1	412	1.0e-69	257	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2757587716	221	29.63	1	216	5	202	7.0e-32	130	COG0560	Phosphoserine phosphatase	212
2757587720	304	39.79	3	285	2	284	1.0e-68	253	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	286
2757587723	216	48.5	13	212	6	200	1.0e-47	183	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	200
2757587724	161	55.56	1	161	4	165	2.0e-46	178	COG1666	Uncharacterized conserved protein YajQ, UPF0234 family	165
2757587725	346	33.05	1	346	1	286	4.0e-70	258	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	291
2757587726	443	35.55	9	428	2	403	2.0e-129	455	COG0137	Argininosuccinate synthase	403
2757587727	105	43.01	12	104	1	93	2.0e-30	124	COG3123	Uncharacterized conserved protein YaiE, UPF0345 family	94
2757587728	165	34.87	15	159	20	167	4.0e-16	77.7	COG3134	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain	179
2757587729	121	33.61	4	120	1	113	1.0e-21	95.2	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2757587730	429	43.76	1	416	4	419	1.0e-106	380	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	427
2757587731	258	22.17	40	257	8	223	3.0e-10	59.3	COG3147	Cell division protein DedD (periplasmic protein involved in septation)	226
2757587732	162	30.38	5	161	5	162	4.0e-17	81.1	COG1286	Uncharacterized membrane protein, required for colicin V production	182
2757587733	506	50.1	1	484	4	468	0.0e+00	589	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	470
2757587735	1273	55.83	417	936	1	485	0.0e+00	658	COG0069	Glutamate synthase domain 2	485
2757587736	488	44.07	22	481	1	451	0.0e+00	489	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	457
2757587737	271	56.25	9	263	8	263	4.0e-97	347	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2757587738	260	48.81	9	260	15	265	2.0e-56	212	COG0767	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE	267
2757587740	409	30.1	3	388	52	425	2.0e-49	190	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	438
2757587741	263	31.25	5	263	6	257	2.0e-33	136	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	259
2757587746	548	48.9	11	544	4	525	0.0e+00	504	COG3211	Secreted phosphatase, PhoX family	616
2757587747	315	35.67	1	307	4	316	2.0e-57	215	COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	330
2757587748	390	26.15	1	377	3	380	4.0e-39	155	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2757587751	339	36.79	19	336	1	317	8.0e-70	257	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587752	376	33.66	52	356	4	284	5.0e-59	221	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2757587753	237	21.52	2	226	25	261	2.0e-11	63.1	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2757587760	275	24	42	264	65	256	1.0e-16	80.4	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	267
2757587761	338	20.13	14	318	22	331	1.0e-18	87.6	COG3391	DNA-binding beta-propeller fold protein YncE	381
2757587762	267	21.4	29	257	19	278	3.0e-13	69.3	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2757587763	244	37.35	2	243	1	243	1.0e-57	216	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	248
2757587764	553	47.42	3	536	1	530	0.0e+00	561	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2757587765	304	27.55	38	223	14	203	3.0e-21	96	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	243
2757587766	658	25.87	32	654	59	693	1.0e-70	261	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	696
2757587780	583	44.02	3	578	1	560	0.0e+00	586	COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	574
2757587783	255	28.57	13	220	3	209	3.0e-29	121	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2757587789	193	23.56	11	181	4	177	9.0e-18	83.7	COG2128	Alkylhydroperoxidase family enzyme, contains CxxC motif	177
2757587790	140	24.24	12	140	5	133	2.0e-16	78.4	COG0824	Acyl-CoA thioesterase FadM	137
2757587791	565	31.83	15	478	1	396	1.0e-73	270	COG0644	Dehydrogenase (flavoprotein)	396
2757587792	390	39.12	18	390	1	377	3.0e-86	312	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2757587793	123	57.72	3	123	9	131	4.0e-36	143	COG0509	Glycine cleavage system H protein (lipoate-binding)	131
2757587794	671	55.61	12	446	1	446	0.0e+00	586	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	450
2757587795	341	32.78	37	330	2	301	5.0e-56	211	COG0616	Periplasmic serine protease, ClpP class	317
2757587796	262	28.74	9	255	5	215	8.0e-36	144	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	275
2757587797	204	41.05	16	204	4	191	3.0e-49	188	COG0424	Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily	193
2757587798	189	27.98	24	187	17	176	1.0e-15	76.5	COG1399	Uncharacterized metal-binding protein YceD, DUF177 family	176
2757587800	270	37.04	5	270	15	282	2.0e-48	185	COG3639	ABC-type phosphate/phosphonate transport system, permease component	283
2757587801	262	36.54	6	261	24	281	4.0e-42	165	COG3639	ABC-type phosphate/phosphonate transport system, permease component	283
2757587802	278	49.8	1	245	3	247	1.0e-78	286	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	258
2757587805	281	25.46	18	272	20	286	1.0e-27	116	COG1562	Phytoene/squalene synthetase	288
2757587806	279	41.99	1	278	7	287	6.0e-61	227	COG1562	Phytoene/squalene synthetase	288
2757587808	232	27.59	4	229	1	225	3.0e-25	108	COG1011	FMN phosphatase YigB, HAD superfamily	229
2757587809	366	43.52	15	337	4	320	1.0e-94	340	COG0276	Protoheme ferro-lyase (ferrochelatase)	320
2757587812	353	58.4	1	350	14	363	0.0e+00	484	COG0216	Protein chain release factor A	363
2757587813	271	43.51	14	271	19	276	3.0e-57	215	COG2890	Methylase of polypeptide chain release factors	280
2757587814	109	60.19	1	103	1	101	1.0e-40	157	COG0278	Glutaredoxin-related protein	105
2757587819	407	34.74	176	386	3	210	6.0e-50	191	COG2864	Cytochrome b subunit of formate dehydrogenase	218
2757587821	203	45.35	1	164	8	157	6.0e-37	147	COG0437	Fe-S-cluster-containing dehydrogenase component	203
2757587823	254	30.36	20	187	3	153	1.0e-18	87.3	COG2068	CTP:molybdopterin cytidylyltransferase MocA	199
2757587824	363	59.95	1	363	1	372	0.0e+00	501	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	372
2757587825	250	19.68	11	250	5	253	3.0e-04	38.8	COG0730	Uncharacterized membrane protein YfcA	258
2757587826	175	29.63	12	173	8	155	6.0e-21	93.8	COG1238	Uncharacterized membrane protein YqaA, SNARE-associated domain	161
2757587827	347	44.48	1	324	2	322	4.0e-90	324	COG0042	tRNA-dihydrouridine synthase	323
2757587828	78	46.05	2	77	23	98	4.0e-18	83.1	COG2901	DNA-binding protein Fis (factor for inversion stimulation)	98
2757587831	285	46.55	1	283	1	284	3.0e-86	311	COG1660	RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain	286
2757587840	336	33.23	7	335	1	319	2.0e-62	232	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587842	496	54.16	1	492	1	492	0.0e+00	538	COG3333	TctA family transporter	504
2757587844	726	35.36	13	696	2	635	0.0e+00	590	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	640
2757587845	519	22.9	14	225	4	203	7.0e-18	85.8	COG1014	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	203
2757587848	321	38.41	6	321	1	318	1.0e-61	230	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2757587850	463	35.06	1	229	1	225	2.0e-41	163	COG0569	Trk K+ transport system, NAD-binding component	225
2757587851	343	36.47	10	338	1	326	5.0e-80	291	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2757587852	323	44.75	7	323	1	324	1.0e-94	340	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2757587853	336	45.43	5	327	28	341	3.0e-82	298	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	358
2757587854	613	35.12	238	610	1	373	4.0e-76	279	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2757587855	526	34.22	5	521	9	527	4.0e-115	408	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2757587858	410	53.33	291	410	1	120	2.0e-34	140	COG1734	RNA polymerase-binding transcription factor DksA	120
2757587860	599	60.57	3	594	1	585	0.0e+00	909	COG0173	Aspartyl-tRNA synthetase	585
2757587861	221	43.56	5	205	6	200	9.0e-52	196	COG2928	Uncharacterized membrane protein	222
2757587862	114	47.22	1	71	8	78	5.0e-18	83.2	COG2331	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	82
2757587863	482	27.79	1	463	4	475	2.0e-44	173	COG0591	Na+/proline symporter	493
2757587864	523	43.63	1	512	4	512	0.0e+00	467	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2757587866	217	20.79	30	217	83	281	2.0e-09	56.2	COG4395	Predicted lipid-binding transport protein, Tim44 family	281
2757587868	176	34.59	43	174	8	138	4.0e-18	84.3	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2757587870	395	26.01	1	387	1	387	2.0e-60	226	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2757587871	237	36.71	1	233	81	316	2.0e-40	158	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2757587873	263	37.98	9	258	1	251	1.0e-39	157	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2757587874	142	31.06	4	133	13	141	2.0e-18	85.1	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2757587875	338	48.22	3	337	8	338	9.0e-105	373	COG2130	NADPH-dependent curcumin reductase CurA	340
2757587876	311	21.2	4	217	1	195	1.0e-14	74.1	COG0625	Glutathione S-transferase	211
2757587877	300	28.81	4	246	3	232	1.0e-29	123	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	246
2757587880	116	35.56	17	103	19	98	6.0e-11	59.5	COG2914	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily	99
2757587881	489	30.8	255	478	1	170	3.0e-33	136	COG0516	IMP dehydrogenase/GMP reductase	170
2757587887	250	54.62	3	250	4	252	9.0e-92	329	COG0052	Ribosomal protein S2	252
2757587888	296	51.01	1	291	2	296	5.0e-80	291	COG0264	Translation elongation factor EF-Ts	296
2757587889	240	60.59	4	238	1	236	3.0e-86	311	COG0528	Uridylate kinase	238
2757587890	186	53.76	1	186	2	187	1.0e-59	222	COG0233	Ribosome recycling factor	187
2757587891	284	31.45	1	282	1	264	2.0e-28	120	COG0575	CDP-diglyceride synthetase	265
2757587892	396	52.56	2	390	1	379	0.0e+00	483	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	385
2757587893	367	35.98	1	366	2	374	5.0e-50	191	COG0750	Membrane-associated protease RseP, regulator of RpoE activity	375
2757587896	187	43.92	1	148	5	152	2.0e-47	182	COG0241	Histidinol phosphatase or a related phosphatase	181
2757587897	246	28.22	9	246	2	234	2.0e-28	119	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2757587898	297	29.95	81	297	19	222	9.0e-33	134	COG1451	Predicted metal-dependent hydrolase	223
2757587901	617	33.6	235	613	9	378	3.0e-65	243	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2757587902	343	22.09	15	336	11	332	8.0e-37	148	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2757587904	190	30.81	10	174	23	194	4.0e-19	88.1	COG0811	Biopolymer transport protein ExbB/TolQ	216
2757587907	428	39.42	55	428	14	381	2.0e-77	283	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2757587908	377	39.4	1	367	117	448	6.0e-86	311	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
