gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757604384	179	3	163	2	155	7.3e-45	152.3	pfam01327	Pep_deformylase	159
2757604385	128	1	128	166	292	3.9e-31	108.5	pfam00480	ROK	294
2757604386	341	101	306	210	405	1.1e-20	73.6	pfam00202	Aminotran_3	406
2757604389	408	40	209	1	169	1.1e-20	74.2	pfam13439	Glyco_transf_4	170
2757604389	408	229	365	3	132	3.5e-30	105	pfam13692	Glyco_trans_1_4	134
2757604390	201	8	198	1	189	6.4e-41	139.8	pfam00106	adh_short	195
2757604391	508	11	78	19	62	9.2e-09	35.7	pfam08666	SAF	63
2757604391	508	105	507	2	391	0.0e+00	532.9	pfam04295	GD_AH_C	392
2757604392	219	5	219	2	209	9.3e-69	232	pfam02615	Ldh_2	333
2757604393	437	41	133	1	82	1.3e-18	66.6	pfam00355	Rieske	89
2757604393	437	188	434	10	212	4.5e-13	49.5	pfam00848	Ring_hydroxyl_A	214
2757604394	503	18	209	1	176	5.8e-12	45.9	pfam01558	POR	177
2757604395	731	453	598	1	152	2.2e-19	69.6	pfam02775	TPP_enzyme_C	153
2757604396	159	15	150	2	139	1.3e-22	80.3	pfam00866	Ring_hydroxyl_B	144
2757604397	441	41	131	2	82	2.8e-15	55.9	pfam00355	Rieske	89
2757604397	441	165	434	14	213	7.8e-14	52	pfam00848	Ring_hydroxyl_A	214
2757604398	437	11	428	5	415	3.3e-71	240.2	pfam06808	DctM	416
2757604399	176	27	164	1	129	7.4e-21	74.3	pfam04290	DctQ	132
2757604400	328	37	313	7	272	5.3e-32	111.2	pfam03480	DctP	286
2757604401	602	5	591	168	673	2.0e-129	433.4	pfam01804	Penicil_amidase	675
2757604402	331	54	328	2	273	1.8e-80	269.8	pfam03401	TctC	274
2757604403	258	21	256	4	232	5.5e-53	179.8	pfam13561	adh_short_C2	234
2757604404	293	1	277	9	267	2.8e-36	124.9	pfam02653	BPD_transp_2	268
2757604405	300	4	266	2	266	3.6e-30	104.9	pfam02653	BPD_transp_2	268
2757604406	252	20	171	2	136	7.3e-27	94.4	pfam00005	ABC_tran	137
2757604406	252	219	241	1	23	1.7e-06	27.6	pfam12399	BCA_ABC_TP_C	23
2757604407	233	18	162	1	136	3.1e-30	105.3	pfam00005	ABC_tran	137
2757604408	215	22	215	3	187	8.1e-28	98	pfam13458	Peripla_BP_6	342
2757604410	377	26	364	2	341	4.3e-57	194.2	pfam13458	Peripla_BP_6	342
2757604411	273	9	273	1	290	8.4e-32	111	pfam04909	Amidohydro_2	291
2757604412	74	7	74	2	68	3.3e-10	39.4	pfam02653	BPD_transp_2	268
