gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757604384	179	3	167	2.7e-37	113.9	TIGR00079	peptide deformylase
2757604398	437	21	433	3.4e-90	288.6	TIGR00786	TRAP transporter, DctM subunit
2757604417	503	21	503	0.0e+00	452.8	TIGR01693	[Protein-PII] uridylyltransferase
2757604418	270	3	255	1.2e-95	305.8	TIGR00500	methionine aminopeptidase, type I
2757604419	1317	7	1316	0.0e+00	1696.1	TIGR01735	phosphoribosylformylglycinamidine synthase, single chain form
2757604422	187	1	178	3.8e-58	182.6	TIGR00997	intracellular septation protein A
2757604423	139	4	139	3.8e-57	178.2	TIGR00357	methionine-R-sulfoxide reductase
2757604426	237	39	227	1.6e-64	203.1	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2757604430	1202	19	1202	0.0e+00	1509.1	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2757604435	550	5	533	0.0e+00	838.1	TIGR00630	excinuclease ABC, A subunit
2757604438	261	6	261	4.1e-78	249.3	TIGR00398	methionine--tRNA ligase
2757604440	325	5	30	1.3e-07	18.1	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2757604449	727	34	556	0.0e+00	877.2	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
2757604449	727	594	725	2.6e-62	195.8	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
2757604450	352	24	335	2.3e-103	331.4	TIGR00750	LAO/AO transport system ATPase
2757604452	683	1	458	0.0e+00	618.1	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2757604454	399	13	382	2.9e-107	344.9	TIGR01891	amidohydrolase
2757604456	224	1	159	2.8e-58	182.7	TIGR01944	electron transport complex, RnfABCDGE type, B subunit
2757604457	446	2	419	0.0e+00	579.6	TIGR01849	polyhydroxyalkanoate depolymerase, intracellular
2757604459	706	28	684	0.0e+00	1050.6	TIGR00631	excinuclease ABC, B subunit
2757604460	178	1	132	1.3e-47	148.1	TIGR00738	Rrf2 family protein
2757604460	178	1	136	6.0e-67	210.7	TIGR02010	iron-sulfur cluster assembly transcription factor IscR
