gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757604383	357	181	266	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2757604383	357	289	357	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2757604383	357	176	239	SUPERFAMILY	SSF55021			
2757604383	357	286	338	SUPERFAMILY	SSF55021			
2757604384	179	1	167	SUPERFAMILY	SSF56420	IPR023635	Peptide deformylase	
2757604385	128	2	127	SUPERFAMILY	SSF53067			
2757604386	341	124	160	ProSitePatterns	PS00600	IPR005814	Aminotransferase class-III	GO:0008483|GO:0030170
2757604386	341	1	307	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757604389	408	27	402	SUPERFAMILY	SSF53756			
2757604390	201	140	168	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2757604390	201	3	196	SUPERFAMILY	SSF51735			
2757604391	508	11	78	SMART	SM00858	IPR013974	SAF domain	
2757604392	219	4	219	SUPERFAMILY	SSF89733	IPR003767	Malate/L-lactate dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2757604393	437	10	159	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757604393	437	42	122	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757604393	437	162	435	SUPERFAMILY	SSF55961			
2757604395	731	627	658	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757604395	731	663	692	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2757604395	731	20	245	SUPERFAMILY	SSF52518			
2757604395	731	421	643	SUPERFAMILY	SSF52518			
2757604395	731	628	681	SUPERFAMILY	SSF54862			
2757604396	159	2	157	SUPERFAMILY	SSF54427			
2757604397	441	9	160	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757604397	441	42	156	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757604397	441	161	439	SUPERFAMILY	SSF55961			
2757604401	602	27	599	SUPERFAMILY	SSF56235			
2757604402	331	122	290	SUPERFAMILY	SSF53850			
2757604403	258	15	257	SUPERFAMILY	SSF51735			
2757604406	252	5	242	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757604406	252	29	218	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757604406	252	3	241	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604407	233	3	233	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757604407	233	27	232	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757604407	233	134	148	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757604407	233	2	230	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604408	215	23	214	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2757604410	377	26	367	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2757604411	273	7	273	SUPERFAMILY	SSF51556			
2757604414	353	29	306	SUPERFAMILY	SSF56281			
2757604415	257	16	256	SUPERFAMILY	SSF51735			
2757604417	503	32	160	SUPERFAMILY	SSF81301			
2757604417	503	170	278	SUPERFAMILY	SSF81593			
2757604417	503	413	502	SUPERFAMILY	SSF109604			
2757604418	270	4	254	SUPERFAMILY	SSF55920	IPR000994	Peptidase M24, structural domain	
2757604418	270	172	190	ProSitePatterns	PS00680	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	GO:0004177|GO:0006508|GO:0008235
2757604419	1317	425	647	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2757604419	1317	813	906	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2757604419	1317	935	1051	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2757604419	1317	224	417	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2757604419	1317	612	807	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2757604419	1317	1068	1297	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2757604419	1317	6	153	SUPERFAMILY	SSF82697			
2757604419	1317	160	223	SUPERFAMILY	SSF109736			
2757604419	1317	1062	1316	SUPERFAMILY	SSF52317			
2757604420	261	131	222	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2757604420	261	27	161	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2757604420	261	117	222	SUPERFAMILY	SSF54534			
2757604421	100	1	86	SUPERFAMILY	SSF82657	IPR002634	BolA protein	
2757604423	139	4	136	SUPERFAMILY	SSF51316	IPR011057	Mss4-like	
2757604425	302	7	302	SUPERFAMILY	SSF53474			
2757604426	237	50	229	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604427	208	31	107	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2757604427	208	32	110	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2757604427	208	120	206	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2757604427	208	120	208	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2757604428	335	76	331	SUPERFAMILY	SSF56524	IPR000572	Oxidoreductase, molybdopterin-binding domain	GO:0009055|GO:0055114
2757604428	335	1	53	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2757604430	1202	233	512	SMART	SM00663	IPR006592	RNA polymerase, N-terminal	GO:0003677|GO:0003899|GO:0006351
2757604430	1202	10	1065	SUPERFAMILY	SSF64484			
2757604430	1202	1096	1201	SUPERFAMILY	SSF64484			
2757604431	268	2	266	SUPERFAMILY	SSF64484			
2757604432	260	28	250	SUPERFAMILY	SSF69917	IPR020080	Outer membrane adhesin/peptidase omptin	GO:0004190
2757604433	96	5	95	SUPERFAMILY	SSF81301			
2757604435	550	212	545	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757604435	550	73	87	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757604435	550	438	452	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757604435	550	15	156	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604435	550	219	518	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604437	363	203	219	ProSitePatterns	PS01215	IPR000808	Mrp, conserved site	GO:0005524
2757604437	363	90	324	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757604437	363	2	85	SUPERFAMILY	SSF117916			
