contig_208_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_339_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_210_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_40_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_20_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_139_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_34_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_300_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_189_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_314_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_410_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_10_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_275_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_29_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_304_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_115_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_53_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_233_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_239_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_17_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_419_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_431_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_153_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_9_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_137_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_485_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_37_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_201_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_159_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_196_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_279_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_284_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_355_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_240_split_00001	A10_Fa13.BD.MLB.SN_bin10
contig_56_split_00001	A10_Fa13.BD.MLB.SN_bin10
